"code","iso","country","BTO.ind.1996","BTO.ind.1997","BTO.ind.1998","BTO.ind.1999","BTO.ind.2000","BTO.ind.2001","BTO.ind.2002","BTO.ind.2003","BTO.ind.2004","BTO.ind.2005","BTO.ind.2006","BTO.ind.2007","BTO.ind.2008","BTO.ind.2009","BTO.ind.2010","BTO.ind.2011","BTO.ind.2012","BTO.ind.2013","BTO.ind.2014","BTO.ind.2015","BTO.ind.2016","BTO.ind.2017","BTO.ind.2018","BTO.ind.2019","BTO.ind.2020","BTO.ind.2021","BTO.ind.2022","BTO.ind.2023","BTO.ind.2024","BTO.ind.2025"
340,"HND","Honduras",30.9129414470383,39.5737765231524,46.8894912884964,47.9900201768517,40.143209670141,56.2821070370195,60.7931190524482,92.8323080456677,61.7170020594143,64.263932218442,80.7179727793993,69.1049982431332,79.3184339920289,55.0549786307621,65.3958602599072,46.7962836370417,46.9027299731332,59.9029398234305,59.3910499194624,60.371646580703,57.8868147784774,55.5040450896345,54.2125291337135,55.427486735334,NA,NA,NA,NA,NA,NA
344,"HKG","Hong Kong",24.9066999155868,27.8395255358804,27.3592621531889,30.3072049639525,35.2035026442982,30.6053930922267,31.939597342147,28.9822696697662,35.5762762318939,32.6285892246952,32.3304808200771,35.4118345237895,35.1973433247165,40.0687379230959,39.6197307509927,35.8586212476254,39.9733104947386,39.6001831403537,13.8164423045692,21.802962505219,19.0124916307667,16.4154131746931,13.9511681713053,11.6234291431219,NA,NA,NA,NA,NA,NA
348,"HUN","Hungary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
352,"ISL","Iceland",62.0381057966343,64.8673100692191,58.6170312869871,60.4302780106233,64.6505256636822,66.7697996756453,64.6825968976191,63.5064221577284,58.4630456567128,57.568039341345,52.4216338921923,55.1735752484699,52.8736443972552,49.524824109808,48.92831473153,52.316850073776,57.983821964504,52.8173545811426,49.6370626514647,60.4387093062956,53.3597141027295,55.8997982758241,50.2039078502043,45.4913827647617,NA,NA,NA,NA,NA,NA
356,"IND","India",26.5208438236863,27.7131104133483,26.3760825575865,27.6176334196519,30.2309547809718,31.3504202688333,30.5709074404272,33.3566636858875,31.4956114705196,32.7667317923139,32.0642284859621,32.1202081119501,28.6754300656532,26.4956229238475,25.6501945626541,24.1352363066934,23.5519776125793,22.4528905776748,24.5664913571665,21.77258461036,19.5768318032286,20.0313328254328,20.0463138600738,20.0463138600738,NA,NA,NA,NA,NA,NA
360,"IDN","Indonesia",30.6866068051209,31.0685020303529,31.2360208071287,30.5352173428677,30.8473476849387,29.9823211355041,30.8843898215223,30.3869231879298,31.8261504273463,31.9857208248778,33.0730220102262,33.3274152778031,33.976817985641,34.0617664267367,33.5526141451529,32.7630380487449,33.2867393270111,33.8415235811053,33.2038635022498,32.3822122836523,32.5324577950012,31.7603138294337,32.2174378971013,32.2174378971013,NA,NA,NA,NA,NA,NA
364,"IRN","Iran",62.3428154622131,68.8290803802899,64.8378526883688,65.6822322797835,65.1282904491782,65.4786654711572,64.4177098395425,63.3564841288136,65.8261839579565,67.2032723441237,68.2431077926567,72.2359486999657,72.0338157460091,71.7961306711739,70.4299356675096,65.54749776305,65.7363264495106,65.2987976994724,65.4798050902766,65.8105127791777,66.9123178879615,67.8537013061221,68.3652691525411,68.0261151168259,NA,NA,NA,NA,NA,NA
368,"IRQ","Iraq",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
372,"IRL","Ireland",56.2526726820892,51.6086693512595,54.0085290540736,53.3018376976607,54.0678204813935,57.7214696410256,53.7423549554515,53.4563130962364,56.7676203612929,59.4077852332538,57.2705716370615,56.8597688392734,57.6703794453975,60.4925837959328,60.849715448943,50.782422957753,43.101650484799,42.4513767050982,51.669830405071,87.8894702912438,86.276457666273,87.5469596640508,64.2614920382807,57.0648767756995,NA,NA,NA,NA,NA,NA
833,"IMN","Isle of Man",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
376,"ISR","Israel",34.3382675896805,34.0680768435054,34.2130939852873,28.8837685154675,29.4817509681718,24.9836975995431,25.1283159967635,24.2601107710458,19.5810270412411,24.5810197394303,22.5760858181089,21.8101148642776,20.7518927875889,18.4048239889458,16.2994220664231,24.3086278536821,24.6341522232833,21.3096748723475,20.9642649683942,21.0862317882495,21.5601389532811,25.9864249465728,26.1158965436855,26.0876079030937,NA,NA,NA,NA,NA,NA
380,"ITA","Italy",21.9826368353797,22.5752133517926,19.8158315401395,19.6530764017184,17.8381907959136,16.6822294526131,17.4414585521404,17.0517126422323,18.3578519791706,20.9813406623355,21.9209900350849,20.7275624678948,20.4819867382725,24.9246973294409,24.8962813243397,27.1528941504723,29.0327910778257,27.9547131423699,30.9299352850512,30.7732904801478,29.7668739556048,30.3170906742748,30.2685561611486,30.6249617043489,NA,NA,NA,NA,NA,NA
388,"JAM","Jamaica",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,NA,NA,NA,NA,NA
392,"JPN","Japan",52.2720563150691,53.0006304672303,50.5346617314379,50.3330025659018,51.5050095976105,51.4514007922052,49.635094635044,52.3607177689694,53.0468777904365,55.1921829255323,54.6221238292366,53.1769719703046,53.3280740179069,52.7681546250897,51.1773880823498,49.9802683724696,50.1014171796407,49.0262392172422,50.4009909521662,53.7697710885969,53.5569217443727,53.5591973772774,52.4513143446126,54.8453104670739,NA,NA,NA,NA,NA,NA
832,"JEY","Jersey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
400,"JOR","Jordan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
398,"KAZ","Kazakhstan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
404,"KEN","Kenya",69.6812556923908,61.9608571556387,46.7402336542972,58.1223097969996,60.9803941900361,61.5084336117115,65.9554570834648,75.6674588294615,57.6082641269298,58.3041429205647,60.2331728171254,74.0535873449349,73.5703647318623,73.933989820181,74.4110522597241,77.384607691099,78.4937734224357,78.623473478197,78.7875524740566,75.0888533993357,76.1400399299044,75.5403504482995,78.8466963617007,78.3951481340508,NA,NA,NA,NA,NA,NA
296,"KIR","Kiribati",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,NA,NA,NA,NA,NA
689,"XKX","Kosovo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
414,"KWT","Kuwait",25.6744763250467,25.7204216789298,27.4640821091646,28.0052760907274,26.26143137095,24.4285296237322,24.5792845140744,23.7459108085249,24.388128571519,23.4169078386094,23.832754082796,23.41734816057,22.9610646076082,23.5207148832775,25.0694934526722,23.6176198687297,24.0201883162605,24.920504788713,24.3656529226967,24.9448247023478,36.3989512217372,32.4325117649335,27.338216353283,29.5689248921602,NA,NA,NA,NA,NA,NA
417,"KGZ","Kyrgyzstan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
418,"LAO","Laos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
428,"LVA","Latvia",98.5574238858434,97.5486173142613,97.9373232135854,95.7417944952494,95.1869412450891,94.7623110722893,95.8036143029701,93.5641575559992,94.5957032063525,94.4633108459718,93.6243768046364,96.5543473089092,98.1034473480769,97.8680333882267,96.1613000189304,91.5557806999938,98.8672403435584,99.4856198699539,99.8504174799012,99.0473981520963,98.3380313365658,100,100,81.3162951268086,NA,NA,NA,NA,NA,NA
422,"LBN","Lebanon",100,100,100,100,100,100,100,100,100,100,100,100,72.4970907680834,100,100,100,100,100,100,100,100,100,100,100,NA,NA,NA,NA,NA,NA
426,"LSO","Lesotho",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
430,"LBR","Liberia",68.3143475992463,64.1171143416338,38.3457222974629,22.1932066676342,35.2233309164531,39.3141063487052,35.6626325171807,36.0798234513556,22.4167881105602,79.7550400604534,100,100,100,100,99.5906813762554,99.5942935296417,99.6054269621227,99.6176042042338,99.6188283266804,99.8546709193493,99.9230987329624,95.9276570292421,98.634926820461,98.9712802719636,NA,NA,NA,NA,NA,NA
434,"LBY","Libya",62.5051766406398,56.9720593059631,56.4499040504653,57.6818567520402,60.0190730053471,58.8241284894806,67.7733157574699,47.2236847021972,47.177807077564,46.6114617644038,46.2097391024392,43.1016916819684,53.5149141765238,56.1383702429269,54.9921612037638,55.1789277964459,57.6180218340372,66.1719070051536,57.1730791211615,53.6442895809883,59.3129314775236,62.8248043970272,42.2725162583319,38.5716341192172,NA,NA,NA,NA,NA,NA
438,"LIE","Liechtenstein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
440,"LTU","Lithuania",71.6632281956257,70.0303920709843,72.8825051269337,76.8535870482215,79.0560810916,82.1063009795089,71.127668162992,74.845139313423,80.0854264758855,86.2908646417214,92.3559685227193,90.8718018825078,96.597860712324,99.8862210744921,92.0190551586595,92.04596898654,89.6970747920225,99.0859561918822,97.3464726241587,98.6715851905288,96.3325632056132,97.5654594003919,92.7647129523472,89.8542635341427,NA,NA,NA,NA,NA,NA
442,"LUX","Luxembourg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
446,"MAC","Macao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
450,"MDG","Madagascar",40.8054480398029,38.0725181647894,36.0126105773998,41.1068350959168,38.5816609168455,40.3088702156909,44.7620898065923,45.5421747391339,48.0626610876444,58.1641264270824,57.5466571950526,60.1409785179634,62.2778400393941,62.6046822728357,63.7478441887794,68.148691315694,58.6660079882103,54.743280084816,60.4838354889919,59.4496973435033,53.1517406333307,46.6936186993204,48.6150946168148,52.6359409505871,NA,NA,NA,NA,NA,NA
454,"MWI","Malawi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
458,"MYS","Malaysia",37.2860433953485,39.0884203342455,36.4490533379105,37.7986913950585,36.9811547983336,37.3042532816598,36.1516953851765,36.6223125861073,37.1224484565118,39.9605999715119,41.1358813465243,41.4505875993842,42.2303573659943,42.1070382314437,42.1644115002393,42.2940297182382,42.4905808480117,42.5524793908396,42.2557538109016,42.3557048179382,42.2585410122391,42.073075682663,42.0986608909689,41.6937444887616,NA,NA,NA,NA,NA,NA
462,"MDV","Maldives",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,NA,NA,NA,NA,NA
466,"MLI","Mali",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470,"MLT","Malta",0.648417512199643,0,0,0,0,0,0,0,0.084614113386948,1.04506597748086,0.970389444591518,0.166745705767738,0.069133178336557,0,0,99.0084583081397,99.0640359728814,79.0425711877816,80.847224021033,80.2611218663895,85.5034427457289,81.8321095984756,74.3448718427892,73.2278154769376,NA,NA,NA,NA,NA,NA
584,"MHL","Marshall Islands",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,NA,NA,NA,NA,NA
478,"MRT","Mauritania",12.36906171497,9.31814581688793,14.6401006436963,16.4103367546241,18.6219170949594,20.5318701993346,22.1367173938686,21.3488950692899,20.9866505443623,22.5876370507458,19.2653407031128,17.0165104359202,19.0633799825659,25.7135616482059,31.5597141723146,96.4761905055768,98.3076506345628,95.1210716209366,94.3195926213054,93.7351238671165,94.0485156777092,96.4235395562902,96.9467786216582,95.9505665032314,NA,NA,NA,NA,NA,NA
480,"MUS","Mauritius",100,100,100,100,98.1555905809338,54.7988226851133,59.0041144609862,65.066998416809,65.6365068189815,52.171077046539,64.7109366307042,77.5586698223373,77.5230062738716,78.3306121244691,82.4223658428462,86.513894031319,83.8140025784011,84.8030364720056,89.3856166198857,91.1376388625883,92.5523562418403,92.1972011178158,94.4760298472496,94.6017094209388,NA,NA,NA,NA,NA,NA
484,"MEX","Mexico",47.5714939158771,47.2575590392594,43.583052397862,43.441150493694,46.8106899540136,50.291182885607,52.2319035127152,43.0081861217561,45.4276030044265,44.9207669128108,45.0777892257787,44.6381365260502,49.2123522244349,50.2785142322071,48.1001723155512,44.5107557897005,50.0481575663688,48.5598609652119,47.4766612964121,40.3135811729272,38.2361120606513,39.6323087852349,42.7672666087498,39.4191871882574,NA,NA,NA,NA,NA,NA
583,"FSM","Micronesia",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,NA,NA,NA,NA,NA
498,"MDA","Moldova",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
492,"MCO","Monaco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
496,"MNG","Mongolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
499,"MNE","Montenegro",36.4442233405745,40.1117577227676,37.9897416789655,37.748189914308,38.7309414738334,38.7398966955239,38.4706166512389,36.0780565455073,40.2339723115532,42.8047768544577,33.8360757405218,36.9291330286288,36.0989817177409,38.8321409609675,37.7394387158423,39.3500028778056,38.1445878991581,41.3603704998657,31.8747236718817,27.3218804602969,28.231429257709,53.7606251942054,51.6114573566096,50.0614190810453,NA,NA,NA,NA,NA,NA
504,"MAR","Morocco",48.1417143228136,55.8470148775493,53.5537533155534,49.0485762287378,47.851947047147,57.1930671564642,58.5239518275383,63.190342066547,67.7126689039239,63.0258013462385,59.3751667493506,62.1836794034493,61.612188609441,60.4618323902481,59.7539688561269,61.7549244814847,64.4548552346177,61.1500900664083,63.4061345765939,61.1324848142027,62.4343314715375,63.2197034762827,66.0319183953442,63.8625476401041,NA,NA,NA,NA,NA,NA
508,"MOZ","Mozambique",39.8754252895918,37.2977099081479,40.8095156617354,42.6643535698528,43.9177299464753,43.4786641604267,43.6794129789941,41.1246815617834,39.8368748097105,35.8844667598328,39.7764953074067,43.9185346847412,49.4865513356133,51.6613327449601,47.4471929494236,51.4864506416606,59.7969818242547,58.2269280603336,55.3691222435049,60.6264670870975,61.8398233212556,60.520813258719,65.1778306832886,70.0437571683404,NA,NA,NA,NA,NA,NA
104,"MMR","Myanmar",40.1396482541505,38.9045107894744,36.5730691379067,35.2801797125305,33.1115309565851,31.8678462381485,30.4786847387437,29.4912447888012,27.9663619835193,28.3227813159377,26.6342759081264,26.8436674459912,25.2163098010348,25.3314871396998,25.0378576430704,25.7411622546684,25.854191781257,26.1041575237855,26.0672127846654,26.1487570174441,25.9240816107155,25.7153405887155,25.5690028272713,25.8273394378276,NA,NA,NA,NA,NA,NA
516,"NAM","Namibia",37.6927633745133,39.4188581796024,38.5966653083416,36.3439133597598,36.0275725857696,34.1422462313234,40.6960712475238,36.0644996408955,35.9742919280165,38.9206922501822,40.6314050289742,38.4278692526118,32.9419423637529,33.4196562537295,34.7686800143012,33.0220295960525,37.6097753200802,38.0384501689635,40.8198547019568,40.2143529658027,38.2215119109363,37.4850556304548,36.2473176308246,36.2917382643224,NA,NA,NA,NA,NA,NA
520,"NRU","Nauru",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,NA,NA,NA,NA,NA
524,"NPL","Nepal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
528,"NLD","Netherlands",38.7911846247198,36.952905180273,32.1817750250598,30.8106514487969,36.7761695453677,40.9379337534008,41.4317334976115,42.7076079062436,44.4831337334822,47.1684777585042,41.8694675454907,41.4672569678168,41.3713522584771,34.989734031554,34.4641466076981,35.4353212430516,32.1280846660492,30.5011299465605,33.7523587734432,32.1205544693856,33.5898797283146,34.6977752162123,34.143501537022,32.3737520455348,NA,NA,NA,NA,NA,NA
540,"NCL","New Caledonia",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,NA,NA,NA,NA,NA
554,"NZL","New Zealand",21.2367736006564,20.3209927687066,21.8359494924111,22.5122234194439,22.6419934033461,23.9801760476776,28.0214955989024,28.8569047188166,28.7829924720596,29.5030645869969,30.78131777304,32.1307844261823,33.7333933000374,33.8680009994416,33.269882712045,32.9457140037819,32.7742630444001,32.7677020369148,29.6509489947808,27.2834352994974,26.5890741424095,27.3800458449851,27.7690734870718,27.7322806847432,NA,NA,NA,NA,NA,NA
558,"NIC","Nicaragua",15.0609345168691,16.0221925305664,12.2967181676936,11.6166643899315,16.7481779855236,15.6738318883745,16.7514497577867,18.5676656709515,22.2935471392552,28.0591362730833,44.4124427429675,37.5738379378365,46.792240712763,43.234458347632,43.4415360303342,38.8711709044137,60.9123526024765,56.0021741563878,54.3829797399681,47.2790734008246,37.4617478917382,48.1844899318856,51.3342125330382,50.4129131720502,NA,NA,NA,NA,NA,NA
562,"NER","Niger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
566,"NGA","Nigeria",30.8194113876153,31.6643717183634,32.2055904039452,32.199467869395,32.2012177632851,32.7638360614185,32.6536324071524,30.4059522621246,34.1455018923607,35.5486150079935,36.3442726863195,36.9932636246927,38.2909953575233,39.554081235304,41.2553043303502,43.2195047013046,44.5581205674823,46.3112200434431,50.0574470826979,51.2598298981393,51.2320454323916,56.6922023662924,57.7972185501406,58.2139700776957,NA,NA,NA,NA,NA,NA
570,"NIU","Niue",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,NA,NA,NA,NA,NA
408,"PRK","North Korea",51.2972725961705,50.616536885284,43.5429759570697,49.9777943051757,49.5569896710908,49.8974194147701,50.0809693873157,50.0606530867256,50.7816709336491,50.2260484632176,50.2929420061023,50.0560433013628,49.9579621919425,49.5064204125956,49.5114610448957,40.6051991494993,40.8316827652363,40.9656786634726,41.4315802673992,41.1852373591349,40.7013339640489,40.6874528679073,40.6874528679073,40.6874528679073,NA,NA,NA,NA,NA,NA
807,"MKD","North Macedonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
578,"NOR","Norway",57.4380977975455,61.6360317557734,61.5820987381168,69.2297121873553,74.7036229539908,74.7806176277404,69.6947239941206,74.3467325859306,71.8777029786271,71.1981357167947,69.6439492795927,70.6388639488494,69.5384727033348,66.1485132989542,64.6273455169787,52.1077213642269,51.0563015052326,43.6256507874677,39.6890806194722,34.5283189891808,38.5669146285347,37.8219484266296,37.5380140763192,40.0472646081169,NA,NA,NA,NA,NA,NA
512,"OMN","Oman",53.0589943986774,49.003033928211,65.9861653377281,68.4298221184844,73.4049746511519,91.9423739901803,56.6822554868502,64.8879191578647,63.6502440565713,68.0273457372757,73.424736367005,74.2008234124735,70.8564280381756,60.6469956771471,70.6250766026362,88.3496115419083,100,100,100,100,100,100,100,100,NA,NA,NA,NA,NA,NA
586,"PAK","Pakistan",42.2520322643719,40.6599660981694,40.4247153890242,40.2632908610581,39.5643735313676,40.1726952431872,41.571396378337,40.9219005462698,44.3611111505109,46.9078505744793,47.9932425767522,48.049243216412,47.6818817724544,46.0668093958564,45.1058896604667,45.5560812449056,45.6649479354178,46.2945073419121,48.0196284670308,47.2509610703574,49.1555789506935,48.492747407889,48.5372167514918,53.7456338164354,NA,NA,NA,NA,NA,NA
585,"PLW","Palau",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,NA,NA,NA,NA,NA
591,"PAN","Panama",51.696991095557,55.5135452796197,57.8072145269117,51.9556553992352,63.6733963146625,68.6197788710375,72.9081339228776,69.0838132865715,71.2431042067764,77.7788288052788,71.5428013745748,63.3157169882108,64.5562631327848,67.3148840246972,67.2126004303228,79.8552360092191,87.0251519411337,52.9074763360049,88.702518465581,86.7010946974063,87.2815590653779,80.420469016169,80.6051163922065,82.3330036669388,NA,NA,NA,NA,NA,NA
598,"PNG","Papua New Guinea",89.1286387657956,91.8635509348858,90.9144603271334,89.4983632064896,92.6336152595199,93.6751803466811,96.8203484395826,97.193726745999,97.4446727505078,97.5652143246791,98.4713051047653,98.6537466231179,98.6686263421263,98.767119631787,97.2303184376622,98.1062198463824,98.4631026673758,97.451711587801,97.6005407725305,97.6212164933374,98.0445221418363,98.1343167151025,98.4120146341692,98.1810483270251,NA,NA,NA,NA,NA,NA
600,"PRY","Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
604,"PER","Peru",90.4296967028368,90.5513793863644,78.7845152129944,86.9208978327571,95.2314202937583,92.500197538835,97.3839723225973,98.9807861359276,98.2112549062838,98.3907935756066,97.9849156584542,98.0414625554645,98.0969931860901,97.142664855186,95.2834767425243,97.2887466840971,95.9992449314206,96.0272008308929,90.7832534215363,93.1262577097273,90.9490185466934,91.5084000329056,94.8796837787677,94.8796837787677,NA,NA,NA,NA,NA,NA
608,"PHL","Philippines",68.1310458466617,71.130096727055,70.1498174715907,71.0399953716498,71.8423400184363,73.5890375493343,74.1864413273308,74.8768310991128,75.2243987793893,75.2515954343141,76.6013796854386,76.6834488122183,76.4583190170087,76.0655745266649,76.1946229413268,76.8890788629587,77.1016529124501,77.0328438295172,76.9728138699894,76.6758368887192,76.8948561170912,77.2222087993315,76.6534521315817,77.3528111422239,NA,NA,NA,NA,NA,NA
616,"POL","Poland",59.6264159102188,55.2915337502602,45.8821066657549,44.9643458183338,44.2965407530677,46.267030713647,46.6548397027298,36.2165824531391,37.3018177125968,36.0268511644275,32.458277798105,30.5132955671396,33.3732723129505,40.5348356379797,33.1477477862034,34.5824185680874,40.5444340215154,38.6121705082127,36.3433073618341,36.5673856271256,37.532323397618,43.019112753863,36.4054537727785,34.0566450418962,NA,NA,NA,NA,NA,NA
620,"PRT","Portugal",37.063959280896,32.8827382037041,33.6828443436502,31.838466126848,30.9934309717482,29.7812449546865,29.9174912687125,32.8932190507625,34.3745862733186,37.7033222625247,39.1806163343283,47.6082262498616,50.1616753550781,50.3582194567144,49.466318048172,45.4075561124783,46.6419163814194,43.1054551298996,39.3755230391179,43.4466475566953,39.5915336518415,37.5445964392268,37.8973131246561,37.1516297059502,NA,NA,NA,NA,NA,NA
634,"QAT","Qatar",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,NA,NA,NA,NA,NA
178,"COG","Republic of Congo",58.183677841359,56.78687258239,55.4844032022878,54.2816835485367,39.1409105192673,42.7137799312802,48.5614447945461,46.3486869109745,52.3366785034722,59.7445052816346,67.0589051753389,72.1855096272363,59.8915935216325,69.379308874621,75.3686322763586,74.6641291760628,74.2544885596317,60.8734402218426,58.1278549274849,56.5366319260251,70.2638351841495,71.005705078563,69.7190156837699,63.645218541283,NA,NA,NA,NA,NA,NA
642,"ROU","Romania",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,87.4642539587462,29.8741261832327,17.1659535291927,10.9716672291142,5.26678977519975,2.83948749813764,1.32139296650453,2.67795113410146,2.6214373381341,NA,NA,NA,NA,NA,NA
643,"RUS","Russia",78.0311259600537,88.4931039303566,87.5750820252467,89.2559667466015,88.0307389110883,86.9962273870301,82.9705475667482,84.2038109363908,83.5848825864279,86.1482396547468,86.1117489276478,86.3705546752931,85.788105235063,86.2563186300186,85.8053155907361,84.8845742831496,83.4532927016633,70.7031958239492,74.5029040970003,80.6497058810421,78.5117377499554,83.4762189770503,85.9390175935222,84.6820851940947,NA,NA,NA,NA,NA,NA
646,"RWA","Rwanda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
652,"BLM","Saint Barthelemy",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,NA,NA,NA,NA,NA
659,"KNA","Saint Kitts and Nevis",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,41.5506953832205,34.3238943968465,38.9905267367009,0,0,NA,NA,NA,NA,NA,NA
662,"LCA","Saint Lucia",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,NA,NA,NA,NA,NA
882,"WSM","Samoa",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,NA,NA,NA,NA,NA
674,"SMR","San Marino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
678,"STP","Sao Tome and Principe",25.1564169752777,35.0940854028347,27.3808828069823,27.9675796355106,20.4429199745606,42.5691539760084,36.6085084211374,38.8585686072071,40.5647007602892,89.9956438650059,90.5763476308459,90.0058779298482,90.7495460766691,67.4987188935413,90.7332172953951,89.7101705638501,100,100,100,100,100,100,99.5487424263751,99.5487424263751,NA,NA,NA,NA,NA,NA
682,"SAU","Saudi Arabia",26.6380860385679,26.3472890090013,30.3792084114371,38.1418834231182,41.0886689483185,45.8248295390872,45.4333175298416,46.1313520844718,48.1715745586467,47.8023788116844,50.6651210495495,48.9148917238834,49.6366718941241,50.051974071062,50.2015275420743,50.8977942028689,51.077892911771,52.5228389831865,51.8744594397717,51.7875571710012,51.7982649751994,55.1522743623222,55.410027352892,55.4910809267599,NA,NA,NA,NA,NA,NA
