"code","iso","country","BTZ.ind.1996","BTZ.ind.1997","BTZ.ind.1998","BTZ.ind.1999","BTZ.ind.2000","BTZ.ind.2001","BTZ.ind.2002","BTZ.ind.2003","BTZ.ind.2004","BTZ.ind.2005","BTZ.ind.2006","BTZ.ind.2007","BTZ.ind.2008","BTZ.ind.2009","BTZ.ind.2010","BTZ.ind.2011","BTZ.ind.2012","BTZ.ind.2013","BTZ.ind.2014","BTZ.ind.2015","BTZ.ind.2016","BTZ.ind.2017","BTZ.ind.2018","BTZ.ind.2019","BTZ.ind.2020","BTZ.ind.2021","BTZ.ind.2022","BTZ.ind.2023","BTZ.ind.2024","BTZ.ind.2025"
624,"GNB","Guinea-Bissau",3.95649453251121,4.97122853631892,4.90983689053334,4.74160201717957,3.58330780295009,3.38173902255255,4.53946969424294,5.19383753679779,6.67424188306251,9.1520283632363,12.4858349989772,18.6245566684863,23.1069890902903,23.8163026184778,42.5282662776085,13.6360545464112,45.1307443903331,13.4415524058168,14.7719604813186,14.1968137175544,12.1831103061319,13.90738461321,9.21580764449183,13.1847053175182,NA,NA,NA,NA,NA,NA
328,"GUY","Guyana",37.3946706622701,31.1230085458031,36.2402731333044,38.5543125577616,21.5773630127676,10.4023385122079,17.6550723545333,24.248036720394,27.5261142832589,26.1575839514532,24.8353671459195,20.2935659117004,20.9891238690759,20.1122976234445,18.2270946308511,13.8196555089978,13.9279765565391,12.7805944147687,14.7973935426167,12.3934683854237,12.0591594712207,12.2799772811749,13.3537755992015,21.4692514801289,NA,NA,NA,NA,NA,NA
332,"HTI","Haiti",99.6036445612492,100,100,100,100,100,100,96.2371435958699,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,NA,NA,NA,NA,NA
336,"VAT","Holy See",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,"HND","Honduras",53.9269476388786,46.6580467280641,50.1182252997527,60.3462833014184,42.3811701953936,56.1990396296434,58.3012222588129,92.3581323464098,53.5108205016211,56.0740245048322,74.4603557462911,67.0647329199957,77.9592801691574,52.0801155376774,63.1039843948836,43.2458169341872,43.3545527359069,57.2358985581021,56.6706096382803,57.7163439389871,55.0762707819801,52.5383302926433,51.1636173455423,52.4533406690989,NA,NA,NA,NA,NA,NA
344,"HKG","Hong Kong",28.6934501548689,71.7519096789993,100,100,100,100,100,100,100,100,100,100,100,100,100,100,59.2868583683307,54.1854805875791,43.8372336917781,44.1315154791466,44.7548499057761,44.581599698627,45.0298186359248,45.6116855965292,NA,NA,NA,NA,NA,NA
348,"HUN","Hungary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
352,"ISL","Iceland",59.1280062086687,61.7124739724672,54.3149685040699,55.4099022405863,61.7663012107481,64.0941180690819,61.8952785517354,59.3542703516091,54.826564998711,51.6787006357116,41.5480671485315,47.0838841223463,43.5015317901362,40.4827845846045,41.0625492889991,45.9895054097211,55.6537042038849,49.5055688289527,41.9189508739455,56.5390888421522,47.1025286342704,49.0215175090852,38.0107721719301,29.9797390473661,NA,NA,NA,NA,NA,NA
356,"IND","India",22.1312416246227,23.3781740529125,22.0791611736292,23.4208160569537,26.0104128635881,26.9750071973761,26.3927107897463,29.4179388595468,27.4241770709258,28.9503037359309,27.9981321189667,28.0860109618086,24.4009606412667,21.9480519449083,21.059935500472,19.6414873782316,19.0122214418092,17.8982866456015,20.1858612419547,17.4711535664618,15.0403877196847,15.4842339207805,15.623326379916,15.623326379916,NA,NA,NA,NA,NA,NA
360,"IDN","Indonesia",21.6735466127896,21.7614111245876,22.3765856560943,21.7847580364059,22.4735877191903,22.6861432169031,23.2252170685091,22.7172352366218,23.6281794327913,24.5658144845247,25.6849995563516,25.5616918907315,25.8508197107194,25.8201944684133,26.1546259114201,25.5457675186559,25.6796899621231,26.7022435745332,26.5790455617652,25.4769006541272,25.4528553326918,25.0180963151183,25.2245261476658,25.2245261476658,NA,NA,NA,NA,NA,NA
364,"IRN","Iran",37.2283178887575,44.8908271780807,40.2798349417409,41.3762012726505,39.3640586396722,38.9186477187397,40.7743712138259,40.6829414812015,44.2314298007801,46.4995216381887,48.4019083115575,48.8603373163538,47.798714284748,49.0817185936334,49.5539719264447,50.3050382013513,51.5320553282131,51.7025659812627,52.8187245059804,53.6027074328201,55.2871553045177,57.1390106302571,58.1820614916754,57.8249744580505,NA,NA,NA,NA,NA,NA
368,"IRQ","Iraq",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
372,"IRL","Ireland",59.2518746619428,52.8530423128026,58.7385180272152,55.9091499384164,53.1093173865446,54.1622018985655,50.1636797712742,58.6814978203907,56.3531480058112,66.5545909671697,69.5432196765087,67.5329975470385,68.67067864774,61.2028224636913,58.8872564277484,43.8190493410727,32.5835964621995,27.5996986846302,31.0138106210037,53.5784460027367,36.4380422035502,32.9743008818409,32.9305916963528,27.8949104356045,NA,NA,NA,NA,NA,NA
833,"IMN","Isle of Man",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
376,"ISR","Israel",34.6905674670097,32.7056682351062,32.9772849716406,25.7010638714493,27.7864846927487,18.9833408990584,21.1170012484254,23.9770711554593,32.285540839242,30.7724427922712,26.6304527863763,26.8845781523174,23.0548501195372,21.4622106796814,10.5862744271219,19.1421643146082,19.568023286708,15.9385118966804,15.5695253600866,15.6998172652189,16.2060718962749,20.9344827493704,21.0727916850973,21.0425721476801,NA,NA,NA,NA,NA,NA
380,"ITA","Italy",28.8919164074897,30.4595936932745,24.5476796109195,25.3872678479926,23.1647622962177,21.9941600288648,25.8709989917722,23.692139794588,24.5559423269695,24.4045460755729,25.2921267404343,23.0275134000729,23.5998401177852,27.8294059870368,27.1847755086828,32.4856620058785,34.1164521458,31.4223194492899,35.6070515380227,35.0997477601422,33.4985236286503,34.1464920886103,32.9795253347356,34.5685315962238,NA,NA,NA,NA,NA,NA
388,"JAM","Jamaica",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,NA,NA,NA,NA,NA
392,"JPN","Japan",44.6736242092607,45.0130223232263,42.6556638054304,39.2539931545492,38.8721714142313,40.6787894488733,39.8577186178136,42.9349708882776,41.1532216657232,42.1187427967306,41.415753144957,40.5238320383383,39.8938389186455,40.7688654339701,38.9556284571719,37.7515431980343,38.2406533613811,39.9337590249913,33.1685648744633,36.1548748290949,35.8423910347677,34.903909655447,34.6974791239425,39.8363694995016,NA,NA,NA,NA,NA,NA
832,"JEY","Jersey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
400,"JOR","Jordan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
398,"KAZ","Kazakhstan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
404,"KEN","Kenya",69.2515058363586,60.8725714057826,44.4801719220688,56.5279655644651,59.5444020213129,60.129415799977,64.8890477232205,74.9826909651578,73.9872350416241,74.1052938973957,78.1010279723544,100,100,100,100,99.1491847923463,98.7306171311934,98.680046113343,98.2135220153282,93.2601935703898,92.3442932979579,89.820015219798,90.860352802251,90.4512371921477,NA,NA,NA,NA,NA,NA
296,"KIR","Kiribati",100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.9993563174355,100,100,100,99.9999855843889,99.9999825472339,100,100,100,100,NA,NA,NA,NA,NA,NA
689,"XKX","Kosovo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
414,"KWT","Kuwait",20.6012414608806,20.650322905297,22.5130003090898,23.0911345507386,21.2282602783567,19.2702502158959,19.4312951779085,18.5410379103089,19.2270915103689,18.1895781953234,18.6338088431424,18.1900485723256,17.7026204876556,18.3004707940802,19.954964292164,18.4039902199877,18.8340367690134,19.7958061137903,19.2030817419119,19.8217860309835,32.0577364935297,27.8205599070845,22.3785433383819,24.7615132778074,NA,NA,NA,NA,NA,NA
417,"KGZ","Kyrgyzstan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
418,"LAO","Laos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
428,"LVA","Latvia",86.2652933037003,88.0196312024592,88.8393811229645,87.2941337587583,86.6852930695162,84.4645106520702,87.9369983554681,88.5806113887861,89.6753245294642,90.2692017920604,87.4382514162587,88.5578383421878,88.8486071593377,88.639251627466,88.1946471606506,88.8152845473005,89.4605439737979,90.9139016528155,89.6602199495491,87.3261578290353,84.1489939447793,85.3240059215799,85.8521225099839,87.2577924232418,NA,NA,NA,NA,NA,NA
422,"LBN","Lebanon",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,NA,NA,NA,NA,NA
426,"LSO","Lesotho",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
430,"LBR","Liberia",12.2053741325135,11.5287930168993,13.6619817229882,15.6236953224523,13.6666642527925,11.8777102487854,11.2221595435661,13.3868874878726,11.965342263231,14.7127470815487,14.0732290692721,15.0893343032863,16.3862057511684,44.7455642746388,12.5818229462081,11.5187038320858,12.4601889164351,13.2836999210539,12.2409097214522,11.7687587916379,15.4411112419519,15.8356776693181,18.6567163092442,19.9493179272908,NA,NA,NA,NA,NA,NA
434,"LBY","Libya",49.8485291416042,44.8025538677793,44.4748859753401,47.0751723957938,49.9509186215226,51.1978518202016,60.6683445198717,42.8204474068286,43.3862112704831,43.1105299733408,42.3447309857174,39.9548008609204,48.5309829645101,50.5305335381125,48.6164191582555,37.4470332296083,50.0578698085891,59.7621259524472,49.8461789895787,45.4362606650431,51.1482063714657,55.2533442548126,34.9329493449782,31.8551729394847,NA,NA,NA,NA,NA,NA
438,"LIE","Liechtenstein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
440,"LTU","Lithuania",83.4001257602112,86.4452442730811,80.9868470211676,80.1123944775103,76.7297820406527,74.9283316656402,78.1987236621,81.8736889060641,79.3470269940552,79.7602383806125,77.6654900017504,78.9447967678507,76.5917706918765,77.2784696215787,76.7275632421525,76.2300984140325,77.3313407990513,79.5247391610426,78.776059904873,73.5137276542221,74.1551402951246,78.7521207584178,80.3666873329143,80.9311412705351,NA,NA,NA,NA,NA,NA
442,"LUX","Luxembourg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
446,"MAC","Macao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
450,"MDG","Madagascar",37.2309717212184,34.5102055087723,33.2929339856709,37.9696300868874,36.2316193113165,37.7371758332334,42.2007493445018,42.7801734572717,45.4911043964153,56.7480855267238,55.8572248576725,58.6819454672894,63.6771941378438,62.8732556942084,64.8854602071964,70.1759474026128,60.3590992368046,63.6905485315705,60.2860705891058,58.7536138498817,51.9671948245704,44.7922923061914,47.8233958520911,50.3972022533848,NA,NA,NA,NA,NA,NA
454,"MWI","Malawi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
458,"MYS","Malaysia",32.5990180184178,34.3839998306795,31.8165418619358,33.2667026156482,32.72855812802,32.5601727822833,31.2192741184068,31.5281026715064,31.7196784679306,34.3013440966707,35.7938427324888,36.0411589076737,37.5234172090967,37.5266122322057,38.6805407489437,38.7898642347281,38.9252619409779,39.022937371884,38.8302698659414,39.034291691875,38.8696560351373,38.7229142348552,38.7612252338014,38.5603052843931,NA,NA,NA,NA,NA,NA
462,"MDV","Maldives",100,100,100,100,100,100,100,100,100,99.9909250206323,100,100,100,100,100,100,100,100,100,100,100,100,99.9344421585322,99.9344421585322,NA,NA,NA,NA,NA,NA
466,"MLI","Mali",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470,"MLT","Malta",23.3439539733894,22.1749793470707,23.3110872512019,26.5681610554831,24.3008847822465,27.589439812895,29.3765796262115,26.1662525758653,32.6207628017988,38.7353060352594,37.3351742993093,38.1653570163993,37.6135007587351,49.6351054030872,41.4136765587267,47.604546212144,52.4214122309944,64.6451989421814,57.8743201151396,65.6759579483071,70.2204111304406,67.5811373076224,83.1128654031443,74.0377487770445,NA,NA,NA,NA,NA,NA
584,"MHL","Marshall Islands",100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.9908057331175,100,100,100,99.999850423269,99.9996745222698,100,100,100,100,NA,NA,NA,NA,NA,NA
478,"MRT","Mauritania",71.8602596886213,63.3930057018329,69.8363884811987,70.7766795569839,73.6963459973641,73.9065171497397,76.6182301726331,69.5618688168273,67.5037389144211,64.1926525636365,66.0696150200547,64.6726378647525,70.0991775760709,72.1073796786182,74.5553549677189,94.7278217841318,94.9968670398199,97.9089591188092,94.7686854268155,98.1140133259677,93.9857792104852,89.4842476402971,84.1739180850042,81.4171099294231,NA,NA,NA,NA,NA,NA
480,"MUS","Mauritius",100,100,100,100,98.7657054985505,64.9114488009946,72.3242158974432,74.4302184819346,74.5605137503552,68.6348402888062,79.7050359732758,87.0321204626538,88.3598972308392,88.1867666637662,91.7274129606953,93.2610018801298,89.0807532621084,87.5748271766683,89.0983924535098,88.6602914332707,90.5730939126033,84.8818243920182,88.6718399555625,87.0715439307635,NA,NA,NA,NA,NA,NA
484,"MEX","Mexico",42.8593859212777,41.8855469552343,38.760993669979,38.4556482435576,41.5338249537325,45.0562704657518,47.3810692590888,36.973171502049,40.201688491954,39.8079206176333,40.3098168771354,39.4515705616828,43.8213824720306,44.4375918267583,43.2572637189802,39.3817941171117,46.0572539679215,44.0976243139982,42.2480821170167,34.1454406811933,32.7789123672582,34.234520922366,37.5390507378001,33.9509824508761,NA,NA,NA,NA,NA,NA
583,"FSM","Micronesia",100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.9982666669226,100,100,100,99.9998635526358,99.9998673241164,99.9999595256082,100,100,100,NA,NA,NA,NA,NA,NA
498,"MDA","Moldova",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
492,"MCO","Monaco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
496,"MNG","Mongolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
499,"MNE","Montenegro",31.2176068010163,35.2668966337117,32.9077044148396,32.5246705603155,33.5317059610607,33.6451977239138,34.2709517197537,31.7149385197062,36.1545244937202,38.9008043591765,29.3199269035213,32.6241448371441,31.7382488249482,34.6574073308777,33.4900210284832,35.2111256063036,33.9229930253645,37.3599253425803,27.2280807626505,22.4440607515512,23.3730240076916,50.6119022354715,48.3110789826335,46.6584721526282,NA,NA,NA,NA,NA,NA
504,"MAR","Morocco",26.9073802316014,29.8621619845961,28.0657548069766,26.583094307742,28.1546002210262,33.3035975095678,32.4396135899582,32.2908841091281,34.7317362774762,38.0211813967639,32.681156478049,33.0363950168684,36.9359832835704,37.5069075235066,35.5371059225786,32.0581806504051,37.6158020854337,34.8251602745131,37.7178749202172,36.4753146178746,35.5697080364712,36.8112632579385,37.625910131291,38.4699613999995,NA,NA,NA,NA,NA,NA
508,"MOZ","Mozambique",35.8887280727921,33.1511434009782,37.3579765443389,38.9212533093095,40.2404012098381,39.7791120386693,39.9972402952275,37.3369447278809,36.1174433813551,32.3930345209551,37.1496549860822,40.6766955100991,46.3183530770097,48.7990302805756,44.2284435395188,48.2001374920507,57.1754860642184,55.9274435530598,52.8167880074147,58.3287185801565,59.226943003405,57.7997153536852,62.7459662232849,67.8265189120287,NA,NA,NA,NA,NA,NA
104,"MMR","Myanmar",33.2245523336849,32.822907029066,31.0348284119543,29.9987040652843,27.9565765001587,26.4890060088637,25.3547661064891,24.6103007641409,23.5300509121889,24.6757740039072,23.8025033164562,22.8575510103754,21.6534423039411,21.7037586879833,21.0095883011223,22.044358387313,21.4153792693735,22.2224559811785,21.4540803836274,21.8164709432039,21.7520077909915,21.4620181448972,21.2433733085929,21.6980440176439,NA,NA,NA,NA,NA,NA
516,"NAM","Namibia",31.8779456961057,32.3865405208581,32.57901006548,30.4646827176564,30.4301989541608,28.6111777857457,35.245092087323,30.4893598393398,30.8230268611021,32.6300989474041,34.3254083802225,30.5471484234791,26.6621566881312,26.5528291172239,27.1688117872289,18.7726934602764,29.2850426125226,15.2221733469614,21.5863697722783,23.1649256122518,21.8547535237019,22.2577859722009,21.0597506506739,19.4384252108424,NA,NA,NA,NA,NA,NA
520,"NRU","Nauru",100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.9995160466217,100,100,100,99.9999874990665,99.9999735390562,100,100,100,100,NA,NA,NA,NA,NA,NA
524,"NPL","Nepal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
528,"NLD","Netherlands",0,1.6457031463582,1.85841986305299,0.628709380844043,3.85677253469309,1.8757925721457,0.9125015760998,6.51152138655418,7.32131819324653,9.2576353645846,8.79031978858113,9.13138197344929,3.22060297647485,3.31949338931744,5.14164224428438,4.64670767996063,4.62692537305276,4.56357152859493,5.1509009875161,14.134122019037,14.203818607678,6.12776777987774,6.19645459849775,7.84890456833973,NA,NA,NA,NA,NA,NA
540,"NCL","New Caledonia",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,NA,NA,NA,NA,NA
554,"NZL","New Zealand",4.19295987327136,4.25379197473441,5.20347765451562,5.82669548042757,6.1955611456809,6.7755958104336,8.80311042205807,9.64184105125793,10.7281130974766,11.9943857467902,10.8541151398586,13.0058454054488,14.4630630638145,17.0997748018686,18.171194363423,18.80128522248,20.9463402910867,18.3292018535656,20.8329951413699,24.4587113749501,22.6254969527577,24.8381501413772,26.7328564672238,24.5463262823945,NA,NA,NA,NA,NA,NA
558,"NIC","Nicaragua",10.5014959874766,13.2147494113978,7.56519596405219,7.48969345324628,11.6554962147563,10.2914660313933,11.1128380891861,13.1683148918521,17.3466750263959,13.3923435751867,24.8428002554567,22.393116400891,35.3162824844004,29.2228734534319,27.3187061082897,25.2103459890997,46.2019553250256,44.0305093432891,41.0812104231843,37.0897274531722,25.8275989411852,36.9737167083224,38.4214841415778,40.3421604446057,NA,NA,NA,NA,NA,NA
562,"NER","Niger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
566,"NGA","Nigeria",27.3692594007561,27.4658213292677,27.7973449770926,27.8039851311018,27.8914948442078,28.2590286763774,28.2143388470694,25.7040590290555,29.8066113595901,30.9343309591381,31.6457208745879,32.5966647767305,33.6208532392416,35.4287377869383,37.2684227046145,39.3473192669668,40.9360038285559,42.6339892661218,47.7962920098166,48.621907020607,48.6880394903028,54.3559482907785,55.1151922116031,56.3061539341337,NA,NA,NA,NA,NA,NA
570,"NIU","Niue",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,NA,NA,NA,NA,NA
408,"PRK","North Korea",51.5648977388853,49.9902293383637,50.1666064121182,49.788054441364,49.6143735582554,49.7619083797964,49.7117212597946,49.4700127967669,41.9484661765092,40.2693537524046,39.9027566161924,40.0015153518386,39.1782241526916,40.4337656853221,40.3009081908106,37.5033849567609,40.2016649603809,41.3115902450281,33.2739877566366,35.9242618658811,35.1305501186198,35.4268786872137,35.8635501326661,36.3829012480551,NA,NA,NA,NA,NA,NA
807,"MKD","North Macedonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
578,"NOR","Norway",51.2619073649358,56.9961252434642,56.4551542508653,67.493369286966,70.6106361630159,72.7885926889868,70.727984887863,74.6458425454144,72.6325329246173,70.915005674061,66.2509851383353,69.1293093451722,68.9626368346214,68.1343815504208,65.4593003938891,56.0779918395935,57.4171309965876,51.843935685859,55.7162740370234,53.4693892257037,51.3811471144617,52.3892390296121,51.8327091634909,49.8559214070911,NA,NA,NA,NA,NA,NA
512,"OMN","Oman",51.267097969144,45.8268046995768,63.9737027191357,66.3137503311184,71.7414611223661,91.3666411603896,53.7494542631338,62.4171424903795,61.1146586146936,65.7780195789851,71.8406606294136,72.361457004009,68.820967253106,57.989845485379,68.6200334069305,87.5544507972359,100,100,100,99.8623445718895,100,100,99.991917893607,99.9899712022996,NA,NA,NA,NA,NA,NA
586,"PAK","Pakistan",39.2327919041675,37.0178273933073,36.6169897623834,35.2566353109352,34.8395120186854,35.8068242288775,38.2829237380333,37.4373187848353,41.2614329080075,44.2029042334292,45.4851498438865,45.4479963391084,44.9667125124817,43.1375609829357,42.0997635187016,42.5600119622071,42.5763410695013,43.3369614577466,45.2420902500057,44.398015919358,46.4600277642618,45.7324278282344,45.7863155042543,51.4015852875753,NA,NA,NA,NA,NA,NA
585,"PLW","Palau",100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.9802399336462,100,100,100,99.9990812670138,99.9981758674896,100,100,100,100,NA,NA,NA,NA,NA,NA
591,"PAN","Panama",45.620862829526,50.0573430924229,55.7642546421203,49.2412511030246,59.5298601301987,65.1509292467705,68.5523024077044,62.8857484986634,62.5207769014564,68.7199523133812,61.3495075272482,47.2768736096935,51.4154643498745,55.5943067711258,52.0231993353154,68.0287213896987,81.9849657054795,32.3243539751316,83.3786897765038,74.6830309831857,75.3665797816882,64.0710479216737,65.2065761451852,76.8049061807342,NA,NA,NA,NA,NA,NA
598,"PNG","Papua New Guinea",97.974482980519,98.1107363899004,96.9880531323595,96.7877370665971,97.5719690679865,97.0284551489524,98.3125902518614,99.0101312749196,98.6687309473219,98.5013533422667,99.3223892066407,99.4096318752286,99.5226782179365,99.4759875897389,99.0926980749574,99.4513617643835,99.3232688871668,99.0979582609767,98.5508812592749,97.7464615032126,98.5515977978436,98.7714498810384,98.7771809880825,98.8488367739013,NA,NA,NA,NA,NA,NA
600,"PRY","Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
604,"PER","Peru",90.2274379130019,90.3367830979513,78.7516385769106,86.8755943449739,94.9108646206952,92.3805122395593,97.1573248541189,98.5940196987397,98.0028005926761,98.1340195254112,97.6775922044509,97.7438623484105,97.8235784124192,96.9092767678191,95.1556019921756,96.9871128017067,95.5946229071035,95.4708513172987,90.9640543424775,92.8528491003374,90.6404919104265,91.6437076994561,94.8101247033199,94.8101247033199,NA,NA,NA,NA,NA,NA
608,"PHL","Philippines",58.913020656085,67.6263199154643,64.4223917338805,67.687281358286,68.4400724112297,72.6852546591065,72.1857076013428,70.3368135217534,72.4386919883613,72.941819377675,74.0429967303971,73.9922422935803,73.6743843016486,73.5769493888266,74.2128304106698,75.8493512691797,75.2784552736856,75.1224896101746,74.7034084546624,74.9143192342823,75.2740442436163,75.6532256248118,75.6683583931241,76.3567634011904,NA,NA,NA,NA,NA,NA
616,"POL","Poland",76.2543917723737,79.008881484307,80.0733977654738,80.1150022182218,76.7524505688986,76.7331481127856,78.7907429638721,77.3146872236612,77.2813576065106,76.8760577631736,73.610240542305,75.2747846839722,73.9803744998788,74.3100471571291,73.3958361748202,71.8548578633471,73.4369118605079,76.8367780465699,77.8648380448284,76.1523722347293,78.7581507376058,77.0719637045417,82.9126363583234,84.0232898657854,NA,NA,NA,NA,NA,NA
620,"PRT","Portugal",54.4174292174483,49.4926339087303,50.731581885054,55.8863798180039,50.5435919950565,50.1261003428295,49.8884379598998,51.1502479216983,49.1511630136673,46.9944513880429,51.004166485283,58.4079514506477,55.195532725483,55.4710775081771,62.2359636619858,61.5932196613448,57.5806955861019,52.9988277370097,50.0474591514539,51.6946527195371,44.5737775802139,42.8786732515313,41.0425692673298,41.7065539293714,NA,NA,NA,NA,NA,NA
634,"QAT","Qatar",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,NA,NA,NA,NA,NA
178,"COG","Republic of Congo",55.8726900586445,54.0578948084511,52.9452686529478,51.4384782727187,50.41078508996,38.2048496550131,41.0245839429312,31.194718881238,31.4934957975623,30.8936507754241,28.606890195303,11.2856269936832,16.2400470163206,12.0419445781482,14.3076833400703,16.6054524759254,77.2398276268225,62.0818455702168,58.4149571954343,56.7775193569567,71.9483413714012,72.1546979331084,70.5958900886186,65.1795486508371,NA,NA,NA,NA,NA,NA
642,"ROU","Romania",85.9201179654376,84.6596931523069,81.8167696954311,73.9998018660827,73.5362500102226,73.4289799595269,100,100,100,100,100,100,100,42.3148213695232,39.1964140994187,29.2929669471209,16.1603312068218,8.15101970907202,3.12107795708523,0,0,0,0,0,NA,NA,NA,NA,NA,NA
643,"RUS","Russia",68.4705537595185,76.5472711852508,77.1671024565765,77.808212624677,76.1938558156622,79.7511355006035,75.2299205815496,76.6234808265711,71.1194834935238,74.1367355287796,74.6460719084809,76.8000839108721,75.0560897519648,76.9465281532072,76.6663987076032,75.7440692078489,75.7568501301956,74.5488406792333,65.9137212787283,71.7471716982784,69.7431439305667,71.6894692126427,74.3692083430284,74.0252408348084,NA,NA,NA,NA,NA,NA
646,"RWA","Rwanda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
652,"BLM","Saint Barthelemy",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,NA,NA,NA,NA,NA
659,"KNA","Saint Kitts and Nevis",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,NA,NA,NA,NA,NA
