"code","iso","country","OZD.ind.1996","OZD.ind.1997","OZD.ind.1998","OZD.ind.1999","OZD.ind.2000","OZD.ind.2001","OZD.ind.2002","OZD.ind.2003","OZD.ind.2004","OZD.ind.2005","OZD.ind.2006","OZD.ind.2007","OZD.ind.2008","OZD.ind.2009","OZD.ind.2010","OZD.ind.2011","OZD.ind.2012","OZD.ind.2013","OZD.ind.2014","OZD.ind.2015","OZD.ind.2016","OZD.ind.2017","OZD.ind.2018","OZD.ind.2019","OZD.ind.2020","OZD.ind.2021","OZD.ind.2022","OZD.ind.2023","OZD.ind.2024","OZD.ind.2025"
233,"EST","Estonia",62.617726789343,64.2175363901529,65.4011272497549,67.7255748991873,64.2120597883888,62.6398064675641,60.1924868423789,61.2489630779346,62.8175819391868,62.3546215452764,62.948493834746,64.253565715635,69.5288211104878,67.9533915100331,66.8034118372232,65.3538700480812,66.8096383785639,68.0906389778021,68.8385212287624,70.3489802837029,73.6413930146991,77.9736493579135,73.953824645551,75.8601309967523,76.8543164553645,76.8057169529617,75.6389590773322,75.2296796372569,NA,NA
748,"SWZ","Eswatini",46.1985300128107,46.11438186276,45.2914674727383,43.7886599452281,48.9397814915525,49.9309564686513,53.9315502132988,49.9354837613259,38.3240397042857,31.1710888353066,24.8380109954734,29.4945025213317,33.825466567618,40.8781895766754,46.3690318232092,36.413657653257,30.3249622693944,23.3605988123523,33.1005428249314,39.6822743610219,43.4173043623197,38.8396528757912,34.7046057696722,34.0745190596879,36.8510161377526,36.5470645470899,34.3835847457264,32.841541372402,NA,NA
231,"ETH","Ethiopia",62.2314817678408,61.900137645726,62.0082994927468,60.5358151521998,65.7337664032829,68.5662481325792,71.5695820863308,69.7315820623431,67.2559765936407,61.9953085091751,55.7282318275973,54.288141965473,57.759719899572,63.7885025765765,63.141508580096,59.6642615946462,57.6449982883709,56.1673218111118,55.8451681113937,53.7081870924074,53.6669933119625,53.4084826443882,50.7296491373325,49.43514852772,51.162907449562,51.5245719136806,48.4604996922953,47.5527056571092,NA,NA
234,"FRO","Faeroe Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,"FLK","Falkland Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,"FJI","Fiji",73.1846919195351,72.4869053060717,73.7031603314936,78.2079819943805,87.5384763589052,91.8306712659827,88.1834120114006,83.6668298416069,78.5254826561532,78.6504363491987,73.4689138129319,73.4823475214161,73.519710608762,74.5638473785746,78.7590953588549,79.5393508574837,76.9281711320893,73.0562948642098,71.1640466368941,72.8256158221434,71.4867476162484,90.3208538641842,70.7433739854387,69.3052703872801,69.8741252034483,68.9233048101656,67.1692826836946,66.8923459466263,NA,NA
246,"FIN","Finland",56.822340410056,54.962335331397,54.4428150716777,55.1466551314497,55.9186932201272,56.1857314422789,55.5472714397762,55.5348816162925,57.8701074315627,56.2985254100452,58.4644157441806,59.9305798213585,63.7799524150613,62.6383288305084,62.5654342048657,62.6852701319222,61.4729766414113,62.4043427812399,64.249482518822,67.8428402245454,73.7326236595599,80.042057376656,74.2435260973705,76.1210268576033,78.3164827320014,80.2624494273727,81.4176256427749,80.1319761994168,NA,NA
250,"FRA","France",43.8745567125578,44.5296531593347,44.499934174239,47.8829153959806,52.4154881298092,55.0703252709149,50.1121193180572,49.8109554102211,50.7588743539492,52.8463963624699,54.5847985718023,55.61522249037,57.0162831643802,56.3347857252714,55.7091991435248,56.4589485336681,56.2178121980899,55.5501173578194,54.96005061206,54.9888524741266,56.3850729796838,58.2019575142492,55.4359088484854,55.8500894220964,57.8738332012277,58.5234318062317,56.7787810394592,56.4752882911623,NA,NA
258,"PYF","French Polynesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,"GAB","Gabon",75.412867367945,76.0350705668321,76.1146670085523,73.517782211236,86.6759329667128,92.660870020922,100,89.126594309732,75.5948800693994,63.573918707817,53.6024050490731,54.0840840504133,62.8208091601794,66.5456539117589,65.0938185348059,58.9257513496388,56.563763614505,51.1476918497829,47.8185553383242,46.6961512516396,51.1323611263162,57.719362006963,43.8125986244905,41.593358107825,41.2206277951622,39.957732610907,37.341824778773,37.3554227785886,NA,NA
270,"GMB","Gambia",51.7025721608934,48.9397462804555,46.4045446439395,44.8048948893647,50.4600233510127,54.6383968435511,57.8681617893478,55.285207003924,51.9355580419623,47.693742033766,43.651842206909,43.7253799372831,48.6452827732291,49.1590123350516,46.4866282424403,44.8120487439154,45.0235017636369,41.2511921308408,39.0130433116888,38.71021324137,41.7313252447735,42.5953720991145,36.9026448205403,35.3289910949039,37.72004221178,38.0963626346197,35.969347412165,35.1774242338357,NA,NA
268,"GEO","Georgia",58.9678585517698,59.6096758077065,59.5213824055277,59.1949722117402,56.5484044132568,58.2405463602305,54.9114897290288,47.8701059482099,45.975932351552,51.6577910857187,50.9469645881487,47.9593205072045,46.0946055924827,47.0877208087111,47.7104655460525,44.6365026463774,43.244642406131,41.480490416194,42.4149983663795,42.4526441997696,41.1793872317117,40.8786662680012,40.962408033554,39.8117856265939,40.3722042478741,41.1539835340589,39.5961987113681,39.6217070829407,NA,NA
276,"DEU","Germany",44.2339710943811,46.1258962261724,45.2517956062432,46.3126163646089,46.3205672829932,47.7094178020531,42.1425836936397,41.517953962497,42.444876922209,45.092210025149,45.5255516210629,44.8044701495705,46.455712116107,45.3455294884519,45.7385007708498,45.904694677703,45.8685255298113,45.0325535242346,43.5910120056576,42.0926949132516,42.3524135787593,43.7413765209639,42.2916846891727,42.6728660762186,43.6470137220487,43.9711849192088,42.4005300807628,42.1804126999536,NA,NA
288,"GHA","Ghana",59.6168456424919,58.3426294086741,57.6428300093646,59.2101871584766,65.4584284705754,65.9688023336891,71.1888578704696,70.7811612424791,66.3139592647776,56.8834526349864,47.5456424018391,47.663810588125,52.4441441400691,58.1611850091065,54.0367792304406,49.4986315293257,46.0947760796442,43.6311612890848,42.461713814714,41.5098915311942,44.4020221526255,45.2217761324554,39.2335913806697,37.7707898178226,37.1852894979588,36.4652211863208,35.024154654194,33.6484607802944,NA,NA
300,"GRC","Greece",41.1488476138328,38.8539737281671,38.3213134063145,36.6340355214197,36.4900076984848,35.698071419803,33.557145498761,35.7132871857398,37.9452203837835,40.9232275508146,37.0702832354014,31.6931855934291,33.2213133970116,30.4420394343105,30.5802897125444,31.2792814920315,32.3601463461463,34.281807305041,39.0816229451864,40.1734828751429,42.4980640156761,43.2130127274566,44.3012133125103,44.867063172665,46.2644265818995,47.1469332830607,47.2315509766477,46.2263359485055,NA,NA
304,"GRL","Greenland",16.7928442957155,16.9485134208419,19.2881493664216,21.8862121408908,23.4481761964969,21.8735137799869,18.2285749497791,16.5533855511452,17.2460444041124,17.7890887602513,20.2306787641297,19.9687660649003,19.899836415445,17.7681588632148,17.5198257846359,18.4174809149568,18.5406544134173,18.6566493725046,19.9931513158151,24.4196639647496,28.0026706030534,32.9184152705015,27.6898751079487,28.8505757226911,30.9707950841199,32.6025309260485,32.8675352531718,32.4422693925701,NA,NA
308,"GRD","Grenada",64.3714649527004,64.4275086869527,64.2413905956105,61.9910066885865,65.8084055743557,60.5770284574992,61.0225361138675,60.1371311824052,70.0831045730385,77.5711857757872,76.8322886205174,76.3609859335549,75.007987657998,79.1561085100358,80.3275809851545,80.2580284614807,79.3053545426902,77.6574751937725,79.1919018409019,81.0553315213574,86.2204505738998,99.6565925953439,83.7837511393715,82.4085622199276,85.3564106856361,86.2067697003276,84.9212817654702,83.7634215917859,NA,NA
320,"GTM","Guatemala",48.643229371652,45.6732026554635,44.4506924997987,39.6091168657626,48.3061877979234,48.6909356094119,53.7273662792039,52.9263140698868,53.7790437308484,57.2090679849877,54.0018834321308,59.4217939324183,60.1077981022844,62.9011752140772,59.5692312917216,58.7787407359326,51.2109315164861,54.0620083486213,56.0352808505559,61.8440138971271,61.0978337647847,64.4592715640177,58.2165451753135,58.3841937837028,60.5799461309603,60.7866458931967,61.1618438097337,60.005825678893,NA,NA
831,"GGY","Guernsey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
324,"GIN","Guinea",46.6202161383013,43.1846521439692,40.0198116935952,41.2393127514935,49.2116650298603,52.354255222878,56.8341705688919,52.5752414771353,49.4661584294546,41.5466848657185,35.7562521789544,35.5374126195299,40.5700915331397,45.2551700148445,42.2036468185792,38.5145715321506,36.311471932625,34.0657290081153,33.4678071227248,33.7506404768504,35.5800917716059,35.9249636850588,31.3606618555366,30.1760998274391,30.0611662137805,29.1927662588499,28.6517837579825,28.2649685961682,NA,NA
624,"GNB","Guinea-Bissau",49.1489950224547,46.4282056712846,44.1435385159962,44.7827139718503,52.2973021231509,56.8219552507426,60.2420795092178,56.1490408513361,50.7175096091802,42.4372185742909,36.7283792653333,36.3191722839804,41.921864861039,45.534014451529,43.2460142169028,40.2104432380986,39.9550008229433,36.5486999800291,34.72675806627,33.7213017290276,36.0519515106588,37.1760717389826,32.2597503235909,30.766858307229,31.6070985508063,31.2361846850766,30.1530788495219,29.2077744065031,NA,NA
328,"GUY","Guyana",100,100,100,99.4926343878144,100,92.9816510599267,91.8169391066615,91.7529039655542,99.4211614608831,100,100,100,100,100,100,97.5456181934008,93.3655084163006,93.1914626547849,94.1464082131397,98.2876724431686,99.449875393203,100,99.0394285444863,100,100,100,100,97.7084183778564,NA,NA
332,"HTI","Haiti",30.9878174838106,31.2483999305604,31.9310562878385,30.2575323351854,31.8622757217156,27.9622279702638,27.3267292996259,25.859888280138,32.053031178553,36.8069280318836,37.0086245713016,36.4707299020701,36.8408465015712,39.8257249596215,38.6761677864293,35.8188256939077,34.0341849120612,34.928653218724,38.2159991791134,40.7842943542347,41.0789989275353,41.9100260007005,39.3803802453287,39.3074387651829,39.1026804950606,39.4541675385758,39.8367653773519,40.1054363647279,NA,NA
336,"VAT","Holy See",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,"HND","Honduras",33.3421312159725,36.2670942070246,35.4875022488001,32.3361839231994,34.0392892725036,31.0160998840886,31.9193979668465,30.1431942594554,35.4851301341024,39.2873866974506,38.519071799076,40.1813419577895,41.8797454027845,45.4285899746418,43.0577879699159,38.9919539317208,31.3372936057349,33.2305877809341,35.5547148564381,41.2593855197838,40.4093414819299,42.5055274603726,36.8719908127167,36.5027231887041,40.661563042222,42.3709879074044,38.3076507238748,37.7389495365511,NA,NA
344,"HKG","Hong Kong",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
348,"HUN","Hungary",25.3678406230029,26.2217004566592,27.0920185840735,26.8337984272519,30.6973188234526,31.8154279115001,29.3458056885995,27.5629012597049,27.9377860530204,28.1560569143653,25.7408744106252,24.9028314251818,24.7744304670564,26.8158033466999,27.4745850601875,27.9087193418834,25.8447430192501,25.7530782025092,26.2586015345909,27.5455173743412,28.7688670027631,29.5490630232364,28.6131513720948,29.4262455515872,32.1420146783609,33.93070112638,34.3653573004731,34.285637188393,NA,NA
352,"ISL","Iceland",61.7936873596279,62.0904203562831,63.2053804212857,60.3448035458549,57.6394129709287,55.7497529572233,53.9188810063418,54.0691956998024,57.0565860232861,58.1372995250153,58.6348280335924,55.3923351787166,54.8996928198776,52.4435177796173,51.7940168088255,52.9855299871674,52.0815837412846,51.9783810900355,52.8963140518229,56.219927792373,57.2708246229009,61.7764817047252,55.4300549774737,57.137784930267,59.0247919529831,58.526615687798,55.8808449678686,56.2348677556965,NA,NA
356,"IND","India",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
360,"IDN","Indonesia",48.753821081105,45.1723854587271,44.1523993992353,51.5470899968758,55.2444105275728,56.5319639800552,59.2372335540325,52.5405733053649,51.0269014715895,40.1185991872137,37.6632461254241,37.0757245139965,39.7520295081922,44.7722679559453,40.9475791194673,36.7099348013687,34.2348661411778,31.704367971425,31.9037586055655,33.1670734391837,38.9058628280495,47.5715834343287,35.2452582072869,34.4663441135992,35.8299584622327,36.5859641872861,33.5688565559428,33.2084203524862,NA,NA
364,"IRN","Iran",29.8368866930151,29.9515287322116,29.8047943268569,28.8124517189332,28.7051073480793,29.6351048264792,30.3512482236435,30.0154076387843,30.593270562873,30.9479645782268,31.0783912219934,29.4069348299936,28.9791087372171,30.6193185917583,32.5698646495159,32.6619245906265,31.3641776556075,30.3181653509687,29.9388477530367,28.9910035800651,27.6810006537997,27.183383962656,27.4755711519775,26.7883523965199,31.8634176448381,30.3951512688104,26.1996329408839,25.901584204453,NA,NA
368,"IRQ","Iraq",25.4377488641348,25.3426504734725,25.1707809915218,24.187574998807,23.8530830767519,24.3392549131348,24.1551235051036,23.3375640269736,23.3678043541355,23.5668389285213,23.3393902570853,21.160138289331,20.1428427319321,20.7841623882666,22.0374166727218,22.1187981233188,21.6997064710645,21.3860212647428,21.8408629014039,21.6600360581483,20.5770019492548,20.0355831592025,21.3508504650852,21.0246130828376,22.9921493697107,22.2807539598286,21.326737630956,21.6794259946922,NA,NA
372,"IRL","Ireland",40.3502115359456,42.9257993984959,40.0697176130064,39.333688834211,40.6153588118702,43.2849816594726,44.2053437572048,45.5172732258736,48.663370120511,50.4614310604602,51.5737243577956,50.3444413882813,53.142509852619,53.4785412019779,57.9033593186931,56.7812466449203,55.7072538604857,56.1639160264163,68.4013173500706,71.5530025622895,73.856447055326,71.0655411351801,74.9146466996041,78.1974916864638,82.856741066639,86.6066985214446,86.8102996246417,86.1683309010702,NA,NA
833,"IMN","Isle of Man",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
376,"ISR","Israel",36.6125231215319,36.5900318273049,36.6393674909179,34.2663490861809,35.1945254473714,34.9391747363027,34.4833510018523,33.4252324224766,34.7594491073429,35.1588873256961,35.4252787958435,34.9884443910128,35.7058437183242,36.1993187906866,36.2969152458281,35.8645775668827,36.3968515243417,37.0309667182427,37.82431179369,38.0579687642847,38.9176887757328,38.6195337696309,39.2168768078419,39.6488169830098,41.3083921800672,42.1378275773012,41.5969370854929,40.7653313015161,NA,NA
380,"ITA","Italy",34.3299650413156,33.1791652587555,33.5515643163784,35.0204131564125,38.812488373551,41.7513926474792,39.3988885190171,38.0273345450237,38.6735377068069,39.1094895540654,39.990650566198,41.5644129164184,43.1963517575614,44.0885086813101,43.5228080503058,43.0299272186557,41.9210343330734,42.0039174587312,41.8617506891131,41.501115233363,41.3587775429814,41.377855084911,39.4973337320895,38.8603878765747,39.3602587604868,40.2000487122451,38.7441068464935,38.5827756142944,NA,NA
388,"JAM","Jamaica",39.0401386403215,37.9222422215577,37.9695740930611,35.6959943311828,38.3354240263764,34.6687790313268,33.8921159101887,32.9588862650345,38.4847038361222,42.276876505738,43.748765784857,44.6453781006823,50.484352641337,49.8340192776932,51.8499008892039,47.2399447036561,46.5551842682168,46.5023911936427,49.1103670936085,50.8381445275468,51.0902372654068,51.1171678983528,49.7198334723662,49.9998321074675,51.8668584687287,53.4405451351335,53.0614076620676,53.2549805088,NA,NA
392,"JPN","Japan",57.7119179520146,58.2361002436869,57.7255239261106,55.9023790330558,55.2278275597887,55.5354558378281,56.1911616379559,55.7610672824852,55.6449212733787,55.6250183317289,56.2850657324893,56.3275741430393,56.0202198877602,57.1915276588664,58.9649066186991,60.7156981314266,61.3383078039238,59.8767710371719,59.7019807031228,60.7956408381583,62.3545894022721,62.330726445253,61.893761482627,62.2556103577817,63.8910679917719,63.7573338943466,62.6194375395414,59.7644917586765,NA,NA
832,"JEY","Jersey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
400,"JOR","Jordan",27.0651830880505,26.9048996898247,27.0607984396923,26.8877610749036,27.7001420897882,26.750114090179,26.3997581664235,25.1245055393014,26.5541765968506,27.6162250141933,28.4469470845416,27.4032081113268,27.3821790662487,28.4931445799456,30.166313936741,30.9911493861643,31.8826489439082,33.1900492482119,34.6652629545677,36.0118608388443,36.4769857771811,36.6496901926979,38.2004337846413,38.489860438965,42.2186020932016,44.3011702401038,42.2552827652475,41.7226286654313,NA,NA
398,"KAZ","Kazakhstan",14.3023049094526,15.8146348367126,18.0837662313338,20.5785190280054,18.3769193762872,19.8450473201321,20.7534871775276,20.4750866312696,22.9136364374164,24.0043518601223,27.0148262797723,25.8540915687897,26.8499509595145,26.0965612136463,26.8592148700433,23.0659477588526,20.9575418398786,21.0795373477791,20.9124799547568,14.8138182079313,10.7333519849451,10.4508965542706,14.0452633648477,14.2920238561879,15.1519989496168,17.2591482936763,18.276025267971,19.3426310737986,NA,NA
404,"KEN","Kenya",90.2051468783163,89.4059309567076,90.1910258277731,87.3393224927833,95.1018661641405,97.2723056869269,100,100,96.6834720659155,86.2488639603556,74.6759051854644,75.5629834183604,81.8153256437912,85.258626621633,81.531151257321,74.4339641686261,72.6990857145646,66.0546061628942,64.7415935618186,62.0947461309966,67.0098507959739,69.5150352930488,59.0415095279549,57.0565389635887,56.4470825350371,54.7784957048668,52.5198387948661,51.9645709071298,NA,NA
296,"KIR","Kiribati",30.9189085354336,29.4460921128554,29.707979475652,31.8180129241927,37.2838665319398,37.7667169871894,41.4769746777654,38.6507696814709,35.6348195920145,27.738572275894,22.7208696967347,23.9569943703721,28.8004513046722,33.15610067997,31.0171893778865,27.2137181273181,25.3924006103293,23.3061380285233,23.2404964430923,23.5598124803773,26.3996384752731,28.8328523876996,22.2700211015738,21.4630853421047,21.3160905109244,21.969397157249,19.9549928938173,19.4767490334406,NA,NA
689,"XKX","Kosovo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
414,"KWT","Kuwait",44.3349549797109,45.4025732700834,40.3181642416332,42.6311677856718,42.857580348051,47.4239645637336,48.1038316395715,48.212329721428,48.6318320538799,47.4371619455357,47.0901348594996,45.5663486455294,45.3737331725211,47.4748003566853,50.5805246398116,51.2450673441624,51.8233136647612,53.7413355148964,54.4283387540839,55.3501777309927,55.4245047442881,54.9330204984907,55.0582044676956,54.7781973827782,57.4330980352622,58.4971247844459,57.0849781621635,57.4892244990808,NA,NA
417,"KGZ","Kyrgyzstan",1.15490452255199,1.75488626861195,2.31178895462608,2.09458006262605,1.36369666003384,3.58269120334414,3.0936181067307,1.79818764882137,2.81599298027938,4.17305039304432,5.6007999124293,3.83371661515615,4.62379240308461,8.21047584399768,12.308163868134,13.9137274297201,13.8643494911746,14.9962789832763,17.2467508180067,16.7280069423726,15.3614024831479,14.5021307797045,18.522455956288,19.1253956231227,23.7979903428318,25.2083755632249,24.7272244295658,24.2376845786349,NA,NA
418,"LAO","Laos",34.5053244813536,30.2348546243782,29.9624815809265,33.8560497373776,42.4820783124507,42.1698641106764,37.0134504898259,28.7920689419128,27.4148202586299,29.1256439597854,32.0514336680981,30.0591209407813,28.7211487680944,29.0049821707166,25.3683954681145,21.893699204748,19.9333475789824,21.0974797961986,23.5565040426239,22.6651356071654,25.6900561426351,26.2349500097671,23.6512716648052,23.4479587192231,23.4941202081803,23.3018823744694,23.1412998818957,23.025876437793,NA,NA
428,"LVA","Latvia",59.1399949262818,62.5832843250536,65.4392999430708,67.478375309558,64.8424054308829,64.7203895479356,64.6704447250553,65.7739861596355,67.9161091803479,68.2922538301089,70.008184576717,68.1644987082124,69.2458135097064,69.7532081310391,69.7940464134379,65.5470431601946,64.2340033008376,63.8459218149533,67.109016333748,67.1774886841348,70.865520710185,74.5478366447985,70.2491898300938,71.9428910804971,73.0808669414321,72.9171341201657,72.0540340148359,72.2042489621489,NA,NA
422,"LBN","Lebanon",25.7258003032355,26.182761893538,27.2729538146703,27.5549692053029,28.2242886183668,27.7697555930247,28.2681112761594,26.7180690712087,27.9365299088274,29.3070258697088,30.984399602999,30.0828806646371,28.0562003208102,28.27089401435,28.9670250201381,29.9932464407172,30.0745783528791,30.0494468837084,30.6700828607375,31.2094788602962,31.9842021950705,32.3808626491825,33.4934061647121,32.5927457659876,33.5196613181765,37.1918500892272,35.4545284356258,34.8423737249785,NA,NA
426,"LSO","Lesotho",35.4004440649517,35.1284147001995,33.3920956474485,31.0958609511002,33.3911505501435,32.7293337899148,34.680706315323,31.6139298922825,24.7778326894562,20.3371159527304,17.7030301649076,20.8716067206553,24.7645767697163,28.3350785997459,31.4288654981802,26.4278240635589,23.5918675739631,19.3251873237423,23.3107794846801,25.4038308706339,24.7765075549853,22.2801124065357,21.5877781432815,20.8687421544286,22.0170661752748,22.8122247776898,20.4448583758604,19.3089230116445,NA,NA
430,"LBR","Liberia",65.9829235260825,63.3921505262431,58.0192739376107,60.0924282264031,71.957659941453,76.265424208764,81.0658625528793,77.7539681248933,76.5583237087643,67.1630133945584,54.197680368637,51.6743769114522,57.6629584828424,65.9455059851734,59.322727737394,48.0485995441205,41.1172314163258,37.5196528544844,37.4751715844434,37.8307085306622,46.4092785543543,54.6019474809201,38.1057741490672,36.1146793405395,37.9051409545989,38.3260306117713,33.3396269445807,32.4660763228448,NA,NA
434,"LBY","Libya",41.6460697055873,40.2105589984575,39.9323207316808,37.1530799144545,37.7405454118564,37.658377103848,38.1298886221261,39.2782866933775,38.9702034053783,40.7485309249906,39.0177676613724,39.3326948891094,39.7495519329298,40.2330644096721,37.7697967841652,35.1044463035595,34.769550977157,33.9795249873337,34.4898103908248,34.8012721343232,37.2062570472692,38.0156657376327,34.6477709895379,34.0433874909375,35.5585572706904,35.9146446397703,34.719844384572,35.2204499198227,NA,NA
438,"LIE","Liechtenstein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
440,"LTU","Lithuania",42.3838871361843,50.1106130755142,52.9533393708895,53.9669291114232,49.7457198598251,47.120047145283,45.7091586679769,46.5144577460292,49.9198032470753,50.0294260474888,52.2979221384858,51.6193503161347,57.2486550672026,57.1030413216172,58.2680479883711,56.8365767422806,57.1464346251299,57.6041367903613,60.8433677928813,61.157902585619,67.4333631908795,73.5488770551325,69.5354752820488,71.736219479777,73.2210783903835,76.3749099269775,76.4292684050628,75.8903882356316,NA,NA
442,"LUX","Luxembourg",42.1978579510576,43.3434291853103,41.5371935507417,44.3521610474356,43.4298077739226,45.4424204773321,37.523905861137,37.9793193607614,38.1558224508673,40.340124415035,43.2224457541455,44.0327527401212,46.7786906358735,44.3015610762668,42.9519073504767,43.1646655426696,44.0109495900831,44.8810317753269,44.0965110039319,44.8828094551248,45.1863944243684,46.4848153726852,43.8390464321858,43.9108508329458,46.3397812216847,46.8789331258192,45.2528025046013,45.0614879932726,NA,NA
446,"MAC","Macao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
450,"MDG","Madagascar",100,100,100,97.3234493049361,100,100,100,100,100,90.2681803485963,73.9483845312552,74.3711322008949,83.5991548195085,93.1711940672441,87.3823537474894,75.7984013356822,68.8586165583183,63.2627582342827,65.4284618908023,66.1597238877238,72.9403810769253,78.2981109392874,61.1519631225877,58.8118784373675,58.3403914219452,57.1422713080496,54.8423114377644,53.8707669499606,NA,NA
454,"MWI","Malawi",75.3264888720833,71.8871751339162,71.6214158633944,69.4552250669512,75.2888452004944,74.9232823392288,80.0308159713346,82.0231008641153,71.3013467456669,59.7421504654943,48.0052140110999,48.2540717137958,52.7567995772779,60.4366187057477,61.3591058555951,57.6430418592292,55.6015352688881,54.0732192512526,57.0883265303911,58.2484122982515,56.9127252750902,54.3611010786931,53.8674797379971,53.2251934451992,54.4268694277532,56.4301257536314,54.1489152913139,53.1235114052287,NA,NA
458,"MYS","Malaysia",43.1995520634143,39.3698042467281,37.2274607676264,44.0491730130856,48.4792088706823,48.6264900273774,49.0300643478196,42.0163084084108,39.81356709135,36.3739039519326,38.8531844906781,42.6583984776507,48.1104677967979,53.3495857214687,49.9855694024522,45.5456105109398,42.2557976559945,40.2573464572972,39.1507641882167,40.4664437103061,46.0967767128348,55.0779883656329,42.1592836437019,41.8540689569562,42.7527633630078,41.4155343052334,37.9547463919503,40.7599121431788,NA,NA
462,"MDV","Maldives",27.506407404049,26.8747533368868,28.930068007723,26.2968273828653,27.8434502918632,25.5167864450012,28.4812425117525,25.720231271412,27.2752304709396,26.5102977162626,26.5732203298731,23.9781292261556,25.4034838852545,29.5746603759003,27.2683680543545,23.1203729952001,19.2983432656541,18.2390518960783,19.475826664191,15.8660356699464,17.1392920048403,15.5437892839611,13.6367949709799,12.3942135247917,11.9564757285671,11.6939495472415,9.7597796709468,9.44053309779841,NA,NA
466,"MLI","Mali",50.3788432392379,48.2794693447496,47.8569345289533,48.1854691581691,54.4090250844609,58.4650575162747,62.4378325770672,58.4952310402573,54.0203446400044,47.1205430109094,42.3266685752735,42.3518492593717,48.1029048993985,52.8186899414655,49.1935205598176,44.7299628801333,42.3568468923011,38.4728639391262,36.3727878810619,35.9206982543758,38.0585043430711,40.250673655454,32.6667861689437,31.2686990841175,32.4401709449599,32.2289198784895,29.923386224298,29.3104727920471,NA,NA
470,"MLT","Malta",30.5680856462414,28.8450799582806,28.8624865269963,27.9346315507685,31.8398994125237,34.9027592110284,33.9600660430997,33.7691409871695,34.8829258722725,38.3767807241313,40.2651163707988,42.4616292682413,44.3799215354873,45.3563455832806,44.0393969191872,44.0129461519033,43.3761882088838,42.0917799724864,42.251199140483,43.0495917025443,44.6991944551241,45.6249137252606,42.4842591801238,42.9489976394007,44.2356425048958,44.0116222860299,42.8138489807194,42.2645879528033,NA,NA
584,"MHL","Marshall Islands",96.3764830515915,100,100,100,100,100,100,100,100,100,98.2905560052057,99.8111329477727,96.0517578533012,97.426253571243,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,NA
478,"MRT","Mauritania",59.943385543924,58.1912325119659,56.7719170725377,56.2483034834046,60.8142462088743,65.1774858968464,68.0847409518626,66.3168860746034,64.1528271741681,60.2874538188752,55.6993696912711,56.0304945884247,61.3549500727824,64.0927198427244,59.5054177813761,54.8986493793509,51.1650602356261,47.0699741686284,46.2130448711011,46.2881071058525,51.1067943360255,55.8944243812783,44.2600499363177,42.3943554863998,43.5958026412988,42.7406854651582,41.3663788671334,39.9777295941431,NA,NA
480,"MUS","Mauritius",91.9919068687408,91.0024318998341,92.2516248571044,92.2616171050751,100,100,100,100,100,100,94.7880211488522,91.1575066595001,100,100,100,100,100,99.077986775906,100,100,100,100,100,100,100,100,100,100,NA,NA
