"code","iso","country","GPC.raw.1990","GPC.raw.1991","GPC.raw.1992","GPC.raw.1993","GPC.raw.1994","GPC.raw.1995","GPC.raw.1996","GPC.raw.1997","GPC.raw.1998","GPC.raw.1999","GPC.raw.2000","GPC.raw.2001","GPC.raw.2002","GPC.raw.2003","GPC.raw.2004","GPC.raw.2005","GPC.raw.2006","GPC.raw.2007","GPC.raw.2008","GPC.raw.2009","GPC.raw.2010","GPC.raw.2011","GPC.raw.2012","GPC.raw.2013","GPC.raw.2014","GPC.raw.2015","GPC.raw.2016","GPC.raw.2017","GPC.raw.2018","GPC.raw.2019","GPC.raw.2020","GPC.raw.2021","GPC.raw.2022","GPC.raw.2023","GPC.raw.2024"
324,"GIN","Guinea",2105.74729496232,2075.99194302675,2076.55062690695,2115.8664959394,2134.89769355787,2171.72552153264,2205.32363416973,2272.41100463955,2311.327353403,2346.2701835771,2358.28765608495,2412.75161959627,2498.13177495102,2473.23418295471,2477.50282602363,2501.22160456279,2478.61319510726,2587.00488876481,2629.53974746369,2537.30645758745,2594.83050344245,2673.40873029955,2762.90350938513,2802.56007024474,2834.96634347845,2869.85157178732,3099.78874189372,3332.76576150532,3455.64512638662,3557.46233883145,3630.99330577677,3738.80512551331,3792.01068836277,3904.82395527998,4016.34191386072
624,"GNB","Guinea-Bissau",1967.96808437551,2024.72770800391,1987.61538633298,1963.44000410032,1964.50771152779,1999.82023018049,2185.76736211592,2283.88357077251,1738.54122410447,1992.72847838268,1974.62172274651,2025.60064005453,2053.96189370909,2002.27740627342,1979.57457765814,2060.53834311757,2065.08370690452,2065.86121747677,2105.54284991215,2102.92720552345,2164.13349780236,2278.40566106623,2180.60762289148,2192.45628322206,2156.2021908175,2230.39106612596,2293.23583589195,2342.41526571427,2373.50158144916,2442.10663731324,2455.85606168545,2522.76764302521,2603.24022588591,2693.77665018683,2744.27981043716
328,"GUY","Guyana",5074.43109901682,5396.46342590543,5799.21836066805,6247.86624866594,6755.32866892311,7071.21280005947,7612.3042429002,8064.56715164725,7915.22956203951,8139.97018415741,8025.29326490963,8212.04321760916,8314.02727503209,8267.42910545363,8404.2001629708,8256.52519071138,8702.33133494001,9354.08017716533,9546.70875949436,9924.52660770631,10374.3947557656,10958.8598838438,11534.9985588659,11896.9069854942,12030.0529344045,12040.08253302,12420.4724727603,12801.6408529346,12980.3576003177,13402.4219472757,19234.1301977637,22865.9270968882,37068.1993827588,49312.3603225445,70516.7215064805
332,"HTI","Haiti",3959.02526089687,3952.17272724934,3668.31318736615,3401.7590180526,2938.07008518147,3167.91307649838,3237.01967477297,3262.4591815691,3272.04956439325,3299.2353394824,3267.07646816599,3197.05701086586,3173.73848729607,3227.12087860443,3130.85551975981,3173.26081032717,3174.97622258076,3268.81890675823,3300.25849332967,3437.3806965318,3205.49829961515,3330.99820416355,3296.24782448974,3387.47180169748,3434.63597400579,3433.07529240973,3446.75276647872,3485.4923470131,3496.87870320748,3392.43263210455,3239.83543441301,3145.00681057268,3057.42840826502,2965.94622340135,2809.64535578242
336,"VAT","Holy See",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,"HND","Honduras",1172.07980628643,1436.05066019021,1521.94721692981,1681.08238779882,2108.27415007173,2555.02622819382,3054.15773738434,3635.98071228427,3950.83498620229,4293.82723059843,4579.68960840984,4578.94787944773,4627.02278723456,4714.86701000972,4885.34258343422,5056.67544412551,5263.15029099578,5461.90151889031,5566.70639487722,5313.75573967791,5396.07227927744,5488.43371596332,5600.6077605497,5644.13384802045,5705.16246265484,5812.5348879105,5926.49025534228,6099.60734919413,6219.2797377506,6264.01884276715,5603.26398377777,6202.98078812037,6352.58710177732,6467.8800352783,6585.85535717861
344,"HKG","Hong Kong",31598.7559995379,33124.6861100788,34895.7612081565,36428.527042456,37767.1935301195,37905.6509352085,37804.068427697,39402.5953789392,36776.3830289356,37339.9267574178,39848.5915292401,39777.8561883562,40258.1727894569,41570.5763105053,44836.2053321129,47938.8998017111,50981.7931037525,53813.0792084943,54630.3763985044,53172.3001900618,56355.4117939378,58672.8294901182,59015.3332811945,60601.6097817011,61839.810843419,62779.7484353717,63749.4095274634,65662.8359167546,66993.9679794398,65388.3336248235,61328.5288044938,65884.9376260602,64036.6454154727,64434.5576690871,66153.9746651078
348,"HUN","Hungary",21297.0006409016,18765.4162504008,18197.5305521351,18113.3369069655,18672.7072365469,18977.2437047365,19029.1137284914,19635.2949600537,20438.3829550506,21128.8884639402,22117.9204303193,23069.2114730987,24229.2953575981,25255.8711300567,26568.1188618641,27765.7886146197,28903.0475407078,29044.0669021254,29384.0070385818,27445.959458479,27801.8338161109,28415.1173442897,28179.656464434,28891.0217544976,30264.9492302161,31485.5675425634,32378.9674983075,33828.7149425711,35798.0412754022,37662.6768101399,36119.5211735652,38887.1909527154,40610.9711368238,40333.2546888118,40685.8724499304
352,"ISL","Iceland",42336.4271883552,41754.9758908172,39842.3760942384,39957.3221402787,41042.0117943301,40867.5642180672,42475.6936133276,43873.6690642162,46449.3454621244,47679.8715900494,49338.4714252631,50556.9938356844,50379.4595507316,51173.1982542631,54592.5314628803,57512.4237338212,59364.2901148281,62940.7473430955,62831.1728631815,57406.4697506818,56211.8345417402,56813.742648754,57173.0434212297,58671.9307098371,59133.2701459772,60725.7271247658,63612.5551585224,64303.3782501037,65521.9313424781,64826.4324085558,59543.8134986839,61610.2132740715,65380.3173049324,66787.3694062626,64298.3144978236
356,"IND","India",2203.14703867969,2178.68591454009,2249.69790389274,2307.60714181109,2411.46273689083,2542.42211133345,2680.27888437082,2734.52089133672,2847.96234988663,3041.48258556057,3099.5028215766,3188.81024020636,3250.69565544917,3445.92592352396,3656.12620652098,3881.9661798273,4129.77837009239,4379.69604361151,4450.39022919239,4731.36160463896,5059.2827108398,5249.54925694026,5460.43768570052,5732.24189090876,6079.84393523695,6488.14602910787,6940.62588857522,7326.60693679859,7714.33974724528,7930.09113038989,7399.53068079039,8050.01857452661,8594.39190499881,9301.75603225736,9818.04270686641
360,"IDN","Indonesia",4873.05380133263,5118.46789591815,5357.37589797589,5609.15178814267,5931.23473426759,6312.9345356116,6695.40975787393,6897.00236563333,5897.68530859206,5855.65800744996,6056.38197842166,6190.51954040993,6381.94955179997,6599.09193597035,6843.54654972364,7140.85456407038,7434.48785352219,7802.46406905952,8165.06155116623,8435.45574686288,8848.22473702066,9274.96955181703,9708.61182531081,10121.8141535043,10504.3869411088,10893.6621142169,11319.6634287738,11772.5743296107,12262.2310300771,12757.7850854842,12388.5449268131,12757.0746440204,13334.2653947637,13889.9749067297,14470.4372020579
364,"IRN","Iran",9656.00116894359,10592.3319257222,10727.4183671547,10531.9952777275,10333.4330005595,10465.0259592685,11010.0094976248,11025.7202371524,11101.507869196,11163.6950736445,11643.1218077697,11739.0090911282,12583.044990424,13519.4501926929,13807.1953114024,13935.7743087595,14320.6568534546,15237.4237850549,15091.2506521463,15055.1494647199,15729.9131707266,15947.7660979611,15159.2948206531,14734.740588719,15262.8515760903,14841.9048340736,15920.3718021202,16167.9677224226,15364.8049052614,14841.0751514997,15381.5845437267,15884.4276775963,16377.9610645369,17044.8173461033,17484.1320140467
368,"IRQ","Iraq",10735.0941102924,3819.16194827144,4916.26440292878,6105.04166284593,6044.87104810528,5969.66964095888,6419.3698187629,7545.72976101103,9871.73398030532,11237.8537439894,12702.1641950921,12529.6084051005,11144.0505255928,6849.33200800506,10210.5631004959,10078.4437646837,10568.9137652977,10853.8161022311,11511.9387643664,11470.5178061755,11816.841015026,12267.5848940673,13357.0143882353,13712.9317142992,13536.8227681431,13516.0271989204,15016.0920644592,14417.6306896487,14456.2357053224,14910.2250318887,12827.6345392323,12731.7535755129,13433.3977166987,13202.3228073875,12725.0431260393
372,"IRL","Ireland",29555.6320622281,29953.2439013903,30744.1914629606,31414.5961920788,33092.0640438825,36094.7616757114,38452.9454979362,42265.1652200505,45493.1692570652,49719.8847973285,53675.0054596933,55630.1013273441,57927.488372311,58709.1544464476,61558.5783140852,63689.084353078,65087.1804631559,66590.1938973455,62320.6663064899,58547.2673956109,59209.099676325,59899.9176528441,59405.0460751524,60388.9413147986,65575.8061665793,80954.6619818254,80899.0223207227,87882.7074355024,93276.0188154012,96371.2910180182,101968.554362011,116903.61243517,123219.076059494,117949.577266842,119381.397486987
833,"IMN","Isle of Man",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
376,"ISR","Israel",25335.2722247494,25698.9296957608,26752.4006346892,27123.1073850066,28393.0000212878,29470.81726085,30386.1981561933,30707.0065373148,31246.8564724838,31465.6129203265,33275.0631655977,32590.2286180761,31897.5848832705,31780.7796080984,32675.2080644863,33512.8909185546,34770.0262786336,36317.8525090071,36827.9249156064,36403.1626371602,37722.4099869836,39075.375376272,39299.3515506546,40148.7774492867,40872.5808449627,40967.3707596637,41963.675796165,42947.0586686984,43814.2949977964,44580.8078825716,42915.9416939728,46162.0822730247,48098.187235579,47527.151024672,47338.8424624205
380,"ITA","Italy",42656.7445101659,43283.02044419,43614.4850883758,43216.1096444751,44136.7059141923,45410.139173109,46008.2389303795,46869.425608642,47701.3974191265,48493.6651210309,50353.4200415436,51332.2904432567,51369.1149098293,51126.2585544038,51495.0028841363,51585.6445807939,52304.2402949819,52747.1905476807,51806.3906176391,48774.3916833748,49301.6959141675,49473.0149235634,47795.9579360541,46833.3615309304,46825.6511245062,47311.8255262708,47987.8379581014,48849.2183534756,49133.143527174,49690.6298505274,45505.0688708956,49825.3934111848,52333.3274270604,52862.0281698142,53234.9158376743
388,"JAM","Jamaica",8879.65295231623,9227.87613770651,9315.8581885588,10088.232357755,10123.2339381488,10257.8065381959,10147.4641121652,9939.66172862007,9624.92935948128,9650.43726482498,9667.92474492317,9736.06291757527,9869.71291927177,10169.7500243245,10244.2066702878,10278.6834382545,10522.2367459592,10622.4442829007,10490.4686134497,9992.9769953902,9805.90172806301,9932.48380946961,9829.03510015044,9839.96506606095,9872.1591375213,9931.89875715181,10179.2536486158,10391.0378224678,10636.0929784551,10816.3720391154,9891.96932961548,10430.6909771759,11096.6377085321,11398.8120394641,11340.2638800451
392,"JPN","Japan",35272.4189828727,36372.0347517186,36563.6226393697,36277.9231838837,36568.7123907342,37442.8946125519,38528.791438519,38814.2535478124,38217.1955920953,38020.0940020689,39005.9136305045,39062.2817355235,38987.9102707538,39501.8067824189,40351.776374395,41075.8243580849,41613.1483821428,42182.1758636624,41645.5722078975,39279.4988710121,40881.7972423185,40967.3431400832,41596.9238038796,42492.2439560497,42674.6976301321,43386.7100739513,43736.1305076612,44505.2792603684,44848.4899421798,44730.9102844958,42992.4796365327,44355.3487163354,44972.34383622,45858.6595131439,46106.9229230044
832,"JEY","Jersey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
400,"JOR","Jordan",7589.8200785042,7134.29024084856,7737.96922068775,7675.47163756117,7680.14079173862,7829.0812145601,7731.47855807269,7775.5427123949,7826.74015705933,7920.01974595781,8086.92202690853,8339.78581448442,8638.08033080174,8800.49674649159,9326.66839127918,9839.68834968723,9977.75903329274,10161.4021194103,10641.5894255558,10938.5027244703,10953.537631697,10977.4820450868,11086.0299443995,10799.3538143329,10148.99809876,9581.68922567813,9321.9045113153,9339.81039725983,9311.53116265583,9288.52709103517,9022.63930356769,9182.49616125597,9266.57538251336,9381.35436036928,9520.25064497455
398,"KAZ","Kazakhstan",16837.690749004,14877.527354127,14045.1035780375,12795.8746425372,11334.9831283773,10600.3302270095,10857.4353898737,11298.5805497095,11364.0307809315,11815.7732115429,12935.864368308,14612.0290050498,15960.8738450013,17344.752672995,18886.5811908122,20565.5294470865,22574.3429577665,24351.3464102542,24895.6645683245,24901.3527260084,26374.8407672794,27946.1603432944,28881.2417563728,30177.4887221736,30986.4379168995,30893.7594851041,30758.3227260598,31524.4416339794,32330.2274546567,33298.2123695035,32011.5491499004,32945.8515725823,33506.2614893237,34703.2349286604,35973.9633287017
404,"KEN","Kenya",4177.48603310346,4102.47677512965,3946.84093437851,3844.92029783599,3833.22357838589,3890.0985511465,3941.40919481352,3853.37139280354,3871.82176322447,3848.46470612726,3756.63622296879,3778.25854755615,3681.2569427491,3674.0859275841,3743.56785736928,3844.73557120576,3970.73349887684,4116.45094720855,4002.88364073792,4012.19428382397,4211.52462957784,4307.10611556859,4387.93790075408,4443.371215682,4558.55155266374,4679.62182831939,4770.31046388085,4846.86210851932,5017.66784674664,5171.71264279258,5057.40115537429,5338.85243382781,5491.69378280246,5691.82513474417,5845.20117717825
296,"KIR","Kiribati",2213.54021971195,2047.15376376788,2495.99640204714,2455.44987557043,2468.72119002767,2498.78761519169,2455.50107360314,2439.41011578483,2502.86206993942,2364.34619150483,2481.41524257587,2357.58189014518,2341.69553872722,2258.03381830985,2199.67074158216,2183.78113886232,2264.16158033718,2286.44647732021,2172.35767589525,2137.96593927055,2119.64018013945,2150.38301837654,2242.01379114528,2382.37034452158,2381.34837325607,2615.8414365735,2761.93365230429,2822.669652935,2877.60204999231,2927.48453366722,2834.68581354366,3020.49399935695,3107.77604642687,3140.58326370439,3257.1362912531
689,"XKX","Kosovo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5861.40169721147,6068.04064608214,6009.98339145284,6175.08209021125,6225.00617272178,6521.33438845692,6775.6222166498,7365.7694423787,7098.4030190904,7481.45889832784,7877.10199850554,8359.93621479333,8431.66232694654,8828.27683251641,9150.74997293881,9824.99105955318,10434.8888259268,10856.2902074239,11188.2244627966,11774.1178510908,11137.5028560404,12362.4210181213,13022.4627441502,14240.2030320364,16406.0266101151
414,"KWT","Kuwait",38932.9435275146,28633.9695922466,43266.9328651676,56684.1863309395,61753.8489990062,64093.5178778951,62665.2243536428,62151.9518270331,62450.0884424763,59533.9542752451,60585.3026788161,59099.6653133601,59348.6172741564,67984.3145062556,73298.0621819475,78193.9012127586,79521.3484338456,79474.7611346376,77036.5083833054,67896.2680451993,62956.2152904125,64844.5019019409,64908.2626392371,62458.8089221248,60065.6544076232,57763.5174574396,56936.620842726,52285.5871175695,51623.8078622052,51380.645535463,49372.8187938552,50651.957533709,51379.8833194118,47777.4012284845,45426.9454125338
417,"KGZ","Kyrgyzstan",6095.68108610234,5520.42979891313,4701.99138098658,3973.88323931033,3176.92381882726,2974.71163891295,3138.66615671114,3399.93427126665,3419.22330736215,3491.9377326874,3638.46314292227,3795.89059344129,3760.53239965257,3982.92722017803,4211.52248307858,4156.95849230115,4240.17017797555,4558.71267894172,4894.9427801376,4969.96132720373,4876.47964886483,5092.85165751678,4993.39431683528,5418.54061993935,5513.75446952521,5600.2143342846,5715.01041179003,5861.22200040503,5951.82876758606,6087.60193826928,5537.79547319377,5736.47883415155,6139.77788825006,6575.77541290499,7046.31027413488
418,"LAO","Laos",2005.50049410401,2033.58258303281,2088.02004083238,2152.2765966407,2267.78215521396,2368.05475182536,2473.77285753148,2589.20762864101,2642.56618699586,2786.52039703471,2899.01961879748,3015.63258480614,3143.22327579556,3282.98539712721,3441.16999706515,3630.55878769379,3881.53736632657,4112.25301659759,4367.162880257,4625.07173324518,4946.10563678173,5266.87866924206,5608.96956337059,5974.47368943413,6341.2122967032,6703.74124348885,7063.25545347926,7432.4596330485,7775.08574451883,8075.27502377003,7995.59502527818,8080.43553249923,8183.03286472653,8372.15591874406,8600.32454665554
428,"LVA","Latvia",17508.7863191492,15376.090576901,10582.2070186664,10255.1413776101,10656.6087654394,10707.5149969006,11077.8618422597,12215.0151940189,13138.4012524255,13619.098799485,14554.2131724037,15695.906718153,17096.5594440255,18717.6675525538,20574.1182012511,23213.3539355881,26431.8140222767,29423.7371235063,28726.9722869521,24520.6791475488,24119.7307848939,25308.7322074626,27496.5454583636,28375.1842887263,29243.7412502629,30599.6133134147,31668.5148442662,33036.3915943437,34729.7062763057,35208.1934590859,34225.8976044058,36912.0130602161,37718.7097958367,37402.1168051244,37686.0474761546
422,"LBN","Lebanon",5345.51209718412,7828.17201077655,8924.15264553272,9695.31549182754,10294.812771264,10762.4426963776,11757.2824887935,11668.4006854372,11885.3072278409,11617.2497708538,11571.7326041085,11817.9305012844,12053.8341563826,12272.3440677497,12882.0757995163,13024.6648924956,13003.680803908,13941.5614244767,14955.1413563252,16264.3506182706,17390.7584012958,17353.1960845294,17323.3013764282,16396.4969302163,15205.873265402,14980.020515614,15572.3611739774,16128.5838196051,16290.0516478592,15659.5661040012,12507.4366368078,11599.7755083765,11474.7505845558,11330.2687387422,9571.62614212217
426,"LSO","Lesotho",1422.15056881284,1494.24032446777,1571.82704203141,1602.59633239095,1675.5977232422,1709.69433512939,1786.182290166,1837.69657049967,1856.69078488714,1860.70052178612,1932.15793223415,2004.03350215955,2024.78727304864,2127.37302160132,2178.66474674332,2275.01614419256,2381.02024562073,2470.31462127886,2589.16635854686,2538.19341751854,2651.37804898226,2749.31958166573,2894.22705048142,2914.37515966739,2930.61724036206,2986.95866729879,3057.26091568162,2924.68096193272,2846.4182812465,2773.28639887236,2517.11044486593,2544.78249551214,2577.54544127769,2595.82951058542,2640.28544552536
430,"LBR","Liberia",1866.40548125833,1819.49785292522,1115.03770816852,718.683238814765,563.640361196649,534.809715165405,582.677982536092,1111.93760251371,1308.40568305294,1507.31470254594,1868.17975587618,1867.11910921753,1887.64601570733,1308.15090140274,1326.53565502695,1335.61728880785,1364.60347323709,1422.10019670004,1463.12408187297,1492.99817384053,1538.85083488512,1601.03374045996,1668.97289588776,1774.5205777394,1750.1438489328,1714.09047960464,1653.31050211233,1661.30290782172,1647.97443793846,1575.76665001238,1497.37692436272,1539.20892304674,1578.99837069175,1616.92373356695,1646.05861366601
434,"LBY","Libya",18126.5869612606,20506.8762691578,19538.138704794,18434.641128465,18444.5133617859,17723.2679211029,17809.1519222171,18451.6998451345,17532.9261043755,17402.5683820479,17747.0188855832,17115.9888564264,16629.4364346005,18422.7336032404,18851.2039109963,20649.4624580172,21545.2986384419,22422.0117594761,21915.1976208273,20518.9642412838,21115.5259846153,10741.9206751908,20601.0026641,16557.5009416649,12499.0829968523,12195.3486990421,11831.8257669559,15428.1164411854,16385.164476127,14337.1962987582,9978.66400110743,12641.5097714075,11450.0598552928,12476.5974944083,12583.8338726816
438,"LIE","Liechtenstein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146992.995217396,143467.935933963,140503.743283523,135240.408673649,138829.102107758,144842.297065128,155042.522379101,166152.994795691,161709.893108587,141621.7863886,147602.446422958,140448.698384976,139003.03292196,145358.581500181,149519.474501538,148829.00958226,151515.22006981,160146.469051319,164463.941492176,159580.923897519,149770.093451421,176428.792174734,165477.214564587,171785.604957405,172854.611211866
440,"LTU","Lithuania",20586.227753241,19384.8179312258,15280.3886006381,12861.6949141098,11686.4386596094,12164.2037159996,12873.2007572979,14045.0045144544,15202.9118027933,15143.1937102939,15771.4269595328,16933.0225490496,18216.5452581272,20302.9848798403,21867.2861464791,23944.7019948719,26129.3392566938,29370.7739737176,30445.7809464936,26217.5449293891,26887.4913057701,29240.7487851392,30920.330402208,32474.6413533554,33975.0843756963,35251.2986931774,36618.1468417839,38774.4892011821,41019.7901632878,43062.3228425315,43091.7973723525,45873.5273239487,46651.2145810246,46159.7081733085,47169.0084190287
442,"LUX","Luxembourg",81450.5724064059,87313.7176181065,87729.398597958,90195.6629009998,92375.3588075138,92391.3398625544,92416.5186640698,96211.7308040367,101364.675334086,108180.402740212,114141.585295622,116258.426812926,118757.530526236,120396.257843179,123720.261499488,124866.858810412,130284.96750238,138677.965491876,135812.22230327,129002.240187517,131432.059616315,129885.369760706,128895.405145048,129945.453783621,130247.661687069,130097.2561798,133661.649729132,132169.834045368,131733.8846493,132724.752743888,129865.629988164,136772.443753292,132570.826463419,130048.92038753,128341.632465781
446,"MAC","Macao",55300.7442649888,54602.0544901621,58652.7899194929,59589.9759095159,60120.6582440408,60205.7086394146,59115.2336138335,58639.525029682,55296.5007644985,53348.0126915655,55994.760697993,57173.8590987064,61625.9560068114,67994.777526459,84004.4558061302,87185.5254441552,93828.3198758417,102879.639164558,102474.668562926,104911.140336462,130758.2806979,155385.324208541,164239.261923457,174569.523171267,162813.439348589,123194.067291275,120530.052858314,133322.632677744,139541.157248769,133453.896026037,59662.4855864551,73374.4486829588,59921.441691873,104815.20003062,111693.502831434
450,"MDG","Madagascar",1968.27239771424,1789.84169366249,1757.29459775259,1740.29513594203,1686.34190833351,1661.27062467061,1643.32579628891,1649.44809006306,1658.88849253066,1681.35933226493,1701.44320253582,1748.50350929178,1486.43429741771,1584.74925232364,1620.11953793293,1648.17631554009,1686.86335460017,1731.61751794976,1794.40235887329,1673.15551466723,1635.24511473059,1614.55137773785,1617.79082882481,1610.6023078966,1620.357889066,1627.5806134224,1648.91226979296,1669.72764267278,1678.78623269491,1707.83153830039,1545.72714379204,1577.43246056529,1602.71368352337,1629.46097248642,1657.04970622968
454,"MWI","Malawi",1047.46436351132,1104.3904622212,994.036504790471,1074.58485213269,975.849640143399,1140.75609365078,1200.32058232422,1221.09404555353,1241.52433181827,1249.77523298871,1239.39174838676,1149.58039601898,1140.84274642417,1176.12385998737,1208.2196975075,1214.7426419188,1237.27386519947,1318.33196397214,1378.42886690464,1449.72601522136,1504.37514113214,1533.22889572405,1518.14803849238,1555.50607410511,1597.56484331405,1597.69145324855,1593.59549264808,1613.0593571462,1638.91665761076,1687.28944917891,1656.43985192533,1687.59358179651,1659.95933825168,1649.2987323455,1634.24660266597
458,"MYS","Malaysia",12013.6969483112,12795.0498964227,13567.8936121181,14533.790397007,15474.0144648307,16568.5160590209,17771.7118795056,18604.514527465,16817.1719190401,17428.6256563043,18532.9096706227,18186.4411330146,18708.8694877279,19329.0062757538,20168.5062099425,20767.5857243346,21444.4857715028,22305.118263117,22898.0027575442,22106.6417311801,23307.9698543785,24115.8181203958,25006.3587781537,25736.3525554142,26818.4317281659,27699.6278860387,28425.3707609412,29551.5457597197,30459.9655338061,31300.5086554848,29200.452632127,29822.8491831619,32129.2217820113,32857.6676600774,34116.2317848885
462,"MDV","Maldives",8945.80478665277,8799.25510927464,9120.99183092788,9378.52243653044,9866.07502836992,10894.1730236585,11495.0988639063,12210.9687208916,12884.7223193763,13449.2026730153,13738.2809408875,12977.9990665612,13689.8065561949,15316.1192814998,15958.6557759464,13942.8753891662,16829.9768208157,17439.9504862625,18344.4866455436,16230.0089361263,16730.0144200167,17581.7676697752,17390.1474995422,17986.8907361645,18765.3592118344,18829.4481529112,19345.1792343541,20036.7165354949,21072.5805249694,21855.5012245789,14242.9750701162,19052.6224904311,21357.8112511152,22333.0477138175,23034.409840484
466,"MLI","Mali",1890.50212991264,2087.9190293987,1942.72857142808,1985.38064863365,2051.75478430683,2022.40378267871,2105.2753013378,2142.78769298746,2228.20055528486,2269.08741153512,2187.71894209604,2458.46155672294,2455.61935704113,2611.8368553004,2565.97744562534,2546.33281406377,2555.07476259654,2515.94692367877,2523.19961272551,2575.54549773621,2632.26468220172,2623.34627008963,2520.52931087437,2528.53006767058,2609.16733048758,2686.56065074588,2759.11051294151,2816.194239022,2862.40728989634,2916.17167790759,2796.41038444894,2796.22793795433,2813.81095962843,2860.42819002278,2916.18529537154
470,"MLT","Malta",18207.4283499214,18832.1301983511,19513.1848222048,20184.9137245386,21127.0635086524,22310.9631982103,23002.2111964815,24028.8942855753,25096.8746137924,26126.0896690455,31066.9228903222,30600.9719457901,31206.2716762931,32146.6801842336,32061.5717383592,32775.7490182241,33419.4710514468,34980.4009462348,36286.3762693846,35511.3563931618,37527.3383140731,37739.4436925334,38935.7003537881,40919.7945400628,43161.5419815162,46170.1721772126,46965.6015814581,51626.3473049783,53417.0154946227,53391.4373856092,50387.8220368581,56852.3218512267,56841.958125813,60418.3949311068,62100.1766086173
584,"MHL","Marshall Islands",3905.58584891503,3828.46355230265,4029.34125092658,4207.40977456892,4396.91464876184,4703.43305447938,4174.81392158106,3867.34286781701,3805.88691498835,3718.81112086275,3772.21580249949,4000.73051185181,4121.83964555337,4040.65511934983,4012.3445001608,4075.1586476742,4075.57643179743,4222.41292273556,3903.30558742877,4047.22680617884,4269.35843273855,4259.11601606604,4244.04434413748,4469.85358401608,4491.99193864535,4670.10918243674,4896.52195460777,5199.3444796298,5635.30750426868,6405.07564930525,6417.18441217728,6767.95785510528,6936.86510911802,6801.61469241924,7209.26654997536
478,"MRT","Mauritania",5519.61033643389,5456.55576032363,5350.11803673091,5439.82228766957,5097.20839032236,5446.26956105444,5650.34118112691,5302.36663337221,5310.15819138339,5359.98881996232,5008.60806690015,4847.41086088567,4806.89853417166,5023.65213424469,5139.22552002451,5445.82951227719,6284.70209025295,6002.77832165174,5813.35608368306,5639.78745018612,5605.76388754434,5653.21719956692,5716.25195328295,5769.72870835598,5837.85203122291,5969.54239339807,5866.28144759404,6050.62180273826,6153.6379029522,6162.21044512088,5963.23549793488,5836.56580821897,6053.26178155509,6276.4752107936,6482.69016724334
480,"MUS","Mauritius",9058.66650192375,9358.88578338002,9838.10232774766,10216.2423835678,10490.888540896,10847.0307453987,11336.6041686972,11832.2877924531,12419.4673726952,12582.7521544356,13481.7540541745,13823.4171391047,13949.4742923184,14669.5001844577,15209.0164267817,15387.9807842254,16061.6030030396,16904.2745171796,17750.5936228988,18290.4070077862,19045.6542832867,19790.5300586052,20425.707017688,21061.0293432869,21827.4802326052,22603.0885218715,23460.0011516323,24361.8758542058,25324.1785958124,26047.9753573284,22258.3868106267,23010.2013826905,25085.9891959451,26373.233173468,27705.8062927309
484,"MEX","Mexico",17169.5925840496,17511.7313092808,17796.4059642864,17970.5871849494,18422.8199275559,17028.1215003697,17775.8727869148,18737.6426443231,19573.0654539328,19793.2852841045,20470.4937646149,20078.2183908739,19744.7933653415,19701.4633876569,20127.2242847772,20277.2552818503,20965.8256074046,21102.2688314629,20992.5602618229,19385.5437230087,20058.3854859755,20457.6001664624,20898.9357195292,20805.3480411912,21069.7661649129,21408.9283201494,21578.2633554092,21777.5225111982,21997.7730167473,21704.1859494071,19728.4817823158,20782.5877417545,21391.8573692427,21917.24858366,22039.6287019016
583,"FSM","Micronesia",3112.46491723246,3282.91824685943,3347.64556913981,3543.74966824326,3459.88583986166,3663.78236228921,3526.09250594956,3296.33568727784,3380.53310212796,3409.41700394847,3555.49951989363,3609.87256369558,3623.19636273236,3692.41720136136,3586.11247849916,3685.99439466343,3701.35082122551,3665.65753455567,3601.90031821178,3674.48835418327,3764.95289087757,3901.67577698307,3828.74704775532,3680.10650035034,3575.85071357893,3723.39901795887,3746.13008308173,3813.44207942995,3798.59203794111,3940.26446989917,3852.20025570019,3946.41608109166,3814.99076486823,3814.72009332149,3824.1523439548
498,"MDA","Moldova",15902.8943232278,13342.0600237962,9461.42772606579,9363.59309935117,6490.35310271769,6428.83979448751,6063.14051693666,6185.83952473232,5783.48593751482,5597.46512850296,5727.07922525353,6090.03474356111,6580.27841436838,7034.35784911687,7573.61784547509,8161.47344724763,8577.02858037287,8854.83397616723,9563.6981429094,9001.23432081622,9649.9509930271,10217.3087761255,10158.3854676883,11080.063458534,11641.1208436577,11691.0797484184,12377.366678394,13118.8219369606,13895.5043655692,14621.2401362286,13559.2600217483,15682.0703284653,15358.0153548867,15990.4793311152,16465.9286833218
