"code","iso","country","PTI.raw.1961","PTI.raw.1962","PTI.raw.1963","PTI.raw.1964","PTI.raw.1965","PTI.raw.1966","PTI.raw.1967","PTI.raw.1968","PTI.raw.1969","PTI.raw.1970","PTI.raw.1971","PTI.raw.1972","PTI.raw.1973","PTI.raw.1974","PTI.raw.1975","PTI.raw.1976","PTI.raw.1977","PTI.raw.1978","PTI.raw.1979","PTI.raw.1980","PTI.raw.1981","PTI.raw.1982","PTI.raw.1983","PTI.raw.1984","PTI.raw.1985","PTI.raw.1986","PTI.raw.1987","PTI.raw.1988","PTI.raw.1989","PTI.raw.1990","PTI.raw.1991","PTI.raw.1992","PTI.raw.1993","PTI.raw.1994","PTI.raw.1995","PTI.raw.1996","PTI.raw.1997","PTI.raw.1998","PTI.raw.1999","PTI.raw.2000","PTI.raw.2001","PTI.raw.2002","PTI.raw.2003","PTI.raw.2004","PTI.raw.2005","PTI.raw.2006","PTI.raw.2007","PTI.raw.2008","PTI.raw.2009","PTI.raw.2010","PTI.raw.2011","PTI.raw.2012","PTI.raw.2013","PTI.raw.2014","PTI.raw.2015","PTI.raw.2016","PTI.raw.2017","PTI.raw.2018","PTI.raw.2019","PTI.raw.2020","PTI.raw.2021","PTI.raw.2022","PTI.raw.2023"
470,"MLT","Malta","10.759","11.4265","13.021","14.5792","15.7227","16.7468","18.1512","21.6848","23.0404","21.9596","23.1231","22.1042","22.5166","21.3752","22.9916","26.5621","27.6072","27.7456","27.3046","33.4777","27.7793","30.554","39.1072","48.9425","45.776","45.3596","44.9358","46.0256","46.4597","47.0171","46.8062","49.4582","50.2326","50.1841","56.9631","50.882","57.6681","60.647","62.3321","64.7076","65.0144","59.22","59.825","61.6157","63.2742","61.6806","63.0128","63.8966","50.0571","46.4883","41.6253","39.2913","40.4016","40.0294","40.1594","39.9786","37.6998","26.454","26.8087","57.3275","47.9842","28.8917","32.0477"
584,"MHL","Marshall Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
478,"MRT","Mauritania","3.4113","3.4773","3.5346","3.616","3.6859","3.7816","3.9573","4.2403","3.771","3.9669","4.2227","3.6941","3.6306","3.6623","3.8218","4.0307","4.2025","4.4053","5.8144","5.4861","4.6432","3.8173","3.3003","2.9242","2.9184","2.8581","2.7645","3.2994","3.1978","2.9134","3.1747","3.4966","3.0481","2.748","2.6633","2.699","2.7215","2.8643","3.0862","3.2235","3.3506","3.4887","3.6322","3.4359","3.5324","3.9691","3.5297","3.3086","3.6835","4.0375","3.6795","4.2606","4.1727","4.1744","4.6044","4.7838","5.0523","4.9026","4.8764","5.1425","4.9436","4.7978","4.7735"
480,"MUS","Mauritius","25.4618","24.0301","27.127","29.1139","32.8427","14.5638","16.0742","17.2437","13.8861","14.9816","12.5285","18.2473","15.108","14.9069","4.4588","9.8988","11.1937","12.8332","14.429","12.9063","12.4349","16.4293","13.9523","14.821","15.1149","15.9403","19.0864","18.3009","20.6827","17.2132","17.9953","16.9187","19.131","15.9913","24.9571","38.9715","34.8615","29.6371","29.1078","26.5624","21.055","23.4677","23.934","24.044","29.2981","24.8543","24.5146","31.73","22.654","22.5194","23.3906","24.2186","23.6322","28.2213","21.8601","28.5656","29.7217","17.7832","17.94","16.5504","19.6491","10.4443","10.1412"
484,"MEX","Mexico","2.3852","2.6813","3.0454","3.2578","3.6731","4.192","4.5186","4.8779","5.393","5.1689","6.0417","6.1531","6.8607","7.8993","9.0495","8.4006","8.4244","9.1197","9.1251","9.3788","11.8904","12.5542","10.957","12.0874","12.326","12.1864","12.2362","10.9849","9.92","9.6553","9.4435","8.1709","8.5018","9.4097","6.353","8.226","7.4767","7.9716","8.2347","8.4013","8.8527","8.4447","8.4128","9.3062","9.3941","9.2436","7.9453","6.4679","7.9991","8.4952","8.2214","8.6375","9.0141","9.7934","10.661","12.3792","12.1394","13.558","13.5116","10.7366","12.8916","10.4587","12.2686"
583,"FSM","Micronesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49.9404","49.9597","49.9499","49.9231","50.2706","50.6262","50.6374","50.641","50.6352","50.6252","50.6396","50.6432","50.8787","51.0588","50.9031","50.8799","52.4252","52.2344","65.7518","65.4993","69.0899","69.4545","71.244","71.6894","72.2341","73.1902","73.3302","73.761","74.5468","75.9375","74.7751","76.2876","77.6559"
498,"MDA","Moldova",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15.8473","13.487","13.5402","13.2632","13.2734","4.4719","3.8568","3.8644","3.6321","3.2737","3.204","3.4337","3.3195","3.1899","3.4677","3.5912","2.89","2.8499","3.3355","4.0309","3.9108","5.0514","5.3479","6.4624","7.5482","10.3926","9.437","10.3396","7.2874","7.3545","5.8836","6.7303"
492,"MCO","Monaco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
496,"MNG","Mongolia","22.6337","17.4433","17.9984","16.5704","16.9207","17.3134","18.2406","18.8948","18.8392","20.0752","19.9628","20.9052","21.7306","20.5325","21.0752","18.6492","15.8598","14.9978","15.8144","15.0629","14.6713","14.5248","13.8944","13.4016","12.9952","13.6356","13.817","13.5716","13.8371","14.6081","15.1804","14.796","13.8632","13.9663","15.0852","16.0715","17.8315","16.9162","19.9615","20.2627","17.2222","12.9107","12.9066","11.9173","13.3332","14.7943","16.6284","16.6512","16.9818","13.2173","13.8184","15.2322","17.3866","19.8107","21.8814","23.9227","25.2673","25.3924","32.2232","31.1263","32.2946","34.5275","32.1038"
499,"MNE","Montenegro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"124.0306","116.6967","111.8016","103.5098","103.8588","92.3767","93.5645","97.9208","98.897","99.7745","104.1245","93.6272","88.9421","86.8232","89.4667","86.6133","80.0013","82.0022"
504,"MAR","Morocco","1.2989","1.6718","1.5243","1.7499","1.8529","1.695","2.3414","2.7769","2.7048","2.3683","2.5964","2.6512","2.9573","3.5281","3.9455","4.1919","3.9303","3.9851","4.0349","4.9879","4.304","4.2926","4.9559","5.1342","5.7886","6.0511","5.8423","6.0053","5.6063","5.7966","4.7935","4.7608","4.6851","4.5994","3.7719","4.8154","4.4688","4.3925","4.8372","5.067","5.1991","8.2371","7.4782","6.0971","6.3355","6.038","6.431","5.3307","5.6138","9.3794","9.9386","10.4512","11.0256","10.631","10.7727","6.5693","7.0708","6.4137","6.4437","5.4246","6.2826","8.2777","7.0355"
508,"MOZ","Mozambique","0.6038","0.6302","0.649","0.7398","0.7588","0.6281","0.6354","0.6473","0.7644","0.6901","0.8363","1.1715","0.8698","0.7631","0.8774","1.0675","1.2168","1.5527","2.1441","2.3064","2.9949","2.6571","1.5688","1.2287","1.2203","1.3885","1.3982","1.1781","1.2215","1.2693","1.4872","1.5742","1.6183","1.7645","1.8791","1.8665","2.0683","1.9217","2.0558","2.8265","1.9639","1.7733","1.4827","1.7771","1.493","1.4078","1.3176","2.1118","1.5244","1.3278","1.7821","1.6709","1.3655","1.859","1.575","1.4665","1.2534","1.6117","2.08","1.9239","2.2859","1.906","2.2975"
104,"MMR","Myanmar","2.8932","2.9221","3.0876","3.2581","3.3939","3.366","3.7356","3.7424","3.8962","3.86","4.2567","4.4122","4.292","4.4178","4.653","4.5261","4.724","5.0366","5.5089","6.0753","6.2408","6.983","6.627","7.3376","7.4981","7.5721","6.5233","6.431","5.902","5.7325","5.809","5.7678","6.3357","6.7676","7.9724","7.0701","7.2624","7.3832","7.2269","7.4811","6.8147","6.6032","6.9749","7.9221","6.9281","7.1732","8.5115","7.3431","7.3267","7.9406","8.5901","8.9272","9.2702","9.6439","10.1589","11.4689","15.0074","11.3322","12.8704","11.5662","7.944","9.2526","9.6662"
516,"NAM","Namibia","1.2869","1.322","1.3359","1.3284","1.3395","1.3733","1.3726","1.3677","1.3841","1.3797","1.3861","1.3974","1.4019","1.475","1.2732","1.231","1.3545","1.3495","1.3866","1.4434","1.262","1.1716","1.1334","1.1635","1.1762","1.2208","1.1988","1.2486","1.3015","1.3308","1.3705","1.3201","1.2301","1.1318","1.0381","1.03","1.0386","1.0497","1.1141","1.2107","1.1996","1.1879","1.2636","1.3334","1.5121","1.3355","1.4139","1.3319","1.3348","1.5777","1.5268","1.9982","1.7129","1.8077","1.7695","2.0309","1.8954","2.0921","2.228","1.6114","1.4718","1.6773","2.0285"
520,"NRU","Nauru","10.2784","10.5101","10.7419","10.9736","8.5831","8.7569","9.0976","9.4453","9.7942","10.1432","10.6827","11.378","12.0746","12.7712","13.287","11.8657","11.1835","11.8814","12.5793","13.4678","14.861","15.7232","16.4158","15.0174","15.9058","16.7917","17.6538","18.3491","18.3491","19.0453","19.4116","20.1079","20.8042","20.8052","20.8062","20.8072","20.8083","20.8093","20.8103","20.8113","20.8123","20.8133","20.8143","20.8153","20.8164","20.8174","21.5137","22.21","22.211","22.2115","22.2055","22.2133","22.2159","22.2081","22.2081","22.215","22.3889","22.2289","22.2428","22.3819","22.361","22.3819","22.41"
524,"NPL","Nepal","3.759","3.7938","3.8723","3.9236","3.9999","4.166","4.2209","4.2899","4.4469","4.228","4.5211","4.5573","4.3734","4.5135","4.593","4.7582","5.0121","5.0932","5.2823","5.636","5.6563","6.1433","6.4218","6.7907","6.9243","7.1527","7.8119","7.8774","8.2013","8.6966","9.3817","9.113","8.2812","9.8553","9.3313","10.0468","10.7363","11.4584","11.148","9.1564","9.8283","9.2406","8.5029","7.4435","7.2358","7.8304","7.4211","7.7702","9.0913","9.7707","11.7267","11.9973","17.5103","16.6274","16.6759","18.6006","20.0277","23.6199","23.7295","25.5853","24.3005","19.6064","14.5426"
528,"NLD","Netherlands","69.1347","70.21","75.9833","73.0432","76.1387","77.829","77.7502","78.711","78.7239","82.1078","79.6508","81.3956","86.7372","85.2181","83.535","86.9701","86.6183","88.0688","91.9391","95.0725","94.7813","93.5765","98.3411","99.7605","99.9761","104.7778","101.5707","99.8418","99.4333","97.3471","97.7127","96.4623","94.2636","91.9032","94.8613","91.8961","88.8302","87.1999","87.8817","84.4594","83.4616","77.9911","75.5357","74.6184","76.0262","78.0811","78.6151","76.5785","73.4058","80.8901","76.965","77.1192","73.8958","74.9685","77.7076","79.8421","75.0254","72.1499","73.024","72.9689","70.1076","69.41","67.7122"
540,"NCL","New Caledonia","23.9745","24.8353","25.2335","21.9154","23.1679","24.4255","24.749","22.6852","22.3389","22.4836","22.2262","21.2862","23.2164","21.4521","21.6353","15.0722","15.686","12.8282","16.8938","12.7945","12.9872","15.9068","22.0788","18.7396","16.4765","19.9899","30.3182","30.6263","29.688","31.892","30.715","30.2538","47.4661","50.2787","50.7462","50.6073","55.1589","28.2946","30.2655","32.6677","32.1401","42.577","88.373","39.2364","46.1339","39.8399","43.5994","39.3535","28.9247","32.9314","36.9628","36.9167","41.9529","44.0046","43.5965","42.9846","42.5836","42.3325","42.4409","42.9139","42.8322","42.793","42.4852"
554,"NZL","New Zealand","13.1767","14.2173","16.6766","21.4856","20.2905","18.4301","17.1884","19.6302","20.2935","19.5652","20.8455","21.3139","26.5833","18.7223","22.5137","21.619","22.1392","22.9018","21.6668","19.0585","18.0494","16.62","17.8893","16.7142","14.7957","12.4874","14.3414","11.3452","14.88","13.0233","15.7296","18.1387","21.3504","21.4698","21.5001","21.2289","20.8312","20.5381","21.7337","24.191","25.2521","21.7967","22.4215","22.2471","21.4946","21.0037","18.7945","15.1661","13.3316","13.5836","14.8612","13.2355","13.0482","12.8146","14.4242","12.489","14.7465","14.3379","13.2667","13.531","11.1628","12.7704","10.0138"
558,"NIC","Nicaragua","3.0334","3.1882","3.3254","3.4426","7.2243","6.072","6.0353","7.0556","6.9112","6.7857","6.7529","5.5489","8.3307","7.5974","5.2693","9.6033","8.4884","8.5601","6.6676","8.6196","5.4828","5.0508","6.2803","5.1076","6.1345","7.2313","6.0711","6.968","5.1547","4.446","4.3615","2.5828","4.1871","4.3686","2.7453","4.5265","4.0636","4.0673","5.4392","5.7445","3.9496","5.1955","6.5031","5.7376","5.435","5.2219","7.1161","5.8687","5.7855","5.7391","7.1608","7.2212","7.7656","8.575","9.7879","9.4578","11.0994","8.1177","9.1063","9.974","10.7991","7.7645","8.132"
562,"NER","Niger","0.1644","0.1721","0.1754","0.1855","0.1964","0.2063","0.2149","0.2127","0.2143","0.2386","0.2415","0.2398","0.212","0.2375","0.2612","0.2863","0.3279","0.3272","0.3352","0.3472","0.436","0.3837","0.3549","0.3128","0.2996","0.2815","0.3109","0.3138","0.349","0.3115","0.2983","0.2764","0.2811","0.3427","0.3466","0.334","0.3453","0.3475","0.3327","0.3503","0.36","0.4017","0.3716","0.3741","0.4199","0.4421","0.4412","0.3844","0.4453","0.4738","0.4429","0.4021","0.4687","0.4663","0.4418","0.4529","0.4629","0.5119","0.5159","0.5407","0.5093","0.5688","0.6144"
566,"NGA","Nigeria","0.9257","0.945","0.9507","0.9553","0.9568","0.9733","1.0304","1.0613","1.0396","1.0244","1.0277","1.0757","1.0329","1.1217","1.2273","1.5397","1.34","1.3137","1.3899","1.7778","2.1131","1.9302","2.2797","2.3641","2.179","2.2182","2.164","2.5821","2.5424","2.6876","2.714","2.6913","2.8901","1.855","1.7704","1.5796","1.4649","1.6586","1.5897","1.6899","1.6539","1.6014","1.5892","1.6423","1.6797","2.0413","1.8334","1.9845","1.8834","2.1471","1.8966","2.0115","1.8714","2.0039","2.0406","2.3582","3.0522","2.9729","2.4239","2.5547","2.9365","2.4362","2.2785"
570,"NIU","Niue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,"PRK","North Korea","9.6704","10.4992","12.0666","12.3486","14.0287","14.5584","15.7877","15.5533","16.7099","20.4598","22.6075","24.1622","19.2039","26.4241","26.6435","28.0879","28.2217","28.298","28.4491","27.4573","27.9324","27.9375","27.906","28.2156","28.7742","29.3052","29.4857","31.5508","34.1816","33.3559","31.1848","27.2988","26.91","6.8853","6.4114","6.2967","6.0003","7.2424","13.7412","12.3659","12.7915","9.0547","9.1784","9.5926","8.9053","7.2493","7.3035","6.6468","6.5882","7.1517","7.3014","7.5277","7.6942","6.6604","5.7421","6.4559","6.9112","6.2585","7.6657","5.4398","6.1674","5.1112","10.4785"
807,"MKD","North Macedonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11.6563","11.7296","12.6984","10.8273","11.1663","12.9984","13.0112","13.3911","15.7493","11.8155","12.5822","13.0352","13.2083","14.4173","14.6109","15.9011","15.4899","11.7276","13.1066","13.7349","14.2528","12.4582","12.339","11.7804","12.9718","11.6897","11.5009","10.6211","12.1074","9.3361","8.2518","8.8232"
578,"NOR","Norway","19.5103","19.5783","20.0401","20.1983","20.1019","19.9184","20.8865","20.9917","21.5191","21.3255","22.408","22.3871","23.3825","23.4479","22.8521","22.872","24.1865","24.3164","24.5173","23.8909","24.1564","23.665","23.3262","21.6982","20.3371","19.6171","18.3126","16.7364","15.6779","15.6632","15.0905","14.6637","14.889","14.2643","13.238","13.2313","14.2135","14.5235","14.1245","14.3761","13.766","13.9105","14.193","14.1231","14.1795","14.2401","14.0465","12.3084","11.8615","12.2321","12.5388","12.8025","12.8333","12.8949","13.1803","13.1656","13.2676","13.116","13.1676","13.1497","13.3781","12.5647","11.8508"
512,"OMN","Oman","2.0939","2.1102","2.1299","2.0956","2.1186","2.1314","2.0495","1.9839","2.0177","1.9435","1.9511","2.0364","2.1912","2.393","2.4543","2.6318","2.6211","2.0776","3.0946","3.2256","3.7318","5.0863","4.3528","3.2334","8.1425","5.0886","5.2965","9.8879","7.8184","10.0745","9.9205","9.7473","14.4103","7.3281","8.1428","8.2346","8.8946","7.455","8.1181","9.1024","13.0262","10.9881","11.9947","11.4379","13.4464","14.2287","12.2344","15.6602","13.3677","15.4085","11.8861","13.0001","14.3476","18.6265","16.005","21.7245","18.06","15.7754","15.5696","16.8209","14.9109","10.8746","11.1018"
586,"PAK","Pakistan","1.0401","0.9938","1.0211","1.0364","1.0294","1.1267","1.2584","1.6344","1.6658","1.6366","1.7678","1.9525","2.0683","2.1927","2.8794","3.0955","3.7215","4.1279","4.5605","4.5501","4.7191","5.0115","5.3129","5.6124","6.4696","7.8113","7.2187","7.6925","7.4976","7.7919","8.0476","9.3751","9.0181","8.6548","9.6683","8.6707","10.4276","9.1351","11.0083","12.169","11.5042","11.8835","12.1088","14.5033","16.4204","16.81","14.0145","12.8371","16.0446","15.3226","13.5749","14.6628","16.9659","18.2602","19.1204","22.2649","22.7975","22.1645","21.2185","22.9517","22.3033","17.5509","21.5132"
585,"PLW","Palau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
591,"PAN","Panama","4.1103","4.0494","4.1264","4.0771","4.004","4.0658","4.1669","4.1797","4.8148","5.1507","6.5497","6.5786","6.5392","7.2437","6.6768","6.1992","8.0322","9.1686","8.419","7.3616","8.2225","7.9705","6.0459","7.2692","7.2999","7.8033","7.3386","8.1263","5.8206","6.6005","6.323","5.6379","6.3925","9.6303","9.788","11.9394","9.7444","9.6989","9.7316","7.4895","8.5244","6.7366","7.8098","5.5649","5.1538","4.9718","5.593","5.7583","6.6642","7.7771","7.2203","11.4496","12.9471","11.9545","12.6815","10.7541","13.5401","11.6439","13.0521","14.3836","14.2615","9.2989","12.8298"
598,"PNG","Papua New Guinea","4.1632","4.1472","4.1835","4.0035","4.0789","4.1919","4.0887","4.2251","4.3677","4.4433","4.8401","4.8455","4.5505","4.5585","4.7235","4.4033","4.5653","4.9796","4.5881","4.6552","5.5088","4.8639","5.2654","5.1076","5.1258","5.2361","5.5696","5.592","5.722","5.6516","5.2412","5.7229","6.1709","6.5013","6.7455","6.8207","6.9897","6.5937","7.1376","7.194","7.6135","6.4767","6.4512","6.4182","6.6035","6.6974","7.0005","6.4786","5.8141","6.6593","6.5005","6.2707","5.7146","5.6723","6.1956","6.1431","5.8735","6.1371","5.858","6.2336","5.8718","6.9357","6.2409"
600,"PRY","Paraguay","4.2184","3.9229","4.0004","4.9717","5.2063","5.3216","5.1295","4.9467","4.7847","5.2145","4.5507","4.7511","4.5514","4.781","4.6878","4.6419","4.6958","4.5989","5.0674","4.1789","4.2817","4.0454","4.4639","4.9233","4.6285","5.0466","6.2466","5.8388","7.9233","7.6556","8.1134","7.6748","5.9854","5.712","5.5475","5.1725","7.7456","8.027","7.0742","6.8575","6.3592","11.5922","14.9137","17.0742","15.5071","16.5176","19.0959","15.3138","16.4102","18.9542","23.8777","19.2964","19.9494","19.9173","18.3954","19.0004","19.1271","19.8248","18.6551","19.9298","19.477","14.0854","16.4609"
604,"PER","Peru","12.9007","12.7768","8.1066","8.4456","7.2216","7.2844","6.3359","5.8688","6.5594","6.4313","6.2527","5.4122","5.2098","5.8394","5.4734","6.0794","6.1842","6.2198","5.8627","5.9611","5.8039","5.4199","5.2096","5.4827","5.4036","7.0372","7.9216","7.5698","5.4736","4.7425","4.5749","4.3957","5.1735","6.8243","4.6002","6.4502","7.447","7.6051","7.4723","7.8674","10.3515","8.6292","8.9092","9.044","9.6793","11.8788","10.2704","8.3417","11.39","10.7833","11.8641","10.6137","12.3719","13.4514","11.4422","12.7","14.5807","12.9417","14.0927","15.3611","9.7785","8.6798","9.9395"
608,"PHL","Philippines","4.9157","5.4923","5.1531","5.1298","5.5214","6.081","5.3276","6.8618","8.1085","6.8917","7.3319","6.9487","7.7486","6.8594","5.7322","5.3897","5.1523","5.8048","5.7393","5.5782","5.4363","5.754","5.7504","5.2298","4.976","5.0698","5.8815","6.5112","6.8576","7.7904","6.5631","6.4229","7.5981","8.1226","9.3974","10.2438","10.4838","9.3334","10.3666","9.6801","10.9231","10.2438","10.1628","10.2724","9.756","10.0945","11.3309","8.2722","7.9402","8.3032","8.4548","7.2505","10.3919","9.7924","9.436","9.8629","11.5987","10.2606","11.724","12.5915","14.0841","16.8524","10.5119"
616,"POL","Poland","13.3822","14.1177","14.5382","16.0951","17.2582","18.8976","20.3504","22.2864","24.5002","25.2444","27.906","30.3461","33.0069","34.9974","35.5134","35.379","35.9124","36.2615","36.5661","34.6351","33.0244","32.3693","33.6086","33.2306","34.0363","35.6776","32.0312","33.6201","34.651","18.7623","13.6931","15.5153","14.9225","15.9017","16.6582","16.5889","16.1811","16.6494","15.9766","15.4862","16.3876","17.832","18.8303","18.3663","22.3507","21.5997","24.109","20.8457","19.4543","23.9521","21.4957","21.574","20.3088","19.0922","20.0292","20.6602","20.6504","20.7674","21.4381","20.6389","19.339","18.2251","16.9388"
620,"PRT","Portugal","14.4334","14.9083","13.4725","14.8697","13.7799","12.9709","13.7195","14.2961","16.0491","12.8755","13.2705","16.5975","17.2211","14.0569","16.0955","16.3037","17.1085","16.8657","18.4109","19.409","19.6895","19.4197","17.6419","15.95","17.3015","18.7183","18.9961","19.7559","18.5375","19.0212","18.3526","17.8264","18.3755","18.7855","18.6203","20.6396","20.1666","21.5686","22.0275","19.9467","20.388","19.4043","19.3809","19.6174","21.1621","21.6999","25.1054","18.1391","17.5235","19.7038","18.4772","19.3526","20.0436","20.5322","21.7762","22.3401","22.627","19.5458","18.3095","21.7827","18.036","16.0614","17.4684"
634,"QAT","Qatar","28.5991","28.6941","28.7677","28.8877","28.89","29.01","29.2323","29.5322","29.832","30.1794","30.4804","30.8305","31.1704","15.7565","16.6144","17.4722","18.7868","18.4991","12.7566","8.8976","7.614","6.9136","10.0037","8.131","6.7583","5.4793","6.3233","6.8484","10.1945","8.9549","10.3924","8.5441","7.396","8.0285","8.2776","8.1927","7.8605","7.211","7.698","8.8646","8.2214","9.456","6.6751","7.4073","7.8127","7.6524","7.8571","8.7285","9.5574","9.8464","10.3063","10.5581","28.8312","21.0834","18.4137","27.6586","28.3936","38.8709","44.5789","53.3198","42.1252","48.911","48.1037"
178,"COG","Republic of Congo","0.3252","0.3247","0.3322","0.3152","0.3012","0.2853","0.2641","0.3146","0.3495","0.3984","0.4001","0.4014","0.7119","0.3943","0.4227","0.387","0.4009","0.5049","0.4535","0.4368","0.419","0.4155","0.438","0.4695","0.5226","0.5675","0.62","0.6265","0.5834","0.807","0.8971","0.9897","1.0728","1.1888","1.2737","1.3548","1.328","1.3371","1.3289","1.3462","1.0392","0.898","0.7534","0.6444","0.6945","0.7122","0.8006","0.8378","1.3683","0.8739","0.9231","0.9369","1.052","0.854","0.9614","1.0193","1.0952","1.0204","1.0365","1.4449","1.4905","1.2244","1.4944"
642,"ROU","Romania","8.402","9.0498","10.4584","10.1142","11.7657","11.7583","13.0929","13.5348","14.6722","16.3152","15.6638","17.4385","23.4378","24.5201","22.668","27.8723","29.1448","31.1374","31.7654","30.0321","33.5806","33.8849","33.0473","35.3713","30.618","29.6474","29.7","28.0163","27.9029","24.7935","16.8104","16.6518","15.5504","13.0375","12.8068","13.6851","11.1295","10.1674","8.5948","8.4443","9.4072","8.591","9.1772","10.0857","11.4444","9.9638","11.086","10.2183","10.6269","10.8764","11.2002","11.0937","11.6884","12.4946","13.3171","15.1495","16.5911","17.2553","17.3444","17.1886","18.3525","14.8925","14.8057"
643,"RUS","Russia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.2178","8.0022","5.5767","5.4096","5.2135","4.507","4.1111","3.712","3.9231","3.9635","3.9492","3.9741","4.0279","3.8816","3.9362","4.1391","4.2835","4.2166","4.321","4.3051","4.367","4.2696","4.5258","4.5636","4.9477","5.3525","5.3339","5.5207","5.9951","5.8016","5.9346","5.9102"
646,"RWA","Rwanda","0.7622","0.7782","0.7144","0.6464","0.6028","0.6519","0.7226","0.643","0.7424","0.7966","0.7642","0.7251","0.7277","0.7318","0.7395","0.706","0.7526","0.8086","0.8614","0.9036","0.934","0.9745","0.9203","0.8758","0.7616","0.83","0.8758","0.8467","0.8419","1.141","1.0159","0.8555","1.1922","1.2635","0.9862","0.9164","0.927","0.8368","1.036","0.9724","0.9502","1.2274","1.2668","1.5336","1.8684","2.3773","3.3366","3.42","2.383","2.3863","2.3245","3.7851","4.1746","4.1824","6.0814","6.0927","7.9993","6.0614","8.3084","8.3354","8.1943","7.8652","7.1635"
652,"BLM","Saint Barthelemy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
659,"KNA","Saint Kitts and Nevis","1.8842","2.0062","2.0033","2.2718","3.508","3.5086","3.4638","5.9008","9.5826","12.3853","6.7632","6.783","6.7766","9.5897","12.4139","15.2243","18.025","18.0344","18.0363","18.0346","20.8431","22.4491","22.451","27.5972","27.5875","33.6512","33.604","37.1495","10.1626","10.4966","13.3264","13.3689","13.3034","22.5779","19.8529","23.159","30.8935","30.8425","27.0713","29.3701","30.1558","4.1832","4.1582","4.2112","7.8257","10.7745","10.7877","11.3704","10.0952","9.3457","8.9783","4.7914","3.7069","6.4545","4.8874","4.5472","3.5974","4.3883","3.7638","3.3018","4.0326","4.503","4.5843"
662,"LCA","Saint Lucia","8.5692","8.626","8.611","10.3114","13.4872","13.484","15.8151","18.3021","31.44","36.1774","33.6231","33.4325","35.808","36.0362","28.1197","23.1197","15.5494","3.934","3.1857","5.5041","5.5112","5.5852","5.6672","5.7497","5.2896","5.5791","5.6648","5.7111","51.6191","42.0229","47.7978","4.0228","3.986","4.9384","4.621","4.8426","4.9226","5.6059","18.301","26.0565","19.2264","12.4911","24.3367","14.6727","16.702","15.688","12.674","9.4857","13.1189","11.0413","10.9635","18.8653","10.0703","14.8926","14.7199","14.2807","15.6828","15.3883","17.1752","13.5224","12.2005","12.5004","12.8058"
