"code","iso","country","NCR.raw.1961","NCR.raw.1962","NCR.raw.1963","NCR.raw.1964","NCR.raw.1965","NCR.raw.1966","NCR.raw.1967","NCR.raw.1968","NCR.raw.1969","NCR.raw.1970","NCR.raw.1971","NCR.raw.1972","NCR.raw.1973","NCR.raw.1974","NCR.raw.1975","NCR.raw.1976","NCR.raw.1977","NCR.raw.1978","NCR.raw.1979","NCR.raw.1980","NCR.raw.1981","NCR.raw.1982","NCR.raw.1983","NCR.raw.1984","NCR.raw.1985","NCR.raw.1986","NCR.raw.1987","NCR.raw.1988","NCR.raw.1989","NCR.raw.1990","NCR.raw.1991","NCR.raw.1992","NCR.raw.1993","NCR.raw.1994","NCR.raw.1995","NCR.raw.1996","NCR.raw.1997","NCR.raw.1998","NCR.raw.1999","NCR.raw.2000","NCR.raw.2001","NCR.raw.2002","NCR.raw.2003","NCR.raw.2004","NCR.raw.2005","NCR.raw.2006","NCR.raw.2007","NCR.raw.2008","NCR.raw.2009","NCR.raw.2010","NCR.raw.2011","NCR.raw.2012","NCR.raw.2013","NCR.raw.2014","NCR.raw.2015","NCR.raw.2016","NCR.raw.2017","NCR.raw.2018","NCR.raw.2019","NCR.raw.2020","NCR.raw.2021","NCR.raw.2022","NCR.raw.2023"
174,"COM","Comoros","16.0849","16.1323","15.9905","16.4355","15.9634","17.1802","17.4233","17.9055","18.6965","18.1499","17.7721","16.1934","19.8326","19.1384","16.6059","17.0393","17.4542","17.3832","18.172","16.6808","14.7518","15.48","15.8168","14.3114","14.5915","15.2744","14.3043","14.4528","14.9713","17.5251","15.8081","16.0894","15.5195","13.904","16.3855","16.5629","16.3573","16.4695","16.7001","16.9172","16.9896","6.8017","7.0031","11.2007","14.6383","18.3941","18.6483","19.1993","19.4745","20.0188","20.3684","20.6812","21.0507","20.6321","20.7485","21.441","21.6379","22.0866","22.2626","22.505","22.8163","22.4541","21.7108"
184,"COK","Cook Islands","41.3366","41.0481","42.7608","43.7867","47.187","48.3126","39.934","60.1012","48.5831","48.4389","49.535","40.6503","44.3796","43.023","42.7573","42.1003","39.994","37.5873","47.005","41.5356","48.7182","48.6949","35.9588","42.3985","42.1971","39.0625","28.3808","43.8601","34.7684","28.4079","32.9164","36.8359","40.9797","38.3401","44.061","50.5888","57.7435","64.0891","38.7474","40.2248","40.4981","54.3522","46.5214","38.0678","43.5201","51.0098","49.4201","49.4079","46.8882","45.6995","46.6381","47.6567","48.1855","47.4726","46.3721","46.9687","45.7371","46.0247","44.6622","45.2584","45.2276","45.1195","45.1972"
188,"CRI","Costa Rica","19.7175","20.3008","22.4163","23.0611","25.4397","28.1489","28.7302","29.5148","30.1636","31.6301","32.4524","34.0393","36.7086","35.1773","38.1965","38.1708","42.1389","42.4419","42.8345","42.5863","43.1743","39.8197","44.2998","47.7451","46.6905","45.6641","44.6532","47.1228","48.5059","51.6511","54.1552","56.7097","60.4039","62.8976","66.5995","66.0765","70.9095","65.9855","67.8489","70.2998","70.7521","65.8368","70.7029","70.635","71.7227","76.4617","78.0351","78.3421","73.1099","72.7246","71.4215","78.0712","80.1603","80.8466","78.4956","84.7824","77.3962","80.2197","67.5171","72.4575","74.4198","71.4999","68.4842"
384,"CIV","Cote d'Ivoire","8.0532","8.6075","9.1863","9.8845","9.2645","10.1812","9.7127","11.1275","11.2718","11.5964","12.0341","11.8901","12.1282","12.312","13.804","13.6251","13.3016","13.424","14.928","16.0674","16.6297","15.785","15.9847","15.5829","16.2193","16.084","16.4775","16.2112","17.522","16.4365","17.4706","17.3623","15.1298","16.8133","15.9781","16.7154","17.827","18.7825","19.0893","20.3581","20.0543","20.6233","20.3511","17.9155","18.6028","18.0887","16.7297","17.0367","16.4252","18.0243","18.5504","18.8105","18.5275","19.0198","18.731","18.2501","18.652","17.8504","18.5529","18.5674","19.317","19.038","18.4887"
191,"HRV","Croatia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35.0823","45.5835","41.3277","43.6369","47.5261","53.3664","54.0958","50.6447","56.278","65.7053","73.0221","48.8934","69.7878","68.532","74.0592","64.7013","85.9795","81.1392","69.838","70.1123","64.0388","78.0923","78.4395","77.9154","95.3603","80.985","93.7575","93.47","94.8783","90.1407","79.1184","72.7773"
192,"CUB","Cuba","133.7189","88.6786","72.7684","75.8897","109.2456","88.5889","105.3209","84.674","74.926","121.2952","79.896","62.1215","62.9495","70.0243","65.891","64.2982","72.573","82.6259","90.3803","75.9622","78.9417","84.9358","80.1508","87.1957","75.3877","74.8698","75.2949","77.4056","83.816","83.6333","80.2329","64.3396","42.2735","41.6869","33.8236","43.4183","40.2309","35.9188","38.3136","44.0297","39.7944","42.5038","33.8852","35.5345","22.9371","20.2699","22.1845","25.3901","25.7151","22.7313","24.3571","29.909","31.9561","32.9471","35.1044","35.2614","35.2641","27.6553","31.3616","25.1377","19.3199","17.6789","16.9733"
531,"CUW","Curacao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,"CYP","Cyprus","9.6946","13.1037","12.713","10.1543","17.2347","11.7804","16.4068","13.0901","16.5405","12.1275","18.5354","15.8508","6.498","23.0603","19.7519","22.721","21.7431","22.1253","21.5483","23.7177","22.6113","21.5217","19.7759","22.7098","26.4818","21.3776","27.5602","32.12","31.7039","26.6705","19.0423","34.4217","38.0542","32.2126","34.71","32.5643","17.4567","21.2119","29.526","18.9365","28.219","31.4348","29.9761","24.5346","17.5944","17.6883","18.1382","12.1342","18.1635","21.3363","23.215","24.387","19.5364","12.7985","22.7144","11.8241","14.6644","11.0288","16.7217","16.9648","16.075","16.4851","14.5287"
203,"CZE","Czechia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49.2506","49.9569","51.5483","51.5166","52.5298","52.3184","56.1999","52.1587","58.6321","60.8548","50.9034","79.732","69.8579","63.0357","69.4681","79.2247","77.1472","69.9039","81.8156","68.6848","81.1393","93.3688","85.686","90.0088","79.6067","78.0419","79.5812","84.314","83.6861","86.6222","85.1977"
180,"COD","Dem. Rep. Congo","10.2762","10.142","10.0891","10.0108","9.8955","10.1116","10.52","11.2168","11.5352","11.8956","11.8802","12.0689","12.3283","12.4988","12.7557","12.8279","12.8978","12.4418","12.8921","13.4423","13.6113","14.454","14.8134","15.2167","15.4997","15.722","16.084","16.5468","17.1243","18.2336","18.8979","19.4161","19.9056","20.4786","17.019","16.993","17.0032","17.3424","17.0927","16.7583","16.4499","16.2352","16.3524","16.5088","16.5799","16.723","16.9342","17.0042","15.1176","18.6839","17.611","16.1739","16.2063","15.9855","15.8932","16.1089","15.7755","15.7888","15.8941","16.5625","16.6792","16.2111","16.2142"
208,"DNK","Denmark","38.2552","42.4185","41.5243","47.1347","46.2857","44.5909","46.239","50.4751","50.2596","47.4172","53.0346","52.8262","50.296","55.8017","48.6231","45.3647","56.7778","57.0186","58.8612","55.2385","58.2052","65.4906","54.8092","81.9119","77.3763","78.4898","71.579","78.0556","86.2858","95.359","89.5228","68.1289","81.0867","80.3842","91.0886","90.2316","94.2446","93.8006","88.8067","92.1042","90.03","85.6991","89.5049","90.2217","87.8363","82.425","82.5671","86.9727","94.8017","84.0401","80.4686","87.5864","86.5895","92.678","98.7271","86.643","98.2357","67.1706","93.3323","91.8013","86.7823","96.7325","75.947"
262,"DJI","Djibouti","5.8464","5.8464","5.8464","6.423","8.109","8.6321","9.1941","9.7575","9.7599","10.3377","10.3377","11.4639","12.0795","13.3335","13.4635","14.7307","15.9327","17.6447","25.7109","94.1084","96.69","102.6432","102.7853","114.5579","115.4893","126.8487","126.6049","115.5681","128.055","206.324","136.7719","140.5394","140.2565","142.6719","134.7012","136.0419","139.9254","141.7572","147.3131","151.5203","156.2573","161.0841","126.1819","142.0756","141.8649","107.347","111.5881","132.7973","129.1143","109.7363","98.1523","115.1188","109.2761","106.8665","108.2417","108.3541","175.1424","215.7102","287.1184","234.2937","190.0418","161.9048","184.9587"
212,"DMA","Dominica","23.6497","20.9492","22.9256","22.1421","25.4501","25.4676","23.9291","25.0169","25.7326","24.9134","24.9232","24.469","28.3855","28.1441","29.7941","31.5811","33.1368","35.1294","30.9262","20.3448","21.8922","26.5947","31.492","31.1654","31.2943","32.3649","33.2962","39.6913","37.3102","33.3968","33.5475","33.0923","35.5816","32.7098","33.0756","36.5147","35.1277","33.388","29.6926","26.6587","23.2131","22.5668","21.6611","22.0095","21.4735","22.6249","23.2686","25.0882","22.7632","18.3737","19.5258","20.6811","22.5386","22.6482","23.9109","24.7304","24.0423","23.4046","23.5224","23.4502","23.4996","24.3344","24.463"
214,"DOM","Dominican Republic","43.0611","43.835","41.1107","42.4005","33.1292","37.2179","37.0756","32.3713","41.7864","43.4771","47.8642","46.7794","47.1029","46.4116","41.9321","45.8784","45.3637","45.9395","42.1375","38.2531","39.6711","45.5685","46.1092","44.1146","37.7783","35.8182","39.0485","38.6563","38.663","35.0055","35.6235","36.8459","37.1289","33.0948","33.7926","35.7585","41.2497","35.4151","33.7862","40.9052","53.8292","56.7463","60.5062","56.1066","60.2782","70.8847","70.7281","56.658","69.9923","70.5528","71.4191","73.5163","70.2711","83.0141","85.9107","86.8095","91.0025","99.2622","104.7172","106.5928","110.9263","113.3449","127.7746"
218,"ECU","Ecuador","19.7395","19.6554","20.9192","23.6552","25.6663","26.3086","24.1796","26.0702","22.9821","21.9311","20.8769","19.4016","19.5754","22.1661","23.7306","21.1787","23.4868","21.6268","21.942","23.886","23.5478","21.9521","18.2906","20.751","21.1713","22.96","24.3563","24.8358","26.5655","26.0517","22.758","23.3067","25.052","26.7885","24.2772","25.8986","26.6773","25.614","29.4033","25.1989","31.058","31.4777","34.2782","36.6552","36.0737","36.0718","41.7587","40.7068","40.4446","41.0396","39.2448","39.8927","35.7905","46.3507","49.469","43.295","45.8638","42.7126","44.1694","46.1579","50.0816","46.7237","42.6486"
818,"EGY","Egypt","67.2432","88.3855","88.5823","91.2575","85.1945","80.6495","76.3693","83.0487","87.1906","87.2248","89.099","90.1368","89.9471","86.3196","87.2096","92.7571","92.5069","102.6389","110.6391","112.8247","112.0405","114.6787","112.4679","110.1223","114.5886","113.667","115.6161","116.9253","124.1172","134.2768","140.6701","129.2323","134.7869","127.3042","127.4251","139.6657","141.7981","138.8873","136.603","149.45","146.1066","148.9386","149.1058","152.9988","156.3101","157.9171","156.3875","160.2274","151.6339","139.6716","157.4756","157.6318","157.7485","158.3807","156.3304","155.7857","152.0317","135.8247","146.3756","146.6969","153.1034","151.2359","152.5482"
222,"SLV","El Salvador","28.2229","33.7931","36.8322","37.5468","41.6542","38.0252","35.4567","35.3629","38.5521","42.0028","45.1656","46.5152","50.2018","54.2564","57.3644","50.7134","55.2882","58.4702","53.051","47.1596","42.0311","41.7195","45.5364","47.237","44.7965","41.5109","37.7496","37.1469","35.7832","38.1026","41.3695","46.9557","42.2181","38.1686","40.3629","48.1866","47.9747","47.0056","47.8342","45.3217","44.8548","43.5876","44.9271","47.8735","48.1967","52.3069","49.0802","54.7414","54.6879","46.7108","47.5727","54.9546","55.4677","53.8521","49.714","56.4114","55.0173","52.959","55.2225","53.3845","55.6009","52.7821","52.8808"
226,"GNQ","Equatorial Guinea","8.1566","9.3949","9.5983","10.5234","10.4012","10.9635","10.5996","11.4392","9.6886","11.1567","8.7412","6.5269","6.8001","7.0642","6.2512","5.6086","5.5741","5.8168","5.9826","6.6056","7.248","6.9057","7.0791","7.8107","7.6755","7.8531","8.3931","8.3855","8.0094","10.163","9.5744","9.0956","8.9825","9.0126","9.172","9.2946","9.3012","9.112","9.4464","9.8211","9.8724","9.6691","10.0553","10.3133","10.6192","10.8444","11.3027","11.4746","11.5041","11.8717","12.1413","12.4127","12.4671","12.5861","13.3135","12.8784","13.3008","13.5788","13.9073","13.8406","13.7411","13.8213","13.8702"
232,"ERI","Eritrea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.6596","15.1436","10.9359","10.2588","10.0145","19.682","14.9033","7.5222","10.9845","5.2446","6.3285","6.4559","12.924","11.9065","14.3708","4.8787","8.2044","8.4458","9.9975","10.0152","9.8769","9.9465","9.9253","9.9309","9.9846","9.9744","9.9972","9.9973","9.9987","10.0123","10.0203"
233,"EST","Estonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12.4081","16.2055","12.1078","13.6963","16.2532","16.6198","14.5536","11.6752","19.3002","19.4896","20.7949","23.1784","27.5006","30.4323","27.252","37.1828","34.8825","36.8144","28.6042","32.9422","40.9413","41.0254","47.69","59.6227","37.8139","50.5681","35.6743","61.2771","62.1107","50.3743","59.0774","46.1346"
748,"SWZ","Eswatini","29.6494","25.253","29.4633","32.2226","35.1821","41.228","45.3823","42.0684","46.0202","54.5564","53.1467","51.5228","48.2659","61.0167","59.0621","61.3803","63.4224","59.1941","55.606","71.3004","107.2649","105.4583","103.3638","93.5149","99.6855","111.5938","96.9902","93.4699","88.2619","96.9669","93.8633","87.5401","84.4844","86.6694","83.5059","93.3535","93.0621","95.5808","103.0615","89.6765","88.9796","98.4034","97.2879","102.0565","109.9917","105.1706","102.4714","104.6387","105.1727","107.8442","110.7304","112.687","116.3135","115.8626","114.9404","112.7645","116.9453","119.6377","118.616","119.4213","110.7967","118.0686","116.7108"
231,"ETH","Ethiopia","9.0008","8.8239","8.8244","9.1405","9.0087","9.1873","9.3287","9.2564","9.4875","9.8663","9.9652","9.7707","8.7057","8.4641","7.816","8.6429","8.8245","8.1259","9.9838","12.0882","11.2767","11.2171","13.2056","11.2575","9.6436","10.624","12.0481","13.0182","12.8808","13.9589","14.7011","12.5536","12.3216","12.1131","15.2017","19.4801","19.2477","16.1967","17.8413","18.1917","21.0628","20.1392","18.9579","18.3944","21.7291","20.8942","21.3818","23.0719","25.3715","26.1227","26.7163","28.8181","30.9792","32.5538","34.4861","34.6971","35.9636","34.6825","35.4656","35.9012","34.0441","35.4856","36.328"
234,"FRO","Faeroe Islands","74.2296","70.5545","79.315","65.3409","61.0674","68.9733","61.0247","63.3751","52.4351","69.9134","55.5974","50.2556","45.213","45.5121","42.9908","57.9051","55.5547","55.5547","55.5547","55.5547","55.5547","55.5547","56.8367","57.6914","59.8281","59.8281","59.8281","59.8281","59.8281","61.9648","63.2024","64.8528","64.4618","64.6554","64.705","64.6285","64.4447","64.1734","63.8375","63.4541","63.0281","62.4747","62.0405","61.6546","61.3123","61.0315","59.8281","60.8516","61.0042","60.4499","62.2507","64.1016","68.375","72.3625","59.4632","64.7113","63.079","62.8988","62.6953","59.2338","59.5136","59.6175","59.7215"
238,"FLK","Falkland Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,"FJI","Fiji","64.2495","80.0796","93.2783","92.5059","84.815","81.3929","81.4538","103.2281","94.3049","103.575","94.2821","84.6277","89.3838","81.1144","76.5214","78.7645","87.5771","85.8695","109.6081","95.2345","103.182","104.1374","65.6236","105.2282","76.13","98.7521","68.8224","68.4274","81.4934","80.597","64.6146","70.484","72.0584","78.4986","81.9346","79.6195","76.1529","57.7932","83.3892","83.1501","76.0946","81.1105","72.9486","82.0165","84.3145","95.5138","86.2438","84.0522","83.5617","51.3146","63.148","46.2445","52.2654","58.9372","58.7769","46.0382","53.2932","55.5091","59.4513","58.5356","51.2385","58.5033","58.5345"
246,"FIN","Finland","16.7517","12.6066","16.1709","14.9666","18.9258","16.5223","18.8255","19.7301","21.7437","24.3362","26.0934","26.1989","24.7687","25.1528","30.101","34.7604","25.4738","26.9705","29.1137","30.7974","22.8192","32.2192","37.0794","34.6863","34.5959","34.4254","21.3155","28.4483","37.779","42.012","32.928","26.7409","33.1827","32.6604","34.8604","38.0083","39.2522","28.1114","29.6121","40.2954","36.7683","39.2622","37.1541","35.1055","39.211","36.6288","39.387","39.3718","40.5489","30.3488","35.7941","34.4855","38.5911","38.9972","35.3529","34.4144","33.0421","27.0906","38.6293","33.3006","26.2269","35.664","30.229"
250,"FRA","France","25.636","30.9318","30.0427","31.9842","35.2429","32.1145","38.5897","40.7758","40.1137","38.9119","45.0684","48.5528","51.1784","49.1844","43.1704","41.1845","46.9456","53.1862","52.544","58.2776","56.7272","60.1728","56.7144","70.2702","68.0086","62.4639","69.7214","74.4342","76.2941","77.5201","79.3258","78.1707","71.8236","70.8484","70.9993","79.5878","81.3836","87.0079","83.6889","81.5612","73.5123","84.5966","70.3074","86.3788","80.8113","77.0926","74.5392","84.9197","87.8662","83.3179","81.9595","84.7316","82.3364","89.4433","90.0387","71.0467","87.8309","80.4006","87.534","75.671","87.5105","82.6249","87.1782"
258,"PYF","French Polynesia","110.36","127.383","123.5668","119.9752","105.977","105.6226","96.2529","92.0044","126.1598","116.1728","108.1316","96.0646","75.4259","67.191","107.1539","95.0075","75.8746","69.4924","75.2793","99.6116","83.7601","96.4777","61.6436","47.0564","73.1205","73.6005","80.1943","65.5857","63.6887","73.7338","59.3465","59.8748","59.4978","59.9679","64.737","61.8396","60.809","44.5723","48.3708","56.6723","53.3144","56.1405","54.9931","52.0315","58.2835","60.9242","60.9627","57.6175","51.256","53.9475","53.2861","53.2024","52.0142","52.5559","50.0852","52.4818","50.4804","49.3741","50.2758","48.2462","48.3485","47.6937","47.6584"
266,"GAB","Gabon","9.8798","9.0981","8.1959","7.5612","7.1087","6.7132","6.3975","6.3361","5.9075","5.8138","5.6204","5.4281","5.1517","5.12","5.0314","4.707","5.2479","5.5523","5.9872","6.5339","6.485","6.5468","6.8862","6.8908","7.2812","7.9471","8.3297","8.7393","8.5977","8.7554","9.4038","8.7885","8.7318","8.646","8.7112","8.8981","8.8097","9.4546","9.1729","10.0959","9.8043","9.9724","9.9867","9.9617","10.2696","10.4279","10.7743","11.4437","11.7155","12.2563","13.1367","13.3276","14.0215","14.3876","14.6016","14.7177","15.2679","15.2967","15.6293","16.0597","17.2865","18.4423","18.7121"
270,"GMB","Gambia","43.8034","44.4871","42.7973","43.5944","47.4637","50.2141","45.4251","48.908","44.6862","45.7581","47.6829","40.6847","46.986","35.7071","35.4654","35.1331","25.4082","32.7064","19.6433","21.3663","30.3958","34.7299","28.7825","32.0214","29.3775","32.9391","32.508","27.1747","35.9402","24.034","26.3086","24.0219","29.3836","26.8775","25.1693","20.0422","23.9342","22.2089","31.9293","34.8177","36.9017","21.1221","27.5816","33.2674","27.7407","27.9199","18.5036","22.4258","23.1254","24.9412","14.3656","18.8618","16.4209","13.5836","16.2698","12.7987","10.1979","6.4505","7.2167","7.8509","8.3112","9.2626","9.8849"
268,"GEO","Georgia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12.2567","10.6106","11.4692","12.6439","13.9708","19.1268","13.833","17.8268","10.1031","16.6656","14.5234","16.4941","28.1932","29.4348","13.7527","17.9035","17.8972","15.1945","11.6827","19.0291","17.9754","20.8188","17.9063","18.8283","21.6531","16.6982","21.1008","21.0949","23.028","24.1814","22.186","22.5438"
276,"DEU","Germany","39.2548","47.5599","48.4656","49.9825","45.5939","46.5938","55.8972","57.4035","53.2412","51.6706","58.5441","59.2128","60.5672","65.4831","59.8838","54.1846","61.1903","66.0961","62.927","63.5504","63.3472","68.4584","63.5628","74.243","74.6513","74.6231","72.3528","74.6653","74.7769","75.9141","81.8282","74.6537","75.9816","75.706","82.1067","83.5618","90.9583","91.9925","94.5603","94.1916","101.9015","90.4254","82.2324","106.5776","96.6605","92.5032","88.4026","101.8611","105.2729","94.3653","87.09","94.712","100.4118","110.1434","101.2684","96.258","96.9987","80.8085","90.3323","91.406","90.4386","94.0675","92.025"
288,"GHA","Ghana","11.1603","11.1461","11.2177","12.6243","11.272","12.2665","13.0965","12.4989","12.9308","15.37","15.7649","14.6205","15.2735","17.2158","15.4234","14.052","11.9633","11.2778","12.5825","12.3756","13.3939","11.3373","10.5099","13.6083","12.377","13.2734","13.5534","14.3834","15.2213","11.6477","16.5736","16.4801","18.397","17.4724","18.9167","19.2343","17.1003","18.5641","18.6965","18.6414","19.1214","22.7886","22.9779","22.9627","23.4529","24.0517","21.3871","25.5968","27.8704","28.3718","29.4107","30.6103","30.0265","30.8122","30.3295","30.2674","32.1933","33.9492","36.0861","36.9092","38.9646","39.6071","40.8172"
300,"GRC","Greece","25.4336","24.2531","23.4328","26.201","27.1021","28.6877","29.8627","24.4855","27.0639","30.5807","31.06","31.536","30.8631","34.2795","35.8071","36.2088","31.8903","38.6134","35.6164","42.1126","42.8384","42.6678","38.4744","42.4765","40.5943","45.7289","44.4176","47.8215","51.3931","40.6482","50.0167","47.8694","48.9313","54.7722","55.1066","53.8035","54.9148","54.6052","54.4264","56.7174","56.8173","55.5005","49.5086","55.0435","55.5933","49.7586","48.3454","50.6574","49.6828","45.9391","47.6417","47.6139","48.183","50.2639","53.3835","49.6885","51.3228","46.7707","48.2459","55.1105","54.5316","29.5175","28.584"
304,"GRL","Greenland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
308,"GRD","Grenada","17.0163","17.6454","18.9083","17.9595","20.081","20.4391","22.3286","22.1598","22.2822","20.6909","19.79","19.6647","18.4614","16.1413","17.4868","19.5279","19.7621","22.7163","23.0622","23.7801","25.1988","22.9589","21.7803","23.7716","25.366","25.004","30.0876","28.075","27.8463","28.8264","30.6743","30.3796","31.6264","31.9514","33.7937","31.1162","30.8419","29.5136","26.8751","27.291","23.4823","25.0099","25.634","25.8977","27.2724","28.5987","30.7575","30.8007","26.6633","33.3003","34.2505","42.0046","41.927","45.4308","46.0442","45.5644","42.6071","43.1764","40.0406","38.84","40.5701","40.411","40.3015"
320,"GTM","Guatemala","14.5554","17.5067","20.573","22.8382","23.6733","24.5396","22.5647","25.1121","26.3714","25.8872","25.1482","29.1131","32.3966","35.7729","36.7896","38.5099","40.5953","40.5842","40.9676","41.3924","40.1615","38.0635","34.4753","34.9579","36.4961","37.3467","35.6409","38.6471","39.0095","45.3337","47.088","49.9753","45.937","43.9013","49.7145","50.644","50.913","51.0255","47.3985","45.1945","46.1004","45.9586","44.6285","52.8423","53.6356","51.6245","54.7241","55.2739","58.4987","60.5207","59.3614","66.5429","72.0907","80.2899","77.9242","78.1755","67.0559","69.4215","69.4001","67.3537","65.6476","66.3614","67.3623"
831,"GGY","Guernsey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
324,"GIN","Guinea","5.6557","5.7868","5.3581","5.7389","5.5411","5.8883","6.168","6.1789","6.2063","6.3658","6.5728","6.4596","6.4769","6.5379","6.6475","7.0408","7.0963","7.1467","7.4361","7.5597","7.637","7.6983","7.7299","8.1659","8.2614","8.4728","8.4825","8.5128","9.0836","9.4782","10.1639","10.6672","11.0463","11.3047","11.7104","12.0589","12.6495","13.319","14.0834","15.04","14.7016","15.1051","15.958","16.8705","17.77","18.238","18.452","18.3204","18.0124","16.2672","16.6878","15.7958","16.0962","15.4641","15.7051","16.1092","16.91","17.2835","17.7946","18.1759","18.778","19.3832","19.3455"
624,"GNB","Guinea-Bissau","16.9635","17.1307","16.0828","15.6128","13.541","13.1322","12.3749","12.1336","12.0732","11.8728","10.6075","11.4854","10.6835","11.3128","12.8163","14.5703","12.8839","12.7192","13.0898","13.5525","14.9699","16.2284","13.29","14.5531","13.8701","16.4025","15.5877","15.4851","14.3002","14.6218","14.2814","14.2282","14.2513","14.2102","14.7407","13.9656","12.6234","13.1885","12.5733","12.581","12.9386","13.192","13.1056","13.8712","15.581","16.0413","15.0418","17.9473","16.5737","17.2429","16.3481","17.7832","18.5541","17.257","19.0382","19.3084","19.7464","20.3016","20.3373","21.0071","21.3815","22.099","22.5662"
328,"GUY","Guyana","162.856","165.2434","150.448","151.9969","158.9421","161.2723","168.6364","153.2408","177.3345","163.5738","180.9803","152.0345","141.7614","176.1973","163.3229","163.1028","157.4605","184.0583","165.8617","167.697","179.1004","172.9202","153.3865","146.8648","144.4803","147.2819","136.384","128.4233","114.3679","110.6668","128.4616","136.9293","142.3458","151.2056","168.3476","173.0583","173.5972","156.9866","171.9072","145.6012","160.253","168.2981","168.4669","173.8086","143.3457","151.5189","150.3329","145.5377","150.6417","151.1464","170.0751","158.6468","169.427","195.0023","242.8184","193.8729","212.1069","194.6002","200.1823","205.2094","187.2511","193.1945","200.5824"
332,"HTI","Haiti","21.7925","21.5759","21.9422","21.9138","21.936","21.7481","21.8772","21.3667","21.944","22.4692","23.0751","26.247","25.366","25.535","25.5117","25.672","24.9106","25.7112","27.114","27.111","27.0709","27.076","27.3066","26.6143","26.2363","25.5253","24.5888","24.1835","23.6707","21.8735","21.9492","22.3063","21.1192","20.1004","18.9691","19.6286","18.9647","17.0747","18.0506","17.0743","17.1693","16.2994","16.8785","18.6898","18.2965","18.6508","21.8369","20.5408","22.3833","22.1551","22.482","21.7526","23.7129","22.8289","20.2806","18.8992","19.7783","19.4838","20.8455","19.0227","19.872","19.2916","18.7947"
336,"VAT","Holy See",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,"HND","Honduras","7.9203","8.4206","8.7092","9.6858","9.8664","10.5761","10.8724","11.0963","11.4321","11.0398","11.1648","11.302","11.0314","10.9635","10.5909","10.6959","11.8516","13.4268","13.4741","14.414","15.2271","14.6382","15.1418","15.3759","14.8079","14.9579","14.748","14.5218","15.6112","16.8848","16.3904","16.023","15.1936","16.2393","16.6695","18.5901","19.7172","18.9846","17.7888","25.186","25.3277","25.1803","29.7068","30.0394","31.044","31.629","34.982","35.2414","37.7278","30.5852","31.0212","32.9312","33.1961","32.5103","33.8502","35.6877","37.6975","38.5636","36.9444","35.2076","34.0891","34.7293","35.592"
