"code","iso","country","PCR.raw.1961","PCR.raw.1962","PCR.raw.1963","PCR.raw.1964","PCR.raw.1965","PCR.raw.1966","PCR.raw.1967","PCR.raw.1968","PCR.raw.1969","PCR.raw.1970","PCR.raw.1971","PCR.raw.1972","PCR.raw.1973","PCR.raw.1974","PCR.raw.1975","PCR.raw.1976","PCR.raw.1977","PCR.raw.1978","PCR.raw.1979","PCR.raw.1980","PCR.raw.1981","PCR.raw.1982","PCR.raw.1983","PCR.raw.1984","PCR.raw.1985","PCR.raw.1986","PCR.raw.1987","PCR.raw.1988","PCR.raw.1989","PCR.raw.1990","PCR.raw.1991","PCR.raw.1992","PCR.raw.1993","PCR.raw.1994","PCR.raw.1995","PCR.raw.1996","PCR.raw.1997","PCR.raw.1998","PCR.raw.1999","PCR.raw.2000","PCR.raw.2001","PCR.raw.2002","PCR.raw.2003","PCR.raw.2004","PCR.raw.2005","PCR.raw.2006","PCR.raw.2007","PCR.raw.2008","PCR.raw.2009","PCR.raw.2010","PCR.raw.2011","PCR.raw.2012","PCR.raw.2013","PCR.raw.2014","PCR.raw.2015","PCR.raw.2016","PCR.raw.2017","PCR.raw.2018","PCR.raw.2019","PCR.raw.2020","PCR.raw.2021","PCR.raw.2022","PCR.raw.2023"
499,"MNE","Montenegro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18.2281","5.8665","7.2607","7.6155","7.4752","8.1006","6.9402","7.4793","7.5385","7.867","8.1052","7.6393","7.6498","6.9952","7.297","7.4381","7.3014","6.9922"
504,"MAR","Morocco","1.2526","2.3671","2.6046","2.3866","2.5419","1.8045","2.3162","4.1699","2.8143","2.8298","3.6995","3.3659","2.4116","3.4207","2.7756","3.7438","2.0104","2.9692","2.945","2.9451","1.7282","3.2493","2.5436","2.6333","3.4173","4.594","3.0706","4.6054","4.4404","3.7147","4.8551","2.174","2.121","4.7461","1.6445","5.2556","2.7407","3.8922","2.7173","1.884","3.0788","3.4941","4.6585","5.0999","3.4778","5.6392","2.6714","4.0055","6.2543","5.7325","6.0939","4.3501","5.992","5.5455","7.1941","3.5694","5.6741","6.7153","5.4962","3.9487","7.1838","4.757","4.5205"
508,"MOZ","Mozambique","2.9324","2.9542","2.9306","3.1048","2.8433","3.0003","3.2237","3.3461","3.2201","3.2638","3.246","3.4805","3.5333","3.3613","2.9832","2.9633","2.762","2.7058","2.5785","2.7193","2.6975","2.4525","2.2294","2.1068","2.0781","2.19","1.9678","1.9229","1.9904","2.0622","1.8836","1.5237","1.9879","1.9875","2.395","2.6722","2.7809","2.9319","3.0868","2.6681","2.8243","2.5622","2.8872","2.8803","2.5091","3.0539","2.8488","2.6962","3.1676","3.2837","3.5758","3.6834","2.7593","2.6716","2.3038","2.5683","2.8068","3.1932","3.3629","3.2404","3.5479","3.8968","3.8075"
104,"MMR","Myanmar","2.4424","2.7593","2.8815","3.015","2.901","2.4196","2.7157","2.857","2.8335","2.8891","2.9608","2.745","3.176","3.1938","3.3724","3.4033","3.4957","3.8751","3.8939","4.7017","5.0831","5.3248","5.45","5.5518","5.6857","5.645","5.4135","5.1943","5.0893","5.1517","5.071","5.7671","6.2998","6.8291","7.0449","7.1968","6.952","7.1274","8.171","8.6042","8.9758","9.2206","9.8076","10.4149","11.4077","12.4049","12.5432","13.0614","13.1533","13.238","12.2303","11.695","12.0654","11.5033","11.4297","11.2059","10.7835","11.0834","10.7882","10.5972","10.9501","11.119","10.5694"
516,"NAM","Namibia","0.2868","0.2995","0.3012","0.3191","0.3445","0.359","0.3715","0.3899","0.3991","0.4005","0.4142","0.422","0.4368","0.4447","0.465","0.4664","0.4907","0.4972","0.5136","0.5272","0.5404","0.5579","0.5864","0.6103","0.5031","0.5951","0.5558","0.6269","0.6993","0.7141","0.7792","0.3282","0.5459","0.7182","0.4809","0.585","0.8953","0.7749","0.5796","0.8117","0.8056","0.6269","0.6807","0.9509","0.8216","1.082","0.7818","0.761","0.7631","0.8122","0.8173","1.0118","0.6865","0.8235","0.8361","0.6517","0.9345","1.0279","0.6061","1.1089","1.0119","1.0573","0.9763"
520,"NRU","Nauru","12.0363","12.0363","12.0363","12.1263","10.4392","10.4392","10.4392","10.4392","10.8676","11.1955","11.5234","11.5234","11.8677","12.2346","12.6015","7.255","10.5563","11.2735","12.0073","12.741","13.4808","13.5198","12.8535","10.922","11.6375","11.6974","11.7315","11.7847","11.8045","12.0826","12.3378","12.6075","12.8691","13.1349","13.4002","13.6641","13.9289","14.1937","14.4584","14.7231","14.988","15.2527","15.5175","15.7822","16.047","16.3118","16.5765","16.8413","17.106","17.2528","15.7679","17.7258","18.3931","16.4431","16.459","16.4723","16.5028","16.6114","16.6227","16.5999","16.6071","16.6124","16.692"
524,"NPL","Nepal","5.9785","6.004","6.0278","6.183","6.2941","5.9731","6.0213","6.238","6.4823","6.3052","6.1315","5.5595","5.9764","6.0356","6.1613","6.0106","5.7092","5.9339","5.4175","6.0353","6.2813","5.4569","6.9371","6.9491","6.9908","6.6049","7.693","8.507","9.1116","9.6684","8.5102","9.6299","9.0313","10.1565","10.3951","10.4245","10.6549","10.6564","11.3325","11.5338","11.7299","12.1522","12.9069","12.9591","13.3759","12.9086","14.1437","14.7983","14.1504","15.3407","16.9944","17.1242","17.6751","18.2283","17.8729","19.5664","19.7968","22.0653","22.8385","24.0764","23.8976","25.2139","25.031"
528,"NLD","Netherlands","12.4958","12.9104","12.0506","13.7006","11.3662","11.5566","13.8087","13.1975","12.9198","12.7276","13.3958","12.4189","13.1815","13.0794","12.0923","12.4184","12.8136","13.982","13.2919","13.367","14.1176","15.2058","13.0475","15.289","14.4395","15.8487","15.399","15.1864","16.1062","16.5153","15.1783","16.5285","16.3772","14.8122","15.518","16.6247","15.6363","13.4299","16.4729","17.084","15.5663","15.9337","15.6402","16.773","16.0094","15.7358","16.1019","17.3369","18.2217","17.5936","18.0456","17.5693","17.2146","17.9811","16.6193","15.8708","18.0382","15.5112","17.6098","17.0488","16.8537","18.2021","17.0974"
540,"NCL","New Caledonia","8.4057","7.6749","8.3465","9.3856","8.5051","9.8301","8.8961","8.7286","7.7176","5.3838","6.6608","7.1413","7.3367","5.9829","5.6292","4.6956","5.004","4.6168","4.4321","5.2265","4.9538","4.6529","4.8107","3.7058","3.946","4.0289","3.8659","3.8856","4.0462","4.4405","4.3548","4.223","4.5678","4.9551","5.1829","5.0376","5.1603","4.9261","5.0855","6.2473","6.4145","6.603","6.9613","7.0981","7.4187","6.8975","7.0443","6.9535","6.4094","6.5129","6.6142","8.0093","6.8439","7.1482","8.9216","9.3931","9.6099","9.9366","9.5712","9.8784","8.841","7.6949","7.3923"
554,"NZL","New Zealand","5.3766","4.9807","5.5506","6.3766","5.9814","6.3962","6.9694","9.1505","10.2562","8.1201","9.4602","10.9126","10.7163","8.4993","8.4892","10.4161","10.123","9.9236","9.2891","9.3924","9.0371","9.3786","9.6414","11.315","11.4704","11.7011","12.4629","10.9199","9.2643","11.2541","10.9017","10.8449","11.2739","12.053","11.4283","12.1244","12.709","12.0333","11.8226","12.1796","11.8506","11.728","11.485","10.09","10.7229","10.3317","10.6134","10.7229","11.1892","10.1689","10.5839","10.8234","9.8377","9.3627","11.183","10.115","9.716","9.5897","9.5146","9.9351","8.4576","9.4111","9.5952"
558,"NIC","Nicaragua","2.2447","2.917","3.3476","4.1089","4.9611","4.582","4.9293","4.682","4.4446","3.8363","4.2212","4.3566","4.6032","5.9713","5.4187","5.1231","5.4786","6.2637","5.5465","2.5896","4.1968","3.9115","4.2626","4.414","3.874","3.4594","3.1396","2.8161","2.5541","2.6458","2.6978","2.6512","2.3147","2.3441","2.3046","2.4132","2.1954","2.3448","2.2823","2.5181","2.4057","2.6203","3.0806","2.636","2.9741","2.9033","3.0114","3.0344","3.5504","3.5435","4.1414","4.4505","4.296","4.0057","3.7995","4.2205","4.4431","4.4625","4.4681","4.5894","4.6884","4.8789","4.4277"
562,"NER","Niger","0.4532","0.5481","0.5788","0.5755","0.51","0.5424","0.6241","0.446","0.5845","0.5301","0.5799","0.5736","0.3781","0.5958","0.5093","0.7082","0.7666","0.8154","0.8598","0.8766","0.8757","0.8611","0.8466","0.5596","0.8402","0.9276","0.7386","1.1712","0.9503","0.888","0.9116","0.907","0.7856","0.7738","0.7837","0.7848","0.6493","1.1527","1.022","0.7645","1.1211","1.2694","1.2465","0.9673","1.3296","1.4786","1.4497","1.9643","1.3498","2.1493","1.6078","1.8987","1.7374","1.8235","1.9928","2.1079","2.0937","2.3024","2.146","2.3389","1.551","2.4731","2.2154"
566,"NGA","Nigeria","2.295","2.4149","2.4693","2.4737","2.5924","2.2616","2.4476","2.4674","2.812","2.9653","2.6139","2.1015","2.4185","2.8378","2.4983","2.2305","2.1644","1.9523","1.977","2.0987","2.1104","2.1589","2.1666","2.3518","2.535","2.9014","3.0102","3.3765","3.7082","3.8859","4.0798","4.2213","4.3482","4.3545","4.4152","4.5103","4.6136","4.65","4.6838","4.6319","4.4316","4.6611","4.9086","5.1975","5.4892","5.9694","5.5029","5.8948","4.6294","5.5545","4.7879","5.3512","5.1476","5.6903","5.7324","6.3808","6.3777","6.6112","6.5109","6.5794","6.7659","6.8621","6.7076"
570,"NIU","Niue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,"PRK","North Korea","6.6498","6.9399","7.4821","7.7508","7.0788","7.5787","7.2494","7.1515","8.1377","8.1736","8.408","8.2249","8.665","9.1973","9.5172","9.924","10.3929","10.5032","10.8254","10.127","10.7829","9.696","9.9764","10.6327","10.6838","11.2874","11.4356","11.5243","11.8525","11.8254","14.6872","14.2156","14.3804","11.8411","7.7228","6.712","7.1137","9.1002","8.5234","7.6426","8.9114","9.2371","9.4659","9.6037","9.5759","9.6058","8.5606","9.2214","9.0176","9.062","9.3628","9.8045","9.9265","9.93","9.1519","9.365","8.9722","8.1579","10.2006","8.9252","8.9066","8.6993","8.44"
807,"MKD","North Macedonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.0159","3.7972","4.7816","5.2847","4.4","4.878","5.3305","5.5077","5.2008","4.3407","5.3782","5.249","6.9263","6.8889","6.6713","5.7757","7.0945","7.2278","7.0215","7.0118","6.1882","7.0672","7.6024","6.5808","7.6643","5.7602","7.1389","6.8043","7.1139","6.8377","6.9449","6.32"
578,"NOR","Norway","3.9949","3.0473","3.8569","3.5952","3.8554","3.3986","3.6995","4.7091","3.9032","4.7339","4.7963","4.5361","5.1053","6.1289","4.2074","4.6722","5.8152","5.975","5.522","5.9794","5.7939","6.0308","5.3329","6.8429","6.2567","5.2804","6.0331","5.1687","5.5679","7.3066","6.5974","4.8017","6.3364","4.987","5.0783","5.4101","5.8067","6.0833","5.5325","5.898","5.6355","5.316","5.9201","6.644","6.008","5.5624","5.7237","6.6419","5.1616","5.8954","5.0457","5.3629","4.8243","6.1859","6.7249","6.6217","6.5189","3.881","6.541","6.5354","5.9488","6.6431","4.0961"
512,"OMN","Oman","2.0808","2.1099","2.1284","2.1051","2.1067","2.1795","2.1099","2.0302","2.2207","2.1336","2.1804","2.1659","2.2957","2.2939","2.2849","2.3066","2.3602","2.3723","3.1688","3.7999","4.7449","5.1978","4.8656","4.5793","4.3126","4.3072","4.1519","4.0809","3.9242","4.094","5.1718","5.1575","6.1445","6.2747","6.3675","6.4827","6.794","7.3224","8.1466","8.0085","8.1395","7.4655","7.2784","7.9748","8.0651","8.3819","8.5575","8.5637","9.568","9.6008","9.6146","10.3577","11.1669","10.9446","11.5378","11.1563","11.8532","11.1555","11.3437","17.2934","15.2","17.3096","17.254"
586,"PAK","Pakistan","1.5369","1.644","1.7865","1.7172","1.7851","1.7679","1.9591","2.2554","2.4537","2.5683","2.6696","2.7063","2.6892","2.7703","2.6221","2.7595","3.0465","2.8156","3.2727","3.1972","3.512","3.4092","3.3934","3.6744","3.9727","4.6302","4.4895","4.6033","4.8924","5.1901","5.8162","5.2296","5.1244","5.1654","5.8731","5.6572","5.4807","5.8505","6.2804","6.4443","5.9261","5.8773","6.1642","7.3027","7.3163","7.1061","7.4549","7.642","8.0816","7.4206","8.184","7.7091","8.1449","8.4506","7.6998","7.9207","8.3625","7.7319","7.8707","7.9578","8.9115","8.0344","9.5666"
585,"PLW","Palau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
591,"PAN","Panama","2.1553","2.1495","2.2631","2.4552","2.6086","2.5238","2.7958","3.1551","3.2619","2.8874","3.0184","2.795","3.1189","3.2875","3.5164","3.4145","3.9832","4.0052","4.0391","3.8061","3.7389","3.8566","3.7333","3.6018","3.6034","3.2947","3.4811","3.2833","3.4812","3.4241","3.1763","3.3591","3.3278","3.4426","3.3741","3.4778","2.9538","3.2788","3.2014","3.2143","3.2806","3.4318","3.7008","3.3257","3.3448","3.4628","3.4657","3.44","3.2674","3.0371","3.3131","3.2616","3.5313","3.5994","3.5479","3.8652","3.8809","4.3407","4.6898","5.1021","5.109","5.4049","4.7398"
598,"PNG","Papua New Guinea","6.2844","6.3576","6.5922","6.3054","6.5475","6.8137","6.3614","6.5403","6.5708","6.4539","6.4515","6.5181","6.2788","6.2118","6.2246","6.1451","6.3493","6.5096","6.1657","6.546","6.3355","6.4688","6.7088","7.3446","7.7037","7.1131","7.2585","6.8535","6.2274","5.8238","5.8089","6.5734","6.7422","6.116","6.1041","6.9191","6.7636","6.4858","7.0619","7.2609","5.8148","6.1389","6.0765","6.1269","6.2307","6.1268","7.855","7.353","7.3003","7.2891","7.4589","7.381","7.5082","8.9595","8.9116","8.9484","8.3826","8.4331","8.5466","7.351","7.4807","7.6234","8.0086"
600,"PRY","Paraguay","2.7543","2.963","3.1644","3.5673","3.7692","3.3446","3.7699","3.7462","3.8702","4.6817","5.0241","5.2959","5.5525","6.1018","5.7047","5.9206","7.2189","6.6697","6.7557","6.2008","7.2321","6.8879","7.2521","7.9692","9.2839","7.0848","8.2663","10.4283","11.2322","11.3083","8.6518","7.4222","9.4655","8.6968","9.7619","9.8791","10.0038","9.5403","9.4403","9.0837","10.7992","9.5023","11.5649","11.0592","10.9366","10.8468","14.9789","14.7643","10.6331","18.0292","19.3067","12.2886","20.5864","20.5176","20.1478","20.4024","22.0007","22.2156","19.1474","22.7856","20.3429","12.5061","19.7446"
604,"PER","Peru","6.9318","6.7746","5.4234","5.6309","5.2738","5.6412","5.5374","4.9793","5.2458","5.4688","5.4295","4.3119","4.2562","4.3214","4.2847","4.0104","3.9551","3.5966","3.6879","3.2971","3.7124","3.7317","2.951","3.6635","3.7412","3.8613","3.9207","4.2047","4.2326","3.2068","3.1364","2.5886","3.0823","3.6173","3.8733","4.273","4.1705","4.2498","4.8552","5.1396","5.0939","5.3645","5.5101","5.2435","5.6146","5.7963","5.7717","6.2651","6.3574","6.4067","6.2469","6.7404","6.7038","6.6583","6.1502","6.49","6.285","6.7253","6.886","6.3607","6.0819","6.7639","6.6254"
608,"PHL","Philippines","5.7042","6.2836","6.5896","6.2955","6.282","6.5926","6.3442","6.3135","6.5514","6.9121","7.4966","7.4949","7.4083","7.156","8.2745","8.9609","8.4065","8.3718","7.8866","7.8896","8.2818","8.347","7.5596","7.2722","8.0094","8.8498","8.3865","7.9245","8.2507","9.6996","9.2658","9.2573","9.5245","9.9276","9.9193","10.1065","10.4113","9.0843","10.1762","10.714","11.0485","11.417","11.6166","11.9185","12.1681","12.4314","12.6397","12.9152","12.6774","12.1941","12.6571","13.0605","12.9346","13.0318","12.6987","12.1918","13.04","12.9745","12.8435","13.0187","13.3027","13.1764","13.1428"
616,"POL","Poland","6.5931","5.7936","6.4376","6.4661","6.8896","7.0557","7.4938","7.8837","7.5316","7.5493","7.8191","8.4234","8.9763","9.0258","8.3155","8.9124","7.9744","8.8338","7.7134","6.6512","8.0903","7.8392","8.3566","9.2558","9.0685","9.654","9.5862","9.1904","9.933","10.194","9.5097","7.2063","8.8419","7.5403","9.0163","8.9024","8.5139","9.4379","8.6626","8.0989","9.1026","9.237","8.3209","10.4455","9.6549","8.1719","10.409","10.2368","11.0862","11.2183","10.7934","11.484","11.9154","13.5497","11.8843","12.5747","13.4692","11.0375","11.5984","14.0818","13.8688","14.451","14.6197"
620,"PRT","Portugal","5.1959","4.4395","5.3736","4.0669","4.692","3.5345","5.0235","4.6763","4.4012","4.5432","4.302","4.2441","3.7944","3.957","3.9373","3.821","2.8784","3.2243","3.5159","3.3338","2.6342","3.8961","2.5949","3.7202","3.3511","3.9705","3.9629","2.9867","4.0726","3.42","4.5204","3.3364","3.5893","3.7779","3.7986","4.2334","4.258","3.8318","4.9157","4.0371","3.8853","4.3486","3.9936","4.7346","3.6985","5.1002","4.3653","5.1054","5.1413","5.1251","5.3463","4.9919","6.2031","5.5931","6.7318","5.6666","7.6308","6.7177","7.3785","6.438","9.4679","6.6974","8.5658"
634,"QAT","Qatar","5.36","8.06","9.86","11.66","13.46","15.26","17.06","18.86","20.66","21.56","23.9443","24.1459","0.751","0.4275","0.4708","0.8097","4.8938","6.4996","4.715","2.7109","2.8571","2.8907","2.0129","1.9224","2.118","2.0931","2.275","2.4391","2.8977","2.6789","3.4418","2.9805","3.112","2.9192","3.3525","3.5019","4.4295","3.7892","4.2138","4.3168","3.3201","3.4929","3.0938","2.9933","3.6328","4.1745","4.0926","3.1604","2.6863","2.7277","2.4431","2.3562","2.8151","2.6968","2.605","2.5788","2.4468","2.673","2.718","2.9895","3.81","3.776","4.5419"
178,"COG","Republic of Congo","0.9465","0.9836","1.0394","1.0591","1.0894","1.1462","1.3557","1.3376","1.2805","1.2212","1.2275","1.083","1.1292","1.1183","1.126","1.1171","1.1203","1.0865","1.1341","1.0882","1.1343","1.1885","1.1516","1.2369","1.3207","1.2897","1.34","1.4041","1.4067","1.3772","1.399","1.4154","1.4071","1.5238","1.6148","1.6514","1.5917","1.5759","1.6063","1.6647","1.7416","1.7789","1.8851","1.931","1.9822","2.0133","2.0397","2.1513","2.1769","2.1171","2.0775","2.1512","2.1186","2.2469","2.26","2.2407","2.2562","2.2725","2.2536","2.293","2.2792","2.3004","2.3156"
642,"ROU","Romania","4.4795","4.0174","4.2899","4.4885","5.0992","5.7168","5.6118","5.231","5.1801","4.4334","6.0166","6.8326","5.7807","5.784","6.0835","7.8744","7.43","7.3682","7.5088","7.7345","6.8606","8.264","7.3057","8.5821","7.9691","8.0175","7.0316","7.8233","8.1256","7.0436","7.5132","5.2162","6.4653","7.2521","8.0118","6.0296","8.6192","6.5758","7.1481","4.6553","7.6891","6.0737","5.7884","10.4452","8.4388","7.4041","4.1896","8.0721","7.1224","7.8092","9.5396","6.1308","9.8821","10.6623","9.4689","10.9462","13.9938","15.1214","13.9062","9.2031","13.5692","10.2022","11.2028"
643,"RUS","Russia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.5419","3.3712","2.7937","2.397","2.529","3.0123","1.8159","2.0783","2.4031","2.9791","3.0582","2.5603","2.9235","2.9975","3.0769","3.1131","3.991","3.6612","2.4777","3.8629","3.0364","3.7277","4.1221","4.1902","4.7535","5.2871","4.6714","5.0691","5.3098","5.1288","6.5158","6.038"
646,"RWA","Rwanda","3.6832","5.0046","3.7201","3.2976","3.6435","4.4119","4.7805","4.3178","4.7608","5.1665","4.827","4.2331","4.3722","3.8366","4.3399","4.4309","4.489","4.5117","4.5766","4.5185","4.6762","4.9297","4.841","4.3373","5.3131","4.6485","4.5606","4.1285","4.2286","4.0465","4.7962","4.5777","3.6206","2.4666","3.0696","3.5392","3.5551","3.6663","3.613","4.3637","4.3265","4.7913","4.4442","4.3035","4.7706","4.9406","5.0586","5.1977","5.8439","6.1152","6.3696","6.8125","7.0416","5.1273","5.2896","5.4567","5.7304","6.2466","6.5858","6.2458","6.4781","6.5312","6.9493"
652,"BLM","Saint Barthelemy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
659,"KNA","Saint Kitts and Nevis","8.674","8.1732","7.3662","7.8726","7.1708","7.3245","6.8227","6.6675","5.9006","7.7245","6.5567","5.965","5.2718","5.4091","5.4354","7.7939","8.3593","8.5382","8.9808","8.2863","7.9941","8.8723","7.1619","8.3682","7.556","7.9323","7.9003","8.2397","7.6956","5.8591","6.8077","9.2596","7.4055","7.8318","7.8783","10.0347","14.5701","11.7264","8.2041","8.5133","8.7736","9.1195","9.1255","12.1196","9.0121","1.4154","1.5666","1.66","1.4124","1.3516","2.4133","1.9003","1.893","1.7924","1.8344","2.1398","2.155","2.1501","2.4951","2.4675","2.4782","2.4598","2.466"
662,"LCA","Saint Lucia","9.4826","9.886","9.0285","9.0511","10.2653","10.3368","10.2261","10.2886","10.2667","9.7443","8.575","8.8499","9.1968","8.5283","8.5657","7.6536","8.0077","8.9893","9.2454","8.8875","5.7528","6.7308","7.2984","6.9933","7.3151","8.0749","7.947","8.4479","8.3404","9.2693","8.3774","8.4153","9.0576","7.2211","8.3312","7.9509","8.6187","6.6771","7.1702","5.9538","5.1644","6.0898","5.9979","6.309","4.9364","6.5802","6.3235","7.1172","6.6675","5.6038","5.5633","4.9771","5.1977","4.7833","4.7602","4.6872","4.8074","4.747","5.1695","4.8087","4.7096","5.1465","4.2903"
882,"WSM","Samoa","8.6353","8.7908","9.2283","9.9535","8.2771","8.8787","7.1655","8.7151","9.4669","8.1216","10.2094","10.067","9.5079","10.4678","9.8224","8.7827","9.207","8.3249","9.7851","10.063","8.6614","10.4237","8.9841","7.9701","8.8146","9.1195","8.5718","8.1487","11.6263","10.1378","7.8479","8.7584","8.9627","9.1461","10.2553","10.5831","9.9412","10.3735","9.2778","10.5852","11.0508","11.44","12.0911","12.5919","13.594","14.2726","14.1678","16.2729","19.0227","15.9448","14.3428","12.6147","11.3266","10.1162","3.9509","4.2395","5.6016","6.1752","6.555","6.5827","6.7196","6.698","6.7799"
674,"SMR","San Marino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
678,"STP","Sao Tome and Principe","5.5734","5.9663","5.1221","5.9605","5.9415","5.5591","5.5475","5.1218","5.1197","4.8607","4.9373","4.8978","5.0988","4.899","3.7744","3.5744","4.2297","3.8271","4.549","3.5592","3.5558","4.3365","4.3995","4.4853","4.6536","4.7959","4.3834","4.738","4.2975","4.1754","3.694","4.0305","4.1698","4.1665","4.318","4.8797","5.2501","4.4621","4.0943","4.1461","4.3065","4.3527","4.3951","4.2583","4.4989","4.4571","4.2888","4.3226","4.525","4.1698","3.8322","4.0741","5.0891","5.3445","5.0843","1.7383","1.8014","1.7267","1.7542","1.776","1.7744","1.9279","1.9961"
682,"SAU","Saudi Arabia","1.3977","1.3804","1.4682","1.453","1.5095","1.5166","1.4773","1.4766","1.4526","1.4406","1.2741","0.5435","0.5613","1.1038","1.0613","0.914","0.9939","0.9785","1.0799","0.8496","0.8871","1.3863","1.8882","2.8226","3.725","3.8484","4.3033","5.0321","5.0884","5.0917","5.211","5.2719","5.4874","5.2719","3.2309","2.5107","2.9466","2.8163","2.9734","2.6993","3.1579","3.4423","3.5706","3.8594","3.6829","3.7125","3.6256","3.0932","2.222","2.2086","2.0627","1.7278","1.538","1.9995","2.1828","2.1068","2.7756","2.8078","2.7831","2.952","2.5995","2.8374","2.9968"
686,"SEN","Senegal","2.0022","2.0213","2.1309","2.1283","2.2143","1.9334","2.2538","1.6046","2.0273","1.4301","2.133","1.2762","1.6839","2.3829","2.6658","2.3925","1.4909","2.6589","1.7774","1.624","2.7544","2.3853","1.5073","1.7392","2.5014","2.3352","2.6914","2.1723","2.5221","2.2594","2.4862","2.191","2.5236","2.3158","2.6813","2.1605","2.0991","2.1774","2.7436","2.5895","2.5947","1.6103","2.7842","2.3557","2.9537","2.401","1.9203","2.9514","3.1867","3.3441","2.1008","2.7699","2.4849","2.4394","3.4846","3.355","4.2988","4.7709","4.6123","5.9211","5.5659","5.41","5.9022"
688,"SRB","Serbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12.8972","10.0961","12.9855","13.4009","13.7212","13.5677","10.232","13.9776","15.8855","12.9102","16.2657","11.2975","16.3807","16.2278","17.1749","15.4911","12.7865","16.4166"
690,"SYC","Seychelles","17.3323","18.4736","17.648","22.9212","18.3399","20.1714","20.56","20.1039","16.525","15.069","12.4717","12.2423","11.6375","11.0558","10.8114","9.9889","10.7967","9.9343","12.3737","11.9198","11.8636","8.4166","9.796","7.6823","6.5218","5.7241","4.8943","4.7875","4.2824","5.1923","3.7232","3.6086","3.6373","3.7043","3.7775","3.8115","3.8118","3.7998","3.7816","3.7726","3.7721","3.7889","3.7638","3.7707","3.7407","3.7164","5.0146","4.9905","5.1139","6.2406","10.2005","8.4878","8.5289","8.5489","10.6424","10.5795","10.5738","10.5566","10.5585","10.6163","10.6174","12.6964","12.2402"
694,"SLE","Sierra Leone","3.7348","4.0525","4.0852","4.3603","4.4542","4.626","4.771","4.3825","4.8848","4.4559","4.477","4.5139","4.5117","4.6437","4.9383","4.9857","5.109","5.1195","4.4101","4.4449","4.3987","4.5339","4.2404","4.4272","3.7943","4.2602","3.9646","4.102","4.26","4.2762","4.2746","4.0126","4.0432","3.8976","3.548","3.8272","4.0614","3.5213","2.9427","2.5163","2.4604","2.4623","2.3615","2.3747","2.5946","2.8914","2.6659","2.7402","3.2158","3.4042","3.4863","3.9386","3.9199","3.7282","3.1246","3.0561","2.9685","3.0569","3.0073","3.2245","5.186","4.0067","4.0402"
