"code","iso","country","GHI.raw.2005","GHI.raw.2006","GHI.raw.2007","GHI.raw.2008","GHI.raw.2009","GHI.raw.2010","GHI.raw.2011","GHI.raw.2012","GHI.raw.2013","GHI.raw.2014","GHI.raw.2015","GHI.raw.2016","GHI.raw.2017","GHI.raw.2018","GHI.raw.2019","GHI.raw.2020","GHI.raw.2021","GHI.raw.2022","GHI.raw.2023","GHI.raw.2024"
231,"ETH","Ethiopia",1.25544173110431e-06,1.20250119742102e-06,1.18187522499773e-06,1.12021493868534e-06,1.07114428270445e-06,9.95535743294337e-07,8.94167552095175e-07,8.54496376222601e-07,8.05148643513856e-07,7.62434868815928e-07,7.12375633429289e-07,6.76808581348664e-07,6.33900665799463e-07,6.11468139309421e-07,6.03616363277385e-07,5.94432821386773e-07,5.48624976351321e-07,5.30787104985976e-07,5.19960740874126e-07,4.93981897838639e-07
234,"FRO","Faeroe Islands",NA,NA,NA,2.74599899533214e-07,2.64442512349815e-07,2.85918673203429e-07,2.52181762519411e-07,2.46152512533507e-07,2.51257002632815e-07,2.22516413691624e-07,2.23983628018155e-07,2.26780976748607e-07,2.42627673753394e-07,2.42697335422396e-07,2.36264371816228e-07,2.45624548963628e-07,2.40889339344674e-07,2.15667675977606e-07,2.06893156840487e-07,2.0817424976086e-07
238,"FLK","Falkland Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,"FJI","Fiji",2.75373528760676e-07,2.86648000998321e-07,2.81821237277239e-07,2.4561581769344e-07,2.37228856196536e-07,2.67839118889897e-07,2.49216865559086e-07,2.44133873014584e-07,2.48783008125747e-07,2.03306126638378e-07,2.21104595329695e-07,2.06883268708471e-07,2.10648976205859e-07,2.07104207773163e-07,2.20313996166369e-07,2.45535859677102e-07,2.22363805875609e-07,2.21268212045767e-07,2.11343106518988e-07,2.117477772783e-07
246,"FIN","Finland",2.67433300704428e-07,2.98631667513094e-07,2.78145319002802e-07,2.47150766010792e-07,2.56163670956431e-07,2.80165494753433e-07,2.46462106553767e-07,2.30917027418372e-07,2.3487890513543e-07,2.2140343722571e-07,2.07464755837265e-07,2.12539812032607e-07,1.96213273821153e-07,1.97630982216233e-07,1.84296305285875e-07,1.71648374723012e-07,1.71196961679104e-07,1.67858779094873e-07,1.55000431446766e-07,1.49722565104204e-07
250,"FRA","France",1.80682577176148e-07,1.71886924600179e-07,1.65042187034878e-07,1.62312104723627e-07,1.60661071977528e-07,1.59908548726971e-07,1.48196770145279e-07,1.49140580909511e-07,1.48425549589168e-07,1.37046036594085e-07,1.37074122872165e-07,1.36502721368505e-07,1.34218649360183e-07,1.26788042250225e-07,1.21617625566637e-07,1.18971081762762e-07,1.18483004717906e-07,1.10803517170807e-07,1.01705848960897e-07,9.81106457596603e-08
258,"PYF","French Polynesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,"GAB","Gabon",8.5708437052099e-07,7.59377181607247e-07,6.19620953939515e-07,6.89472040975341e-07,6.69545185844099e-07,6.33324986564462e-07,5.84238949541424e-07,5.38144089301292e-07,5.03466142271705e-07,4.94300748919674e-07,4.94736692600393e-07,4.79178565893565e-07,4.52682608616565e-07,4.2731282734686e-07,4.48924496517261e-07,4.57031259549636e-07,4.31786451888933e-07,4.36159939256652e-07,4.59306858001589e-07,4.48963464170376e-07
270,"GMB","Gambia",3.2770212571862e-07,3.4194326573272e-07,3.35018648167655e-07,3.33225870136123e-07,3.40143181892547e-07,3.39112814830374e-07,3.38957561270677e-07,3.26246170278349e-07,3.27727958404915e-07,3.60892505872948e-07,3.72554422062239e-07,3.57412104742062e-07,3.3094492663162e-07,3.027255309312e-07,2.99764330531021e-07,2.94132597309437e-07,2.74643417347544e-07,2.78767907508179e-07,2.64513641426136e-07,2.5400302240153e-07
268,"GEO","Georgia",3.35796340842829e-07,3.39021881603112e-07,3.08748907960296e-07,2.81456141315618e-07,3.07987691122043e-07,2.82523840613019e-07,2.98300955106715e-07,2.99327900813069e-07,2.80705611176229e-07,2.90806862048646e-07,2.84815134773349e-07,2.80421269078078e-07,2.65831705811459e-07,2.46363744751458e-07,2.42316179149654e-07,2.56878763949954e-07,2.40719834922681e-07,2.33341268730315e-07,2.1374312553401e-07,1.93794902661084e-07
276,"DEU","Germany",2.38304577287218e-07,2.32064042916578e-07,2.16788327920155e-07,2.16222890716719e-07,2.12584956543274e-07,2.12251176144667e-07,1.99380037502437e-07,2.00299406649918e-07,2.03142779478163e-07,1.90586074520773e-07,1.88926145794477e-07,1.83918294708095e-07,1.75959267202921e-07,1.68340588855825e-07,1.56536622828993e-07,1.50090624647914e-07,1.49997308894848e-07,1.44901219920074e-07,1.31246812792886e-07,1.27492203345867e-07
288,"GHA","Ghana",2.00046599526641e-07,2.19627303734925e-07,2.16172350903578e-07,2.12106185851547e-07,1.87234555937426e-07,1.92825342274458e-07,1.95822171598041e-07,1.978269101716e-07,1.91707706908423e-07,1.95189163535184e-07,2.0247523100951e-07,1.93395774480757e-07,1.8403985590016e-07,1.8948725852204e-07,1.88830780722287e-07,2.02994916856116e-07,1.96429574495899e-07,1.94895749774677e-07,1.88308527294078e-07,1.83335363397088e-07
300,"GRC","Greece",3.2644068358175e-07,2.98461486795134e-07,2.94645374772705e-07,2.86206261254287e-07,2.82979573224672e-07,2.84417023734727e-07,3.08258792523917e-07,3.2747338167204e-07,3.06713173256371e-07,2.95375517103084e-07,2.85049004410638e-07,2.74081089497662e-07,2.80911527629542e-07,2.64645078101619e-07,2.39736746699581e-07,2.30843446231282e-07,2.17558820057534e-07,2.05643439178309e-07,1.8622255908456e-07,1.84998318190853e-07
304,"GRL","Greenland",2.3223038200164e-07,2.2550658947342e-07,2.17633131675734e-07,2.10446878828197e-07,1.86230906021793e-07,2.0713993518259e-07,2.21052127062945e-07,1.72990327743246e-07,1.79709979524428e-07,1.55069901142174e-07,1.72111213522135e-07,1.53882186794608e-07,1.6096817193248e-07,1.56660847287367e-07,1.5300808846243e-07,1.58569359105782e-07,1.55292355364641e-07,1.62531106457909e-07,1.66509456197143e-07,NA
308,"GRD","Grenada",1.69495886855279e-07,1.81671919035685e-07,1.80951079760816e-07,1.93361672592186e-07,1.99761081266033e-07,2.0556736685509e-07,1.98840076358161e-07,2.13650973713552e-07,2.30995148821391e-07,1.79608343033343e-07,1.79665144713157e-07,1.81576556382172e-07,1.8389639347246e-07,1.84227224831281e-07,1.96889849158578e-07,2.02719890871699e-07,2.06217611631337e-07,2.09353985521299e-07,2.12574884338932e-07,2.11896551602274e-07
320,"GTM","Guatemala",2.15641194362405e-07,2.09357770542234e-07,1.98576956214229e-07,1.86424348250814e-07,1.97684102133484e-07,1.89341902111124e-07,1.84364650917582e-07,1.8491944529028e-07,1.90137485529417e-07,1.91749901472689e-07,1.99856407140533e-07,2.03727201564353e-07,2.02555663955051e-07,2.06140689213475e-07,2.05156434086617e-07,2.01138186349087e-07,2.01547407697022e-07,1.89451741967713e-07,1.88096201598918e-07,1.8309281475254e-07
831,"GGY","Guernsey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
324,"GIN","Guinea",5.36843406010305e-07,5.51091429511079e-07,5.34368578796243e-07,5.32387863836333e-07,5.60503602972948e-07,6.04257433221664e-07,5.79687372573523e-07,5.65419983994863e-07,5.56002312672514e-07,5.60045380713022e-07,5.63839698871904e-07,5.37955737511694e-07,5.56110687531045e-07,5.1728890746491e-07,5.14591405790256e-07,5.14452907001662e-07,5.01916061938286e-07,5.07921654186429e-07,4.81024650605162e-07,4.68843902026031e-07
624,"GNB","Guinea-Bissau",6.80768571009023e-07,7.00407136226076e-07,7.0168587141119e-07,7.11204506144506e-07,7.24952336961632e-07,7.23403578120546e-07,6.69701602100904e-07,7.11823489066485e-07,7.15896456070522e-07,6.7094418504085e-07,6.64335017377907e-07,6.44719924894847e-07,6.15015791305903e-07,6.08247806490805e-07,6.01965512934815e-07,6.0162614498602e-07,5.86259776978299e-07,5.65093487375812e-07,5.34343467148766e-07,5.19637670866694e-07
328,"GUY","Guyana",5.24924832214431e-07,4.78925719189061e-07,4.90350409989749e-07,4.81445764614523e-07,5.00110846032551e-07,4.87183822359239e-07,4.78238837303407e-07,4.60135851691897e-07,4.5625873773683e-07,4.76745745854929e-07,4.8185996838491e-07,4.58437113553136e-07,4.50639864535112e-07,4.432933122718e-07,4.61923536558405e-07,3.84093433394375e-07,3.14136248717975e-07,2.76066858325097e-07,2.23591515052218e-07,1.59365934858177e-07
332,"HTI","Haiti",3.47102419109184e-07,3.46579395665235e-07,3.3802912700839e-07,3.32992775562389e-07,3.24191946825569e-07,3.57350341920732e-07,3.50506725611419e-07,3.53972066981818e-07,3.53732127148621e-07,3.45198761641899e-07,3.41352182828982e-07,3.49751985948329e-07,3.45704521729028e-07,3.53986264634107e-07,3.48768758024295e-07,3.60422486708214e-07,3.73390098507693e-07,3.62673770958124e-07,3.7345527612872e-07,3.93910006700443e-07
336,"VAT","Holy See",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,"HND","Honduras",3.88594253480098e-07,3.88406599489849e-07,3.94794292349081e-07,3.92633222648029e-07,4.01964637361587e-07,3.94551634714131e-07,3.90790109508605e-07,3.84941700925766e-07,3.82679975239474e-07,3.77635467121849e-07,3.92876593698384e-07,3.63624217630016e-07,3.49374243713765e-07,3.34529712645756e-07,3.48039719925033e-07,3.69749804615746e-07,3.48229745422665e-07,3.48535906400516e-07,3.50453329103225e-07,3.46971761068489e-07
344,"HKG","Hong Kong",1.46524367555255e-07,1.32979969745487e-07,1.29575575206212e-07,1.24910780796086e-07,1.25034042335157e-07,1.13322953625939e-07,1.1575287387482e-07,1.12921777341549e-07,1.13182535428035e-07,1.12911958244726e-07,1.03589967217433e-07,1.03598728991045e-07,9.80555486773677e-08,9.57824965261933e-08,9.61885113910184e-08,8.48553552449442e-08,7.98690198161991e-08,7.6845247311528e-08,7.91724961750124e-08,7.81325465676383e-08
348,"HUN","Hungary",2.85767515249246e-07,2.71485129302677e-07,2.63310022559293e-07,2.52976017884543e-07,2.50245235096605e-07,2.49919025653223e-07,2.39447809444183e-07,2.30516380728569e-07,2.15535736098179e-07,2.07720978236157e-07,2.10616586674697e-07,2.07345418457037e-07,2.06672007754913e-07,1.9588922680139e-07,1.85760671752533e-07,1.88924453782427e-07,1.79272259732671e-07,1.61750745438863e-07,1.50328870197934e-07,1.48269685918106e-07
352,"ISL","Iceland",2.37627619827383e-07,2.38561103610468e-07,2.43035968376466e-07,2.54414620350253e-07,2.7134032874959e-07,2.73130306896204e-07,2.62453041316333e-07,2.566319801636e-07,2.45774345953088e-07,2.38478071505245e-07,2.36084068994106e-07,2.18610622252596e-07,2.16542208326277e-07,2.09385728885939e-07,2.01325743146353e-07,2.05682902643399e-07,1.99575635904258e-07,1.86316908369752e-07,1.7235997176264e-07,1.83992527984848e-07
356,"IND","India",4.62818097424462e-07,4.53145552477399e-07,4.45353129409449e-07,4.54199095524261e-07,4.43647253006922e-07,4.22183300866763e-07,4.17379696262647e-07,4.20228782354336e-07,4.01525202615745e-07,3.9485053989141e-07,3.77129622439268e-07,3.62319529195519e-07,3.47851367600828e-07,3.44938985365956e-07,3.3465242372266e-07,3.38390269732762e-07,3.32235514391296e-07,3.24077547065017e-07,3.16876534339969e-07,3.0850483403289e-07
360,"IDN","Indonesia",3.4822453181669e-07,3.36591023942038e-07,3.41602799396708e-07,3.14615394174845e-07,3.25602881731786e-07,3.30280576997056e-07,3.53173619654576e-07,3.45643360771097e-07,3.16882082431494e-07,3.08321237558982e-07,3.10585817505214e-07,2.95796724232573e-07,2.96847426824815e-07,3.03923988360388e-07,3.11153110713652e-07,3.01468094130481e-07,2.94484973443975e-07,3.24812628217192e-07,3.17841843533482e-07,3.20184281278375e-07
364,"IRN","Iran",6.44315604002877e-07,6.55034895560047e-07,6.04351318787073e-07,6.20382963035081e-07,6.29365010754859e-07,6.14856016024965e-07,6.10394851385984e-07,6.39970891158697e-07,6.58823021227205e-07,6.47119636161948e-07,6.54723828524759e-07,6.26913264481005e-07,6.49707959242149e-07,6.47028131107818e-07,6.98901613615235e-07,6.79433507139974e-07,6.87613934771934e-07,6.55813091507468e-07,6.47370673948891e-07,6.33543974791728e-07
368,"IRQ","Iraq",6.62388352907359e-07,5.82394642962794e-07,4.39652638021463e-07,5.1919364403117e-07,5.61123348593546e-07,5.73931238074782e-07,5.7964364098942e-07,5.59026423498826e-07,5.36470773410017e-07,5.28512663879027e-07,5.4559456467831e-07,5.52492038057201e-07,5.91518614096951e-07,6.15162129666465e-07,6.03231614888733e-07,6.10204063264039e-07,6.40165529872716e-07,6.58722047826801e-07,6.64959573225794e-07,6.89193315601944e-07
372,"IRL","Ireland",2.97032961440155e-07,2.80270599781368e-07,2.63932926235686e-07,2.74961549717982e-07,2.71016686354269e-07,2.6215545818373e-07,2.42303644410039e-07,2.47321518501753e-07,2.39939435258635e-07,2.18108282850862e-07,1.80134080965617e-07,1.85198574230631e-07,1.65893791161371e-07,1.48486898805598e-07,1.37286143914541e-07,1.23360243487922e-07,1.10324825908743e-07,1.00520353689325e-07,9.71059105192807e-08,9.36520077258157e-08
833,"IMN","Isle of Man",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
376,"ISR","Israel",2.87118053896833e-07,2.95145459712957e-07,2.81010261547018e-07,2.95620778212934e-07,2.73924630036651e-07,2.77908167466827e-07,2.67185684257935e-07,2.8191916895756e-07,2.36983483295811e-07,2.19342399289955e-07,2.26163781474571e-07,2.13851332524808e-07,1.98127238555157e-07,1.95858767944936e-07,1.87865442943366e-07,1.93601393069997e-07,1.76386366350798e-07,1.7467297163425e-07,1.57559182324084e-07,1.51185072809687e-07
380,"ITA","Italy",1.95377300256232e-07,1.88179766077674e-07,1.83657730108983e-07,1.81877226028296e-07,1.73418730030896e-07,1.75166610379667e-07,1.69523332928072e-07,1.68482136698695e-07,1.59157760580765e-07,1.5192493680434e-07,1.54448956480238e-07,1.51578484861916e-07,1.47448093292161e-07,1.45369428152414e-07,1.41384251706949e-07,1.41200319127315e-07,1.40355119630125e-07,1.34765759561399e-07,1.23639294180043e-07,1.18779212452927e-07
388,"JAM","Jamaica",4.37047023320605e-07,4.56143956344451e-07,4.20219849513307e-07,4.2314472655874e-07,3.37653210570317e-07,3.31886828519524e-07,3.47268883115769e-07,3.37257738340839e-07,3.56578116499625e-07,3.25859577251947e-07,3.32743769690704e-07,3.29942518023119e-07,3.10676850399622e-07,3.13527423941449e-07,3.52243661175612e-07,2.90973778860262e-07,2.91106222976895e-07,2.92748128759555e-07,2.90191190831257e-07,3.02467952713259e-07
392,"JPN","Japan",2.66082834669159e-07,2.56791314474425e-07,2.59330589027036e-07,2.48677231136419e-07,2.48996704716752e-07,2.49461250507967e-07,2.58441744890035e-07,2.62583559424768e-07,2.59463767628775e-07,2.48985876487692e-07,2.37633954560569e-07,2.32327382952541e-07,2.25832916207054e-07,2.16105363980219e-07,2.10512796684185e-07,2.07646912442847e-07,2.0619448031521e-07,1.9912174835399e-07,1.88705551797225e-07,1.84037630129906e-07
832,"JEY","Jersey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
400,"JOR","Jordan",4.24525071132092e-07,3.95557118770721e-07,3.82491924779493e-07,3.5400594356547e-07,3.43640444224517e-07,3.29285237597599e-07,3.31974859790525e-07,3.58962058661695e-07,3.51549779901872e-07,3.68110364529169e-07,3.57796689258533e-07,3.47809343947762e-07,3.5363302616574e-07,3.4356950283829e-07,3.33540347567275e-07,3.01409402554332e-07,3.0134718274218e-07,3.0957741342011e-07,3.10667004363544e-07,3.07200691959549e-07
398,"KAZ","Kazakhstan",7.52479448994939e-07,7.48059551742893e-07,7.06736942814406e-07,6.96041816530275e-07,6.797215520779e-07,6.9506267832851e-07,6.3264280864212e-07,6.1614019791382e-07,5.97305121578699e-07,6.57563560590367e-07,6.48110205767716e-07,6.42678896635657e-07,6.51851518501732e-07,6.49421115118785e-07,5.69056565487649e-07,5.63260926696941e-07,4.8766074698821e-07,5.2032590176793e-07,5.04937272869968e-07,4.82285996497623e-07
404,"KEN","Kenya",3.74829743038427e-07,3.44698645433642e-07,4.48023909375791e-07,4.75230158593274e-07,4.5522183754847e-07,4.33773060771076e-07,4.16850319689358e-07,3.90419300898648e-07,3.7562721264795e-07,3.64009506104685e-07,3.59706749393069e-07,3.70434536265077e-07,3.41306069901039e-07,3.3796093240799e-07,3.57269521229259e-07,4.08630154982131e-07,3.51554297047034e-07,3.43437106640485e-07,3.14805124111873e-07,3.06352328856811e-07
296,"KIR","Kiribati",3.27278023831976e-07,3.27832512511601e-07,3.20966835640117e-07,3.17831390150338e-07,3.16938017043184e-07,3.63425713302045e-07,3.38131845045195e-07,3.22116803588629e-07,3.00948960792423e-07,2.98939992493758e-07,2.83089070682221e-07,2.55653282082071e-07,2.91216640734986e-07,2.83248295018318e-07,2.76818329108306e-07,2.83362506669651e-07,2.63858691514269e-07,2.54609206142809e-07,2.48720312491609e-07,2.45025325408397e-07
689,"XKX","Kosovo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
414,"KWT","Kuwait",6.75260469946684e-07,6.40843364951194e-07,5.99462014302852e-07,6.17252082245288e-07,6.69921402959647e-07,6.94521550623048e-07,6.38676705244186e-07,6.78287441933854e-07,5.88035934983021e-07,5.49568453778068e-07,6.34087212412393e-07,6.73383917365695e-07,6.82100855075308e-07,6.83842719347831e-07,6.81522511104849e-07,6.45220233885563e-07,6.30773180104157e-07,7.28216572767248e-07,7.75307272286451e-07,8.2251764282044e-07
417,"KGZ","Kyrgyzstan",5.44389457899823e-07,5.30480763123924e-07,5.41479966957137e-07,5.48067389771001e-07,5.28870247668582e-07,5.24074498985653e-07,5.65149483062452e-07,6.41156921846595e-07,5.87607237329046e-07,5.99447914127021e-07,5.80574831042658e-07,5.47445549793112e-07,5.28439200175766e-07,5.6403212820547e-07,4.94634762889381e-07,5.16268339712834e-07,5.45524894877047e-07,5.31039729467869e-07,4.79915510378752e-07,4.55065828821143e-07
418,"LAO","Laos",4.77133784296377e-07,4.63560059727181e-07,4.55524871066223e-07,4.41005228808563e-07,4.44391781580743e-07,4.36887538402333e-07,4.02381463603809e-07,4.000167836971e-07,3.9319131545079e-07,3.80134376238356e-07,4.69680601106014e-07,6.0161428487628e-07,6.2428000383342e-07,6.04578892882638e-07,5.42437111163765e-07,5.47264831604412e-07,5.9169181643187e-07,5.94415617792004e-07,6.12996865255847e-07,5.93070440702444e-07
428,"LVA","Latvia",2.32042697604578e-07,2.15579457367097e-07,2.01212309587432e-07,2.01820815891863e-07,2.25697872631634e-07,2.54891294749896e-07,2.3440411621217e-07,2.15646663084447e-07,2.08604602997825e-07,2.02412783600178e-07,1.99867980399253e-07,1.96596562481858e-07,1.88858575377249e-07,1.88989042827985e-07,1.85741033619327e-07,1.83250237262042e-07,1.74591025385689e-07,1.62412899741626e-07,1.62307012338332e-07,1.6111601696145e-07
422,"LBN","Lebanon",3.35417429028543e-07,3.01739697258554e-07,2.61130545244914e-07,2.90583155167342e-07,3.09446971858141e-07,2.75835735412454e-07,2.79211236907971e-07,2.9843234880311e-07,2.87438747795424e-07,3.01906278354828e-07,3.21526888390637e-07,3.2657541849926e-07,3.40259239482818e-07,3.27967691991932e-07,3.48502356948128e-07,4.26526063785824e-07,3.98454093944518e-07,3.4198859029478e-07,3.5166234403211e-07,4.1988733400744e-07
426,"LSO","Lesotho",9.71507033088644e-07,9.26511832698316e-07,9.0078564118431e-07,8.55667280750473e-07,8.89852781948377e-07,8.55475029876697e-07,9.07650079739577e-07,8.64324099949619e-07,7.21113847918988e-07,7.26518569032647e-07,6.68143425815495e-07,6.38309417754465e-07,7.23447195531745e-07,6.92622176180902e-07,6.82993271585863e-07,6.62731711702943e-07,8.55629478150145e-07,7.55514804302524e-07,7.56810209820115e-07,7.44429700034209e-07
430,"LBR","Liberia",5.96847059822678e-07,6.06664332641098e-07,5.36200168855504e-07,5.03342026350135e-07,5.12337009252112e-07,5.21495765869523e-07,5.0994513306765e-07,4.92318948952534e-07,4.56538437266829e-07,4.50559063612404e-07,4.62647384718983e-07,4.7139227375683e-07,4.60297768126866e-07,4.55514574200734e-07,5.26811933218551e-07,5.29288706926124e-07,5.04126931251597e-07,5.05524540389072e-07,4.87706657863029e-07,4.73713329412405e-07
434,"LBY","Libya",8.39185122451247e-07,7.42032216368639e-07,6.2699377817046e-07,6.73411697408146e-07,6.93543885834634e-07,7.32273959922063e-07,1.04922126719141e-06,7.6506179037957e-07,7.54070886111741e-07,1.07759045330598e-06,9.76235278579321e-07,9.43693248178138e-07,8.96196338673731e-07,8.30456623925652e-07,1.07525386096078e-06,7.75435448057804e-07,9.95541051478027e-07,1.08874434350672e-06,1.07736635038064e-06,1.0630594437168e-06
438,"LIE","Liechtenstein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
440,"LTU","Lithuania",2.9528590878852e-07,2.79391936879494e-07,2.72661972330907e-07,2.62334317779484e-07,2.76941325370034e-07,2.88382910842636e-07,2.8006441605986e-07,2.70981311159778e-07,2.46771646031433e-07,2.36845288258877e-07,2.35533127530511e-07,2.28786685985571e-07,2.20243765100432e-07,2.06812188458676e-07,1.98886755866718e-07,1.9624416803714e-07,1.84751067728968e-07,1.67108478060347e-07,1.59563394056686e-07,1.5531400743471e-07
442,"LUX","Luxembourg",2.24322061765282e-07,2.08447506949895e-07,1.8401161513588e-07,1.82725085082384e-07,1.80392034722927e-07,1.82666995119562e-07,1.78985110150545e-07,1.72462361703562e-07,1.59773924048291e-07,1.48696294291405e-07,1.3912746483908e-07,1.29322401664532e-07,1.29983642360592e-07,1.31474673561993e-07,1.30118839778308e-07,1.0980646976441e-07,1.06641304024636e-07,9.45866067229889e-08,8.93062199723722e-08,9.12229517225017e-08
446,"MAC","Macao",4.26481142536118e-08,3.28060415879543e-08,2.69934522167452e-08,2.17863919815176e-08,3.52157126882346e-08,1.86910968056019e-08,1.60834134989576e-08,1.30268060442986e-08,1.03486508449473e-08,1.3599495110688e-08,2.36133678541762e-08,2.3887451950379e-08,2.33814990960805e-08,1.44558678134023e-08,1.45098284226681e-08,2.73687282473343e-08,2.22559761739722e-08,2.78840465819096e-08,1.58289526142534e-08,1.48756846814132e-08
450,"MDG","Madagascar",8.14955085079128e-07,7.81882493810316e-07,7.56513151873824e-07,7.24844303906967e-07,7.72105084522531e-07,7.84441453817523e-07,7.77635345259049e-07,7.83371123185939e-07,7.51354314411612e-07,7.59205411380887e-07,7.4168287576935e-07,7.19493625917089e-07,7.06628899641952e-07,6.55222563661207e-07,6.61640317323894e-07,7.15355026991413e-07,7.09184386549952e-07,6.91811152861385e-07,6.87977217006792e-07,6.61771603969206e-07
454,"MWI","Malawi",3.94178556923946e-07,3.90639534668182e-07,3.78450381577015e-07,3.73737651958686e-07,3.59266453733159e-07,3.52315145722681e-07,3.53456804520141e-07,3.62651065800043e-07,3.61408043156824e-07,3.51607663218238e-07,3.57673615805643e-07,3.68502053235813e-07,3.68644937633019e-07,4.05882888505786e-07,4.26411028775507e-07,4.37278657004395e-07,4.17134459446887e-07,4.3085913937887e-07,4.41594680402843e-07,4.51474620438582e-07
458,"MYS","Malaysia",3.79345330516171e-07,3.61706595779986e-07,3.49775448573275e-07,3.62807910347658e-07,3.69111831440395e-07,3.50579598389488e-07,3.37939059750444e-07,3.33437331607326e-07,3.56470115934347e-07,3.40882282781632e-07,3.1526405298588e-07,3.05225378018614e-07,2.93643129050658e-07,2.98137590570501e-07,3.00118856231263e-07,3.00572491630717e-07,3.01479846908112e-07,2.84490214345551e-07,2.70124650133961e-07,2.68661031356608e-07
462,"MDV","Maldives",1.60124330026646e-07,1.58298897232763e-07,1.55282729526714e-07,1.5335854977551e-07,1.75866753517432e-07,1.7380488009482e-07,1.68846783574207e-07,1.85379503286626e-07,1.72134892215513e-07,1.90629771238553e-07,1.77744660282382e-07,1.85406385128687e-07,1.8202197819797e-07,1.89928779525159e-07,2.02682374740706e-07,2.58183411498303e-07,2.21922188656781e-07,2.1552443901513e-07,2.04830702547587e-07,2.06750357141048e-07
466,"MLI","Mali",5.94681258107603e-07,5.77028335144193e-07,6.05713107763851e-07,6.15451966795128e-07,6.01330138796806e-07,6.02838958142838e-07,6.09319407158415e-07,6.42027263589458e-07,6.53344330005323e-07,6.40731122669803e-07,6.34598465374371e-07,6.59112282804782e-07,6.7212053561938e-07,6.67514157751247e-07,6.49367159326038e-07,6.84654904797114e-07,7.12288998100991e-07,6.7082547508146e-07,6.71774619045035e-07,6.59199439949535e-07
470,"MLT","Malta",2.25588448153e-07,2.2338321902451e-07,2.18718722738136e-07,2.09778195939414e-07,2.00479179218019e-07,1.90935690084245e-07,1.88521938656543e-07,1.91920965597397e-07,1.62577167509407e-07,1.51345013715082e-07,1.03885397682724e-07,8.58641040559382e-08,8.25357081975758e-08,7.68682125590188e-08,7.75340885570551e-08,7.83802694982244e-08,6.94763594836427e-08,7.31203616059377e-08,6.58747348074622e-08,6.05170219306778e-08
584,"MHL","Marshall Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
478,"MRT","Mauritania",6.39313087325817e-07,5.72379536189935e-07,5.72521928620164e-07,5.55642983596854e-07,5.93942731578304e-07,5.96271830352855e-07,5.91571890000121e-07,5.90699948281031e-07,5.67124125676349e-07,5.77501558572473e-07,5.796717168961e-07,5.58351308234605e-07,5.67939259441211e-07,5.81207689626834e-07,5.83989906590958e-07,5.994530292181e-07,5.88577297756115e-07,5.81794110440026e-07,5.4560024624267e-07,5.23446065429817e-07
480,"MUS","Mauritius",2.1081120058456e-07,2.38689659917348e-07,2.30586168076498e-07,2.24680155466481e-07,2.17047800805025e-07,2.18820729722054e-07,2.12267365091216e-07,2.07883259921144e-07,2.06305247535141e-07,2.06666679388804e-07,1.99328162508536e-07,1.97741897536142e-07,2.0027848409843e-07,1.91026662568486e-07,1.89709359409753e-07,1.97933712966414e-07,1.99428287409986e-07,1.9693156401824e-07,1.97767171446084e-07,1.92829703468215e-07
484,"MEX","Mexico",2.97260418803487e-07,2.90726624730703e-07,2.8605094542417e-07,2.85270012351457e-07,2.97324239171182e-07,2.81660259834946e-07,2.84500524937477e-07,2.80622125113211e-07,2.77377337105625e-07,2.66730583132416e-07,2.57765312795594e-07,2.54314428806369e-07,2.44303041977721e-07,2.41703999920084e-07,2.43151078555399e-07,2.50636431693565e-07,2.44009321536856e-07,2.39154428005944e-07,2.33905725511087e-07,2.31817812085515e-07
583,"FSM","Micronesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
498,"MDA","Moldova",3.31538066057006e-07,3.21358459660136e-07,3.08070228032962e-07,2.85716988301331e-07,2.76084616044497e-07,2.81945205951095e-07,2.76344033351172e-07,2.65166923694237e-07,2.56812464337105e-07,2.40619605207241e-07,2.43175589061893e-07,2.40582547284588e-07,2.40004325312218e-07,2.41328127184189e-07,2.29233802157409e-07,2.41132841079169e-07,2.28206674339443e-07,2.18878081902471e-07,2.223782889183e-07,2.22249903669436e-07
492,"MCO","Monaco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
