"code","iso","country","RLI.raw.2000","RLI.raw.2001","RLI.raw.2002","RLI.raw.2003","RLI.raw.2004","RLI.raw.2005","RLI.raw.2006","RLI.raw.2007","RLI.raw.2008","RLI.raw.2009","RLI.raw.2010","RLI.raw.2011","RLI.raw.2012","RLI.raw.2013","RLI.raw.2014","RLI.raw.2015","RLI.raw.2016","RLI.raw.2017","RLI.raw.2018","RLI.raw.2019","RLI.raw.2020","RLI.raw.2021","RLI.raw.2022","RLI.raw.2023","RLI.raw.2024","RLI.raw.2025"
372,"IRL","Ireland","0.92917","0.9283","0.92741","0.92652","0.92563","0.92538","0.92496","0.92469","0.92444","0.92432","0.9242","0.92408","0.92377","0.9231","0.9224","0.92167","0.92118","0.92114","0.92109","0.9212","0.92131","0.9214","0.92151","0.92157","0.92165","0.92171"
833,"IMN","Isle of Man","0.96318","0.96205","0.96084","0.9597","0.95867","0.95845","0.95829","0.95813","0.95802","0.95796","0.95788","0.9578","0.95762","0.95732","0.95683","0.95636","0.9562","0.95608","0.95608","0.9562","0.95627","0.95635","0.95647","0.95655","0.95663","0.95676"
376,"ISR","Israel","0.70845","0.70422","0.69921","0.69576","0.69238","0.68897","0.68597","0.68475","0.6815","0.67907","0.67818","0.67613","0.67446","0.67318","0.6715","0.66958","0.66796","0.66631","0.66446","0.66283","0.66076","0.65888","0.65732","0.65501","0.65372","0.65207"
380,"ITA","Italy","0.88177","0.8763","0.8703","0.86469","0.85841","0.85245","0.84644","0.84036","0.83527","0.83048","0.82528","0.82041","0.81623","0.81236","0.80807","0.80397","0.80015","0.79611","0.79219","0.78811","0.78424","0.78015","0.77642","0.77257","0.76854","0.76466"
388,"JAM","Jamaica","0.64014","0.6348","0.62939","0.62374","0.61864","0.61355","0.60845","0.60336","0.59827","0.59802","0.59777","0.59751","0.59725","0.59701","0.59675","0.59648","0.59602","0.59556","0.59508","0.59455","0.59407","0.59367","0.59338","0.59314","0.5929","0.59278"
392,"JPN","Japan","0.77528","0.7748","0.77498","0.77501","0.77501","0.77469","0.77437","0.77332","0.77241","0.77111","0.76963","0.76807","0.76627","0.76496","0.76276","0.76084","0.7588","0.75645","0.75449","0.75236","0.75019","0.74815","0.74645","0.74396","0.74208","0.73935"
832,"JEY","Jersey","0.9603","0.95909","0.95785","0.95653","0.95543","0.95519","0.95505","0.95493","0.95484","0.9548","0.95479","0.95467","0.95446","0.95409","0.95338","0.95284","0.95259","0.95244","0.95243","0.95249","0.95258","0.95266","0.95277","0.95282","0.95292","0.95299"
400,"JOR","Jordan","0.94392","0.94287","0.94185","0.94095","0.94016","0.93935","0.93873","0.93789","0.93712","0.93585","0.93479","0.93376","0.93282","0.93155","0.9307","0.9296","0.92856","0.92757","0.92644","0.92547","0.9242","0.92342","0.92218","0.9214","0.92002","0.91934"
398,"KAZ","Kazakhstan","0.90024","0.89828","0.89629","0.89455","0.89321","0.89282","0.89262","0.89263","0.89271","0.89273","0.89276","0.89272","0.89266","0.89261","0.89254","0.89251","0.89252","0.89253","0.89259","0.89266","0.89275","0.89279","0.89287","0.89293","0.893","0.89303"
404,"KEN","Kenya","0.87814","0.87696","0.87578","0.87495","0.87394","0.87311","0.87199","0.87113","0.86944","0.86786","0.86606","0.86394","0.86179","0.85933","0.85707","0.85501","0.8527","0.85045","0.84848","0.84672","0.84458","0.84218","0.84017","0.83776","0.83586","0.83382"
296,"KIR","Kiribati","0.83626","0.83475","0.83292","0.83126","0.83017","0.82844","0.82673","0.82503","0.82272","0.82022","0.81743","0.81378","0.81078","0.80737","0.80432","0.80107","0.79831","0.79475","0.79142","0.78855","0.78541","0.78227","0.77898","0.77611","0.77307","0.7691"
689,"XKX","Kosovo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
414,"KWT","Kuwait","0.9264","0.92557","0.92474","0.92419","0.92417","0.92414","0.92521","0.92528","0.92624","0.92501","0.92273","0.92041","0.91818","0.91652","0.91497","0.91339","0.91174","0.90959","0.90731","0.90499","0.90269","0.89915","0.89577","0.89243","0.89002","0.8878"
417,"KGZ","Kyrgyzstan","0.90597","0.90174","0.89747","0.89329","0.8896","0.8894","0.88928","0.88923","0.88921","0.88918","0.88916","0.88912","0.88908","0.88902","0.88897","0.88892","0.88887","0.88883","0.88882","0.88877","0.88872","0.88861","0.8885","0.88839","0.88828","0.88822"
418,"LAO","Laos","0.88888","0.88837","0.88784","0.8872","0.88679","0.88624","0.8857","0.88524","0.8847","0.88442","0.88361","0.88331","0.8826","0.8821","0.88179","0.88122","0.88059","0.8801","0.87967","0.87897","0.87849","0.8781","0.87795","0.87705","0.87667","0.87641"
428,"LVA","Latvia","0.98185","0.98198","0.98206","0.98215","0.98218","0.98231","0.98236","0.98238","0.98238","0.98241","0.98244","0.98254","0.98275","0.98311","0.98351","0.98386","0.98427","0.9846","0.98486","0.98513","0.98538","0.98566","0.9859","0.98607","0.98633","0.98652"
422,"LBN","Lebanon","0.94483","0.93905","0.93532","0.93159","0.92778","0.92407","0.92044","0.91668","0.91304","0.91101","0.90904","0.90714","0.90521","0.90385","0.90263","0.90146","0.90019","0.89835","0.89649","0.89457","0.89266","0.89077","0.88882","0.8869","0.88498","0.88353"
426,"LSO","Lesotho","0.9509","0.95008","0.94927","0.94845","0.94764","0.9476","0.94758","0.94756","0.94755","0.94754","0.94753","0.94751","0.94748","0.94745","0.94741","0.94736","0.94732","0.94727","0.94722","0.94719","0.94715","0.94713","0.9471","0.94709","0.94708","0.94706"
430,"LBR","Liberia","0.9101","0.91009","0.91004","0.91009","0.91004","0.91001","0.91","0.9099","0.9098","0.90975","0.90965","0.90943","0.90932","0.90886","0.90842","0.90792","0.90762","0.90731","0.90708","0.90722","0.9071","0.90702","0.90705","0.90711","0.90699","0.90721"
434,"LBY","Libya","0.95444","0.9502","0.94633","0.94208","0.93712","0.93416","0.93018","0.9271","0.92408","0.92104","0.9184","0.91629","0.9143","0.9118","0.90967","0.90802","0.90605","0.90424","0.90237","0.90011","0.89802","0.89606","0.89434","0.89251","0.89048","0.88851"
438,"LIE","Liechtenstein","0.97517","0.97517","0.97517","0.97515","0.97508","0.97488","0.97451","0.97423","0.97393","0.97365","0.97332","0.97313","0.97304","0.97302","0.97307","0.97314","0.97303","0.97299","0.97275","0.97251","0.97224","0.97201","0.97175","0.97159","0.97133","0.97108"
440,"LTU","Lithuania","0.97529","0.97585","0.97642","0.97698","0.97755","0.97792","0.97855","0.97905","0.97946","0.97986","0.98028","0.98089","0.9817","0.9827","0.98374","0.98489","0.98574","0.98659","0.98732","0.98804","0.98876","0.9894","0.99004","0.99069","0.99121","0.99194"
442,"LUX","Luxembourg","0.97352","0.97346","0.97355","0.97355","0.97344","0.97309","0.97248","0.97198","0.97123","0.9706","0.96998","0.96956","0.96919","0.96917","0.96917","0.96925","0.96916","0.96918","0.9689","0.96856","0.96807","0.96765","0.96738","0.96692","0.96652","0.96606"
446,"MAC","Macao","0.91543","0.91339","0.91136","0.90945","0.90697","0.90477","0.90236","0.9003","0.89798","0.89596","0.89394","0.89234","0.89055","0.88885","0.88714","0.88554","0.88369","0.882","0.8804","0.87878","0.87723","0.87542","0.87381","0.87224","0.87018","0.86834"
450,"MDG","Madagascar","0.77858","0.7782","0.77784","0.77738","0.77679","0.7763","0.77573","0.77474","0.77336","0.77135","0.7689","0.76607","0.76312","0.75973","0.75556","0.75142","0.74768","0.74455","0.74162","0.73877","0.73646","0.73393","0.73112","0.72871","0.72637","0.72401"
454,"MWI","Malawi","0.88318","0.88318","0.88302","0.88318","0.88336","0.88349","0.88363","0.88381","0.88386","0.88403","0.88413","0.88409","0.88408","0.88412","0.8841","0.88416","0.88413","0.88419","0.88424","0.88425","0.88439","0.88452","0.8845","0.88446","0.88448","0.88447"
458,"MYS","Malaysia","0.88535","0.88333","0.88139","0.8798","0.87817","0.87656","0.87484","0.87301","0.87025","0.86704","0.86305","0.85931","0.85542","0.85151","0.84756","0.84428","0.84044","0.83666","0.83317","0.83004","0.82678","0.82317","0.81934","0.81645","0.81342","0.80945"
462,"MDV","Maldives","0.93015","0.92975","0.9294","0.92898","0.92863","0.92809","0.92768","0.92628","0.92384","0.91989","0.91707","0.91222","0.90903","0.90525","0.9014","0.89855","0.89347","0.89027","0.88676","0.88356","0.87918","0.876","0.87166","0.86845","0.86358","0.86075"
466,"MLI","Mali","0.9792","0.97887","0.97862","0.97828","0.97799","0.97761","0.97732","0.9769","0.9766","0.97635","0.97607","0.97582","0.97565","0.97547","0.9753","0.97519","0.97504","0.97495","0.97482","0.97472","0.97468","0.97459","0.9745","0.97444","0.97437","0.97429"
470,"MLT","Malta","0.89882","0.89235","0.8854","0.87976","0.8748","0.86949","0.86564","0.86198","0.85803","0.85611","0.85365","0.85181","0.84989","0.84698","0.8453","0.84404","0.84214","0.83956","0.8382","0.83638","0.83453","0.83241","0.83069","0.82876","0.8268","0.82503"
584,"MHL","Marshall Islands","0.90466","0.90315","0.90161","0.89973","0.89766","0.89602","0.89467","0.89251","0.89053","0.88761","0.88359","0.87997","0.87682","0.87307","0.86957","0.86688","0.86354","0.86104","0.85811","0.85475","0.85186","0.8486","0.84546","0.84249","0.83921","0.83629"
478,"MRT","Mauritania","0.97272","0.97246","0.97219","0.9718","0.97142","0.97099","0.97065","0.97015","0.96982","0.9694","0.96902","0.96877","0.96855","0.96836","0.96822","0.96812","0.96801","0.96789","0.96778","0.96768","0.96754","0.96746","0.96731","0.96721","0.96714","0.967"
480,"MUS","Mauritius","0.52662","0.52623","0.52565","0.52486","0.52436","0.52425","0.52439","0.52414","0.52418","0.52228","0.51814","0.51573","0.5121","0.5086","0.50477","0.50008","0.49662","0.49258","0.48836","0.48396","0.48034","0.47621","0.47177","0.46766","0.46395","0.46033"
484,"MEX","Mexico","0.78778","0.78227","0.77736","0.77261","0.7673","0.76272","0.75799","0.75362","0.75007","0.74684","0.74517","0.74367","0.74285","0.74161","0.74021","0.73906","0.73735","0.73617","0.73521","0.7343","0.73313","0.73175","0.73046","0.72965","0.72852","0.72696"
583,"FSM","Micronesia","0.7253","0.72345","0.72112","0.71898","0.71653","0.71391","0.71219","0.70987","0.7071","0.70463","0.70049","0.69817","0.69467","0.6912","0.68825","0.68502","0.68195","0.6792","0.67548","0.67249","0.66948","0.66595","0.663","0.65967","0.65699","0.65379"
498,"MDA","Moldova","0.91423","0.91023","0.90623","0.90224","0.89824","0.89451","0.8909","0.88706","0.88345","0.88137","0.87802","0.87441","0.87091","0.86714","0.86314","0.86002","0.85639","0.85308","0.84935","0.84512","0.842","0.83857","0.83514","0.83138","0.82791","0.82382"
492,"MCO","Monaco","0.85914","0.85659","0.85372","0.85101","0.8463","0.83952","0.831","0.81998","0.81015","0.79711","0.7835","0.77151","0.75966","0.74855","0.73887","0.73074","0.72354","0.71525","0.7073","0.69985","0.69364","0.68493","0.67922","0.67153","0.66419","0.65738"
496,"MNG","Mongolia","0.96195","0.96167","0.96143","0.9612","0.96085","0.96047","0.96014","0.95976","0.95948","0.95932","0.95914","0.959","0.95885","0.95873","0.9586","0.95847","0.95838","0.95827","0.95819","0.95804","0.95794","0.95784","0.95772","0.95759","0.95745","0.95732"
499,"MNE","Montenegro","0.87483","0.86962","0.86407","0.86011","0.85527","0.85152","0.84772","0.84396","0.8402","0.83817","0.83613","0.83415","0.83226","0.83023","0.82854","0.82683","0.82507","0.82326","0.82136","0.81943","0.81739","0.81552","0.81353","0.81149","0.80966","0.80811"
504,"MAR","Morocco","0.88172","0.87282","0.86481","0.85502","0.8458","0.83687","0.82667","0.81687","0.80929","0.80573","0.80305","0.80048","0.79826","0.79596","0.79399","0.79184","0.79018","0.78813","0.78628","0.78436","0.78233","0.7805","0.77855","0.77643","0.77425","0.77223"
508,"MOZ","Mozambique","0.94108","0.94076","0.9404","0.93998","0.93973","0.93941","0.93907","0.93802","0.93651","0.93459","0.93208","0.92911","0.92635","0.92312","0.92037","0.91724","0.91422","0.91066","0.90767","0.90477","0.90206","0.89897","0.89611","0.89346","0.89093","0.88786"
104,"MMR","Myanmar","0.92539","0.92423","0.92284","0.92145","0.92035","0.91903","0.91792","0.91622","0.91411","0.91162","0.90759","0.90464","0.90118","0.8976","0.894","0.89089","0.88704","0.88378","0.88001","0.87723","0.87308","0.86999","0.86705","0.86332","0.8606","0.85674"
516,"NAM","Namibia","0.97473","0.97458","0.97445","0.97431","0.97417","0.97407","0.97398","0.97389","0.97376","0.97372","0.97364","0.97357","0.97352","0.97343","0.97334","0.97327","0.97317","0.97303","0.97292","0.97281","0.97275","0.97272","0.9727","0.97267","0.97257","0.97215"
520,"NRU","Nauru","0.89696","0.8953","0.89321","0.89136","0.88988","0.88848","0.88666","0.88465","0.8819","0.87972","0.87628","0.87241","0.86865","0.86531","0.8619","0.85838","0.85485","0.85158","0.84805","0.84513","0.84191","0.83873","0.83437","0.83164","0.82805","0.82497"
524,"NPL","Nepal","0.93163","0.93116","0.93095","0.9311","0.93085","0.93087","0.93107","0.93079","0.931","0.93109","0.93108","0.93106","0.93109","0.93098","0.93105","0.93104","0.93093","0.93084","0.93065","0.93035","0.93047","0.93057","0.9301","0.93027","0.93","0.93027"
528,"NLD","Netherlands","0.97113","0.97059","0.97015","0.96966","0.96918","0.96898","0.96877","0.96856","0.96836","0.96818","0.96799","0.96784","0.96774","0.96765","0.96756","0.96754","0.96751","0.96748","0.96743","0.96743","0.96737","0.96734","0.96728","0.96724","0.96715","0.96708"
540,"NCL","New Caledonia","0.73264","0.73047","0.72821","0.72641","0.72419","0.72161","0.71997","0.71774","0.71565","0.71328","0.71","0.7066","0.70385","0.70104","0.69818","0.69521","0.69232","0.68928","0.68678","0.68379","0.68115","0.67804","0.67544","0.6724","0.66977","0.66711"
554,"NZL","New Zealand","0.70475","0.70149","0.69838","0.69588","0.69341","0.69161","0.69021","0.68838","0.68662","0.68454","0.68177","0.67893","0.67585","0.67248","0.6695","0.6659","0.66282","0.65992","0.65585","0.65259","0.6495","0.64587","0.64278","0.63954","0.63604","0.63285"
558,"NIC","Nicaragua","0.91147","0.90539","0.90008","0.89328","0.88806","0.8815","0.87494","0.8679","0.86324","0.86066","0.85847","0.85708","0.85581","0.85403","0.85243","0.85068","0.84892","0.847","0.84489","0.84281","0.84073","0.83895","0.83724","0.83608","0.83444","0.83256"
562,"NER","Niger","0.94834","0.94731","0.94632","0.94531","0.94428","0.94346","0.9426","0.94192","0.94109","0.94022","0.9392","0.93832","0.93729","0.93637","0.93556","0.93472","0.93414","0.9334","0.93259","0.932","0.93116","0.93053","0.9298","0.9291","0.92808","0.92794"
566,"NGA","Nigeria","0.91969","0.91965","0.91961","0.91949","0.91942","0.91927","0.91901","0.91886","0.91861","0.91828","0.91803","0.91763","0.91736","0.917","0.91678","0.9165","0.91637","0.91611","0.91592","0.91584","0.91561","0.91545","0.9152","0.91508","0.91511","0.91474"
570,"NIU","Niue","0.79066","0.80576","0.82302","0.84281","0.85997","0.86133","0.8616","0.86104","0.85916","0.85597","0.85334","0.84883","0.84606","0.84063","0.8358","0.83046","0.8257","0.82085","0.81834","0.8153","0.81391","0.81266","0.80986","0.80895","0.80775","0.80218"
408,"PRK","North Korea","0.9411","0.93985","0.93877","0.93786","0.93726","0.93734","0.93728","0.93711","0.93682","0.93669","0.93621","0.93546","0.9348","0.93406","0.93371","0.933","0.93245","0.93184","0.93114","0.93015","0.92972","0.92904","0.9285","0.92738","0.92576","0.92379"
807,"MKD","North Macedonia","0.93375","0.93357","0.93339","0.93321","0.93297","0.93281","0.93252","0.93227","0.932","0.93174","0.93149","0.9313","0.9312","0.93112","0.93127","0.93142","0.93141","0.93132","0.93125","0.93108","0.93093","0.93074","0.93057","0.93045","0.93027","0.93009"
578,"NOR","Norway","0.95707","0.95669","0.95633","0.95592","0.95553","0.95517","0.9548","0.95443","0.95406","0.9538","0.95358","0.95334","0.9531","0.95256","0.95202","0.95143","0.95113","0.95106","0.95108","0.95114","0.95121","0.95125","0.95128","0.95131","0.95133","0.95134"
512,"OMN","Oman","0.92267","0.922","0.92167","0.9215","0.92153","0.92196","0.92256","0.9224","0.92163","0.92064","0.91877","0.91748","0.91563","0.91384","0.91212","0.91061","0.90881","0.9069","0.90556","0.90377","0.90233","0.90043","0.8991","0.89757","0.89589","0.89474"
586,"PAK","Pakistan","0.9192","0.91829","0.91741","0.91665","0.91604","0.9158","0.91573","0.91537","0.91458","0.91361","0.91222","0.91106","0.90947","0.90783","0.9062","0.90504","0.90359","0.90244","0.90083","0.89943","0.89788","0.89712","0.89537","0.89407","0.89288","0.89142"
585,"PLW","Palau","0.88118","0.87965","0.87814","0.87657","0.87505","0.87355","0.87196","0.87042","0.86909","0.8666","0.8642","0.86167","0.85945","0.85706","0.85442","0.85206","0.8496","0.84742","0.84497","0.84248","0.84025","0.83779","0.83529","0.83306","0.83093","0.82962"
591,"PAN","Panama","0.80924","0.80544","0.80107","0.79659","0.79229","0.78871","0.7844","0.78071","0.77772","0.7755","0.7732","0.77169","0.77013","0.76884","0.76747","0.76632","0.76496","0.76374","0.76229","0.76087","0.76008","0.75871","0.75719","0.75592","0.75488","0.75392"
598,"PNG","Papua New Guinea","0.93388","0.93213","0.93056","0.92878","0.92724","0.9256","0.92409","0.92222","0.92034","0.91663","0.91411","0.91112","0.90802","0.90467","0.9015","0.89813","0.89484","0.89154","0.88877","0.88507","0.88205","0.87899","0.87613","0.87253","0.86976","0.86627"
600,"PRY","Paraguay","0.95277","0.95267","0.9525","0.95242","0.95235","0.9524","0.95242","0.95249","0.95246","0.9525","0.95256","0.95247","0.95247","0.9524","0.95232","0.95234","0.95215","0.95215","0.95212","0.95215","0.9521","0.95208","0.95206","0.95206","0.95207","0.95203"
604,"PER","Peru","0.75684","0.75658","0.75635","0.75604","0.75586","0.75574","0.75557","0.75546","0.75538","0.75524","0.75513","0.75505","0.75489","0.7548","0.7547","0.75472","0.75461","0.75461","0.75458","0.75456","0.75449","0.75447","0.75443","0.75438","0.75437","0.75429"
608,"PHL","Philippines","0.86892","0.86736","0.86581","0.86461","0.86307","0.86213","0.86087","0.85926","0.85735","0.85506","0.85232","0.84935","0.84634","0.84331","0.84036","0.83739","0.83487","0.83159","0.82919","0.82587","0.8227","0.81981","0.8172","0.81409","0.81131","0.80852"
616,"POL","Poland","0.97106","0.97133","0.97164","0.97192","0.97214","0.97259","0.97283","0.97306","0.97319","0.97342","0.97357","0.97392","0.97451","0.97519","0.97597","0.9768","0.97754","0.97809","0.97864","0.97898","0.97947","0.97979","0.98019","0.98051","0.98097","0.98122"
620,"PRT","Portugal","0.89356","0.89168","0.89005","0.88826","0.88653","0.88474","0.88306","0.88152","0.88089","0.8807","0.88138","0.88253","0.8828","0.8827","0.88236","0.88196","0.88143","0.88102","0.88066","0.88045","0.88021","0.87994","0.87978","0.87952","0.87925","0.87898"
634,"QAT","Qatar","0.83314","0.83299","0.83282","0.83265","0.83252","0.83238","0.83227","0.83211","0.83188","0.8289","0.8258","0.82252","0.81944","0.81632","0.81323","0.81009","0.80704","0.80396","0.80094","0.79787","0.79471","0.7917","0.78855","0.78535","0.78255","0.7804"
178,"COG","Republic of Congo","0.96563","0.96546","0.9654","0.96539","0.96531","0.96527","0.96524","0.96518","0.96504","0.96502","0.96486","0.96491","0.96477","0.96464","0.96458","0.96454","0.96439","0.96434","0.96421","0.96405","0.964","0.96389","0.96383","0.96377","0.96359","0.96354"
642,"ROU","Romania","0.86533","0.86503","0.86476","0.8644","0.86407","0.86388","0.86357","0.86328","0.86299","0.86268","0.86239","0.86223","0.86224","0.86226","0.86262","0.86285","0.86297","0.86298","0.86292","0.86274","0.86261","0.86241","0.86225","0.8621","0.86189","0.86177"
643,"RUS","Russia","0.95007","0.94949","0.94889","0.94825","0.94774","0.94718","0.94677","0.94623","0.94576","0.94531","0.94482","0.94441","0.9441","0.94377","0.94354","0.94327","0.94311","0.94293","0.94281","0.94259","0.94251","0.94235","0.94212","0.942","0.9418","0.94157"
646,"RWA","Rwanda","0.89632","0.8963","0.89629","0.89628","0.89624","0.89623","0.89621","0.8962","0.8962","0.89617","0.89615","0.89614","0.89613","0.89612","0.89612","0.896","0.89571","0.89528","0.8949","0.89449","0.89439","0.89437","0.89435","0.89435","0.89435","0.89434"
652,"BLM","Saint Barthelemy","0.83928","0.83255","0.82564","0.81872","0.81188","0.80509","0.79827","0.79143","0.78502","0.78468","0.78454","0.78446","0.78428","0.78412","0.78387","0.7836","0.78342","0.78322","0.78312","0.78298","0.78291","0.78285","0.78285","0.78275","0.78274","0.78274"
659,"KNA","Saint Kitts and Nevis","0.46237","0.45556","0.44877","0.44196","0.43518","0.42838","0.42159","0.41479","0.408","0.40784","0.40767","0.40751","0.40735","0.40717","0.40702","0.40685","0.40668","0.40651","0.40636","0.40619","0.40603","0.40587","0.40571","0.40555","0.40539","0.40526"
662,"LCA","Saint Lucia","0.77097","0.76314","0.75827","0.75135","0.74443","0.73751","0.72954","0.72284","0.71675","0.71658","0.71642","0.71626","0.71609","0.71593","0.71576","0.7156","0.71543","0.71527","0.71511","0.71494","0.71479","0.71462","0.71445","0.7143","0.71415","0.71405"
882,"WSM","Samoa","0.8009","0.80163","0.80222","0.80249","0.8033","0.80402","0.80463","0.80512","0.80386","0.80041","0.79873","0.79483","0.79249","0.78951","0.78725","0.78567","0.78372","0.78218","0.78016","0.77888","0.77779","0.7762","0.77445","0.77225","0.77136","0.76993"
674,"SMR","San Marino","0.93498","0.93063","0.92627","0.92182","0.91737","0.91708","0.91453","0.91307","0.91156","0.91017","0.9087","0.90734","0.90609","0.90497","0.90425","0.90299","0.90188","0.90074","0.89945","0.89813","0.89671","0.89534","0.89413","0.89324","0.89196","0.89061"
678,"STP","Sao Tome and Principe","0.76366","0.75767","0.75181","0.74649","0.73902","0.73394","0.72845","0.72287","0.72044","0.71706","0.71659","0.71627","0.71587","0.71701","0.71714","0.71769","0.71845","0.71832","0.71901","0.7197","0.71984","0.71981","0.71974","0.71969","0.71978","0.71869"
682,"SAU","Saudi Arabia","0.93108","0.93039","0.92939","0.92863","0.92794","0.92718","0.92657","0.92586","0.92492","0.92389","0.92291","0.92175","0.92086","0.91973","0.91869","0.91766","0.91679","0.91558","0.91476","0.91367","0.91254","0.91158","0.91022","0.90933","0.90823","0.90741"
686,"SEN","Senegal","0.97916","0.97909","0.97903","0.97895","0.97884","0.97868","0.97856","0.97842","0.97824","0.97807","0.97785","0.97762","0.97753","0.97743","0.97737","0.97733","0.97732","0.97731","0.9773","0.9773","0.97729","0.97729","0.97729","0.97728","0.97728","0.97728"
688,"SRB","Serbia","0.91995","0.91982","0.91968","0.91953","0.91936","0.91902","0.91875","0.9185","0.91818","0.91789","0.91767","0.91744","0.91728","0.91725","0.91734","0.91756","0.91759","0.91753","0.91743","0.91725","0.91697","0.91677","0.91661","0.91642","0.91617","0.91598"
690,"SYC","Seychelles","0.6248","0.62329","0.62358","0.62348","0.62466","0.62536","0.62483","0.62372","0.6216","0.61991","0.61687","0.61371","0.61096","0.60799","0.60484","0.60158","0.5984","0.59407","0.59047","0.5857","0.58114","0.57683","0.57264","0.56787","0.5641","0.56009"
694,"SLE","Sierra Leone","0.92465","0.92455","0.92451","0.92455","0.92448","0.92445","0.92447","0.92448","0.92447","0.92444","0.9244","0.92436","0.92419","0.92405","0.92393","0.92365","0.92356","0.92329","0.92299","0.92281","0.92273","0.92263","0.92259","0.92252","0.92247","0.92253"
702,"SGP","Singapore","0.94899","0.94495","0.94477","0.9423","0.94208","0.94212","0.94366","0.94292","0.94093","0.93831","0.93567","0.93285","0.92923","0.92596","0.92307","0.91941","0.9168","0.91342","0.9097","0.90674","0.90417","0.90052","0.89821","0.89486","0.89184","0.88859"
534,"SXM","Sint Maarten","0.91396","0.90716","0.90037","0.89357","0.88679","0.88005","0.87324","0.86645","0.85969","0.85951","0.85938","0.85921","0.85907","0.85891","0.85876","0.85859","0.85847","0.85829","0.85815","0.85801","0.85783","0.8577","0.85755","0.85741","0.85731","0.85717"
703,"SVK","Slovakia","0.96299","0.9629","0.96283","0.96277","0.96258","0.96229","0.96196","0.96157","0.96133","0.96098","0.96056","0.96029","0.9602","0.96028","0.96045","0.96057","0.96066","0.96059","0.96052","0.96027","0.96008","0.95979","0.95959","0.95937","0.95913","0.9588"
705,"SVN","Slovenia","0.90508","0.90123","0.89739","0.89336","0.88935","0.8849","0.88042","0.87622","0.8715","0.86898","0.86624","0.86338","0.86059","0.85823","0.85587","0.85354","0.85114","0.84866","0.84593","0.84342","0.84049","0.83812","0.83525","0.83272","0.83037","0.82795"
90,"SLB","Solomon Islands","0.83001","0.82834","0.82672","0.82503","0.82353","0.822","0.82025","0.81834","0.81622","0.81337","0.81123","0.80785","0.80502","0.80204","0.79904","0.79637","0.79374","0.79053","0.78759","0.78492","0.78177","0.77914","0.77611","0.77299","0.77009","0.7681"
706,"SOM","Somalia","0.95614","0.95499","0.95363","0.9525","0.9515","0.95005","0.94903","0.948","0.94642","0.9445","0.94309","0.9411","0.93942","0.93729","0.93533","0.93393","0.93151","0.92935","0.9278","0.92614","0.92424","0.92236","0.92065","0.91865","0.91674","0.91536"
710,"ZAF","South Africa","0.91196","0.91179","0.91167","0.91157","0.91143","0.91133","0.91119","0.91076","0.91011","0.90853","0.90618","0.90389","0.90093","0.89822","0.89604","0.89371","0.89108","0.8893","0.88614","0.88405","0.88242","0.87959","0.87708","0.87426","0.87148","0.86931"
410,"KOR","South Korea","0.78563","0.78224","0.77873","0.7751","0.77159","0.76711","0.76288","0.75906","0.75551","0.75222","0.74929","0.7469","0.74416","0.74166","0.73904","0.73635","0.73396","0.73136","0.72868","0.72605","0.72405","0.72136","0.71869","0.71608","0.7134","0.71053"
728,"SSD","South Sudan","0.97851","0.97793","0.9774","0.97704","0.9767","0.97642","0.9761","0.9758","0.9755","0.97509","0.97471","0.97417","0.97365","0.97315","0.97287","0.97247","0.97218","0.9719","0.97152","0.97125","0.97076","0.9706","0.97015","0.96974","0.96943","0.96901"
724,"ESP","Spain","0.85737","0.85408","0.85023","0.84632","0.84273","0.83787","0.83399","0.82989","0.82573","0.82272","0.82064","0.81909","0.81694","0.81513","0.81337","0.81149","0.80975","0.80799","0.80635","0.80497","0.80335","0.80199","0.80025","0.79877","0.79734","0.79581"
144,"LKA","Sri Lanka","0.72177","0.72164","0.72131","0.72105","0.72085","0.72072","0.72037","0.71934","0.71778","0.71527","0.71248","0.7094","0.70633","0.70371","0.70005","0.697","0.6935","0.69054","0.68759","0.68472","0.68202","0.6786","0.67484","0.67226","0.66921","0.66592"
670,"VCT","St. Vincent and the Grenadines","0.72315","0.71808","0.713","0.70794","0.70287","0.69781","0.69275","0.68769","0.68756","0.68743","0.68742","0.68729","0.68717","0.68704","0.68691","0.68679","0.68665","0.68653","0.6864","0.68628","0.68616","0.68603","0.68591","0.68579","0.68568","0.68558"
275,"PSE","State of Palestine","0.88773","0.88383","0.87786","0.87403","0.87037","0.8681","0.86315","0.85952","0.85822","0.85701","0.85551","0.85358","0.85168","0.84984","0.84801","0.84617","0.84433","0.84265","0.84074","0.83882","0.83694","0.83455","0.83264","0.83053","0.82863","0.82742"
729,"SDN","Sudan","0.94728","0.94644","0.9455","0.9447","0.94373","0.94289","0.94218","0.94115","0.94048","0.93951","0.93831","0.93714","0.93618","0.93506","0.93406","0.93323","0.93224","0.93149","0.93024","0.92918","0.9283","0.92751","0.92652","0.92566","0.92463","0.92372"
